task,layer,kv_head,v100_fnr,gpu4090_fnr,v100_fpr,gpu4090_fpr,v100_accepted_fraction,gpu4090_accepted_fraction,v100_fn_count,gpu4090_fn_count,v100_fp_count,gpu4090_fp_count,v100_positive_support,gpu4090_positive_support,v100_negative_support,gpu4090_negative_support,fnr_abs_diff,fpr_abs_diff,accepted_fraction_abs_diff,fn_count_abs_diff,cross_hardware_consistent,support_label,fnr_stability_label,label,readiness,high_fnr_rank,low_risk_rank
hotpotqa,6,4,0.012048192771084338,0.024096385542168676,0.0,0.0,0.8541666666666666,0.84375,1,2,0,0,83,83,13,13,0.012048192771084338,0.0,0.01041666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,979,873
passage_retrieval_en,7,6,0.012048192771084338,0.03571428571428571,0.0,0.0,0.8541666666666666,0.84375,1,3,0,0,83,84,13,12,0.023666092943201374,0.0,0.01041666666666663,2,True,low_support,stable,stable_low_fpr,aggregate_only,975,874
passage_retrieval_zh,1,4,0.012195121951219513,0.012048192771084338,0.0,0.0,0.84375,0.8541666666666666,1,1,0,0,82,83,14,13,0.00014692918013517464,0.0,0.01041666666666663,0,True,low_support,stable,stable_low_fpr,aggregate_only,985,875
samsum,16,3,0.012195121951219513,0.012048192771084338,0.0,0.0,0.84375,0.8541666666666666,1,1,0,0,82,83,14,13,0.00014692918013517464,0.0,0.01041666666666663,0,True,low_support,stable,stable_low_fpr,aggregate_only,986,876
hotpotqa,10,0,0.03571428571428571,0.0,0.0,0.0,0.84375,0.8541666666666666,3,0,0,0,84,82,12,14,0.03571428571428571,0.0,0.01041666666666663,3,True,low_support,stable,stable_low_fpr,aggregate_only,1011,877
hotpotqa,4,2,0.023809523809523808,0.0,0.0,0.0,0.8541666666666666,0.84375,2,0,0,0,84,81,12,15,0.023809523809523808,0.0,0.01041666666666663,2,True,low_support,stable,stable_low_fpr,aggregate_only,1031,878
passage_retrieval_zh,24,0,0.024096385542168676,0.0,0.0,0.0,0.84375,0.8541666666666666,2,0,0,0,83,82,13,14,0.024096385542168676,0.0,0.01041666666666663,2,True,low_support,stable,stable_low_fpr,aggregate_only,1033,879
passage_retrieval_en,16,1,0.0,0.03614457831325301,0.0,0.0,0.8645833333333334,0.8333333333333334,0,3,0,0,83,83,13,13,0.03614457831325301,0.0,0.03125,3,True,low_support,stable,stable_low_fpr,aggregate_only,1012,880
passage_retrieval_zh,24,7,0.0,0.03614457831325301,0.0,0.0,0.8645833333333334,0.8333333333333334,0,3,0,0,83,83,13,13,0.03614457831325301,0.0,0.03125,3,True,low_support,stable,stable_low_fpr,aggregate_only,1015,881
gsm8k,19,7,0.02857142857142857,0.02857142857142857,0.0,0.0,0.85,0.85,2,2,0,0,70,70,10,10,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,868,882
gsm8k,7,6,0.02857142857142857,0.0,0.0,0.0,0.85,0.85,2,0,0,0,70,68,10,12,0.02857142857142857,0.0,0.0,2,True,low_support,stable,stable_low_fpr,aggregate_only,1029,883
gsm8k,5,2,0.014285714285714285,0.028985507246376812,0.0,0.0,0.8625,0.8375,1,2,0,0,70,69,10,11,0.014699792960662527,0.0,0.025000000000000022,1,True,low_support,stable,stable_low_fpr,aggregate_only,943,884
gsm8k,10,6,0.014705882352941176,0.0,0.0,0.0,0.8375,0.8625,1,0,0,0,68,69,12,11,0.014705882352941176,0.0,0.025000000000000022,1,True,low_support,stable,stable_low_fpr,aggregate_only,1048,885
gsm8k,5,1,0.0,0.028985507246376812,0.0,0.0,0.8625,0.8375,0,2,0,0,69,69,11,11,0.028985507246376812,0.0,0.025000000000000022,2,True,low_support,stable,stable_low_fpr,aggregate_only,1026,886
samsum,9,2,0.046511627906976744,0.046511627906976744,0.0,0.0,0.8541666666666666,0.8541666666666666,4,4,0,0,86,86,10,10,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,784,887
samsum,11,4,0.03529411764705882,0.03529411764705882,0.0,0.0,0.8541666666666666,0.8541666666666666,3,3,0,0,85,85,11,11,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,843,888
dureader,4,2,0.023809523809523808,0.023809523809523808,0.0,0.0,0.8541666666666666,0.8541666666666666,2,2,0,0,84,84,12,12,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,918,889
samsum,4,3,0.012048192771084338,0.023809523809523808,0.0,0.0,0.8541666666666666,0.8541666666666666,1,2,0,0,83,84,13,12,0.01176133103843947,0.0,0.0,1,True,low_support,stable,stable_low_fpr,aggregate_only,981,890
dureader,21,2,0.023809523809523808,0.0,0.0,0.0,0.8541666666666666,0.8541666666666666,2,0,0,0,84,82,12,14,0.023809523809523808,0.0,0.0,2,True,low_support,stable,stable_low_fpr,aggregate_only,1017,891
dureader,26,2,0.012048192771084338,0.0,0.0,0.0,0.8541666666666666,0.8541666666666666,1,0,0,0,83,82,13,14,0.012048192771084338,0.0,0.0,1,True,low_support,stable,stable_low_fpr,aggregate_only,1044,892
hotpotqa,1,2,0.011904761904761904,0.012195121951219513,0.0,0.0,0.8645833333333334,0.84375,1,1,0,0,84,82,12,14,0.0002903600464576085,0.0,0.02083333333333337,0,True,low_support,stable,stable_low_fpr,aggregate_only,997,893
passage_retrieval_en,19,7,0.011904761904761904,0.024096385542168676,0.0,0.0,0.8645833333333334,0.84375,1,2,0,0,84,83,12,13,0.012191623637406772,0.0,0.02083333333333337,1,True,low_support,stable,stable_low_fpr,aggregate_only,994,894
passage_retrieval_en,27,7,0.03571428571428571,0.011904761904761904,0.0,0.0,0.84375,0.8645833333333334,3,1,0,0,84,84,12,12,0.023809523809523808,0.0,0.02083333333333337,2,True,low_support,stable,stable_low_fpr,aggregate_only,988,895
passage_retrieval_zh,22,1,0.03571428571428571,0.011904761904761904,0.0,0.0,0.84375,0.8645833333333334,3,1,0,0,84,84,12,12,0.023809523809523808,0.0,0.02083333333333337,2,True,low_support,stable,stable_low_fpr,aggregate_only,989,896
passage_retrieval_zh,5,1,0.024096385542168676,0.011904761904761904,0.0,0.0,0.84375,0.8645833333333334,2,1,0,0,83,84,13,12,0.012191623637406772,0.0,0.02083333333333337,1,True,low_support,stable,stable_low_fpr,aggregate_only,995,897
hotpotqa,9,2,0.011764705882352941,0.03614457831325301,0.0,0.0,0.875,0.8333333333333334,1,3,0,0,85,83,11,13,0.02437987243090007,0.0,0.04166666666666663,2,True,low_support,stable,stable_low_fpr,aggregate_only,1001,898
passage_retrieval_zh,29,4,0.0,0.012195121951219513,0.0,0.0,0.8645833333333334,0.84375,0,1,0,0,83,82,13,14,0.012195121951219513,0.0,0.02083333333333337,1,True,low_support,stable,stable_low_fpr,aggregate_only,1061,899
samsum,14,2,0.0,0.024096385542168676,0.0,0.0,0.8645833333333334,0.84375,0,2,0,0,83,83,13,13,0.024096385542168676,0.0,0.02083333333333337,2,True,low_support,stable,stable_low_fpr,aggregate_only,1037,900
samsum,23,7,0.0,0.024096385542168676,0.0,0.0,0.8645833333333334,0.84375,0,2,0,0,83,83,13,13,0.024096385542168676,0.0,0.02083333333333337,2,True,low_support,stable,stable_low_fpr,aggregate_only,1038,901
gsm8k,12,6,0.14102564102564102,0.11392405063291139,0.0,0.0,0.8375,0.875,11,9,0,0,78,79,2,1,0.027101590392729635,0.0,0.03749999999999998,2,True,low_support,stable,stable_low_fpr,aggregate_only,546,902
gsm8k,13,4,0.0684931506849315,0.06756756756756757,0.0,0.0,0.85,0.8625,5,5,0,0,73,74,7,6,0.0009255831173639317,0.0,0.012500000000000067,0,True,low_support,stable,stable_low_fpr,aggregate_only,679,903
gsm8k,27,3,0.014285714285714285,0.014492753623188406,0.0,0.0,0.8625,0.85,1,1,0,0,70,69,10,11,0.0002070393374741207,0.0,0.012500000000000067,0,True,low_support,stable,stable_low_fpr,aggregate_only,945,904
gsm8k,4,3,0.014492753623188406,0.014285714285714285,0.0,0.0,0.85,0.8625,1,1,0,0,69,70,11,10,0.0002070393374741207,0.0,0.012500000000000067,0,True,low_support,stable,stable_low_fpr,aggregate_only,947,905
gsm8k,7,0,0.014285714285714285,0.02857142857142857,0.0,0.0,0.8625,0.85,1,2,0,0,70,70,10,10,0.014285714285714285,0.0,0.012500000000000067,1,True,low_support,stable,stable_low_fpr,aggregate_only,944,906
gsm8k,7,5,0.014492753623188406,0.014285714285714285,0.0,0.0,0.85,0.8625,1,1,0,0,69,70,11,10,0.0002070393374741207,0.0,0.012500000000000067,0,True,low_support,stable,stable_low_fpr,aggregate_only,948,907
gsm8k,8,0,0.014285714285714285,0.014492753623188406,0.0,0.0,0.8625,0.85,1,1,0,0,70,69,10,11,0.0002070393374741207,0.0,0.012500000000000067,0,True,low_support,stable,stable_low_fpr,aggregate_only,949,908
gsm8k,10,4,0.0,0.029411764705882353,0.0,0.0,0.8875,0.825,0,2,0,0,71,68,9,12,0.029411764705882353,0.0,0.0625,2,True,low_support,stable,stable_low_fpr,aggregate_only,1019,909
gsm8k,11,0,0.0,0.014492753623188406,0.0,0.0,0.8625,0.85,0,1,0,0,69,69,11,11,0.014492753623188406,0.0,0.012500000000000067,1,True,low_support,stable,stable_low_fpr,aggregate_only,1049,910
gsm8k,16,4,0.04285714285714286,0.0,0.0,0.0,0.8375,0.875,3,0,0,0,70,70,10,10,0.04285714285714286,0.0,0.03749999999999998,3,True,low_support,stable,stable_low_fpr,aggregate_only,1007,911
gsm8k,18,0,0.0,0.014705882352941176,0.0,0.0,0.875,0.8375,0,1,0,0,70,68,10,12,0.014705882352941176,0.0,0.03749999999999998,1,True,low_support,stable,stable_low_fpr,aggregate_only,1052,912
gsm8k,20,4,0.04285714285714286,0.0,0.0,0.0,0.8375,0.875,3,0,0,0,70,70,10,10,0.04285714285714286,0.0,0.03749999999999998,3,True,low_support,stable,stable_low_fpr,aggregate_only,1009,913
gsm8k,21,4,0.014285714285714285,0.0,0.0,0.0,0.8625,0.85,1,0,0,0,70,68,10,12,0.014285714285714285,0.0,0.012500000000000067,1,True,low_support,stable,stable_low_fpr,aggregate_only,1053,914
gsm8k,5,7,0.02857142857142857,0.0,0.0,0.0,0.85,0.8625,2,0,0,0,70,69,10,11,0.02857142857142857,0.0,0.012500000000000067,2,True,low_support,stable,stable_low_fpr,aggregate_only,1027,915
passage_retrieval_en,9,2,0.056818181818181816,0.05747126436781609,0.0,0.0,0.8645833333333334,0.8541666666666666,5,5,0,0,88,87,8,9,0.0006530825496342749,0.0,0.01041666666666674,0,True,low_support,stable,stable_low_fpr,aggregate_only,728,916
dureader,3,4,0.023809523809523808,0.011904761904761904,0.0,0.0,0.8541666666666666,0.8645833333333334,2,1,0,0,84,84,12,12,0.011904761904761904,0.0,0.01041666666666674,1,True,low_support,stable,stable_low_fpr,aggregate_only,990,917
hotpotqa,19,7,0.011904761904761904,0.023809523809523808,0.0,0.0,0.8645833333333334,0.8541666666666666,1,2,0,0,84,84,12,12,0.011904761904761904,0.0,0.01041666666666674,1,True,low_support,stable,stable_low_fpr,aggregate_only,991,918
hotpotqa,3,4,0.011904761904761904,0.023809523809523808,0.0,0.0,0.8645833333333334,0.8541666666666666,1,2,0,0,84,84,12,12,0.011904761904761904,0.0,0.01041666666666674,1,True,low_support,stable,stable_low_fpr,aggregate_only,992,919
hotpotqa,5,1,0.011904761904761904,0.023809523809523808,0.0,0.0,0.8645833333333334,0.8541666666666666,1,2,0,0,84,84,12,12,0.011904761904761904,0.0,0.01041666666666674,1,True,low_support,stable,stable_low_fpr,aggregate_only,993,920
passage_retrieval_zh,19,7,0.011904761904761904,0.012048192771084338,0.0,0.0,0.8645833333333334,0.8541666666666666,1,1,0,0,84,83,12,13,0.00014343086632243388,0.0,0.01041666666666674,0,True,low_support,stable,stable_low_fpr,aggregate_only,999,921
passage_retrieval_zh,3,4,0.012048192771084338,0.011904761904761904,0.0,0.0,0.8541666666666666,0.8645833333333334,1,1,0,0,83,84,13,12,0.00014343086632243388,0.0,0.01041666666666674,0,True,low_support,stable,stable_low_fpr,aggregate_only,1000,922
samsum,3,4,0.011904761904761904,0.023809523809523808,0.0,0.0,0.8645833333333334,0.8541666666666666,1,2,0,0,84,84,12,12,0.011904761904761904,0.0,0.01041666666666674,1,True,low_support,stable,stable_low_fpr,aggregate_only,996,923
dureader,19,7,0.0,0.012048192771084338,0.0,0.0,0.8645833333333334,0.8541666666666666,0,1,0,0,83,83,13,13,0.012048192771084338,0.0,0.01041666666666674,1,True,low_support,stable,stable_low_fpr,aggregate_only,1041,924
dureader,5,2,0.0,0.023809523809523808,0.0,0.0,0.8645833333333334,0.8541666666666666,0,2,0,0,83,84,13,12,0.023809523809523808,0.0,0.01041666666666674,2,True,low_support,stable,stable_low_fpr,aggregate_only,1018,925
hotpotqa,4,3,0.0,0.012048192771084338,0.0,0.0,0.8645833333333334,0.8541666666666666,0,1,0,0,83,83,13,13,0.012048192771084338,0.0,0.01041666666666674,1,True,low_support,stable,stable_low_fpr,aggregate_only,1056,926
passage_retrieval_zh,5,2,0.0,0.03571428571428571,0.0,0.0,0.875,0.84375,0,3,0,0,84,84,12,12,0.03571428571428571,0.0,0.03125,3,True,low_support,stable,stable_low_fpr,aggregate_only,1016,927
gsm8k,9,7,0.08,0.06756756756756757,0.0,0.0,0.8625,0.8625,6,5,0,0,75,74,5,6,0.01243243243243243,0.0,0.0,1,True,low_support,stable,stable_low_fpr,aggregate_only,678,928
gsm8k,12,0,0.028169014084507043,0.041666666666666664,0.0,0.0,0.8625,0.8625,2,3,0,0,71,72,9,8,0.013497652582159621,0.0,0.0,1,True,low_support,stable,stable_low_fpr,aggregate_only,870,929
gsm8k,4,2,0.014285714285714285,0.014285714285714285,0.0,0.0,0.8625,0.8625,1,1,0,0,70,70,10,10,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,946,930
gsm8k,10,0,0.0,0.0,0.0,0.0,0.8625,0.8625,0,0,0,0,69,69,11,11,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,1075,931
gsm8k,17,3,0.0,0.014285714285714285,0.0,0.0,0.8625,0.8625,0,1,0,0,69,70,11,10,0.014285714285714285,0.0,0.0,1,True,low_support,stable,stable_low_fpr,aggregate_only,1051,932
gsm8k,26,0,0.0,0.0,0.0,0.0,0.8625,0.8625,0,0,0,0,69,69,11,11,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,1085,933
gsm8k,3,4,0.0,0.02857142857142857,0.0,0.0,0.875,0.85,0,2,0,0,70,70,10,10,0.02857142857142857,0.0,0.025000000000000022,2,True,low_support,stable,stable_low_fpr,aggregate_only,1025,934
passage_retrieval_zh,9,2,0.023809523809523808,0.011764705882352941,0.0,0.0,0.8541666666666666,0.875,2,1,0,0,84,85,12,11,0.012044817927170867,0.0,0.02083333333333337,1,True,low_support,stable,stable_low_fpr,aggregate_only,1002,935
passage_retrieval_en,1,2,0.0,0.0,0.0,0.0,0.8541666666666666,0.875,0,0,0,0,82,84,14,12,0.0,0.0,0.02083333333333337,0,True,low_support,stable,stable_low_fpr,aggregate_only,1101,936
passage_retrieval_en,3,1,0.023809523809523808,0.0,0.0,0.0,0.8541666666666666,0.875,2,0,0,0,84,84,12,12,0.023809523809523808,0.0,0.02083333333333337,2,True,low_support,stable,stable_low_fpr,aggregate_only,1032,937
passage_retrieval_zh,10,7,0.0,0.012048192771084338,0.0,0.0,0.875,0.8541666666666666,0,1,0,0,84,83,12,13,0.012048192771084338,0.0,0.02083333333333337,1,True,low_support,stable,stable_low_fpr,aggregate_only,1058,938
passage_retrieval_zh,23,0,0.0,0.0,0.0,0.0,0.875,0.8541666666666666,0,0,0,0,84,82,12,14,0.0,0.0,0.02083333333333337,0,True,low_support,stable,stable_low_fpr,aggregate_only,1111,939
passage_retrieval_zh,26,0,0.0,0.023809523809523808,0.0,0.0,0.875,0.8541666666666666,0,2,0,0,84,84,12,12,0.023809523809523808,0.0,0.02083333333333337,2,True,low_support,stable,stable_low_fpr,aggregate_only,1034,940
passage_retrieval_zh,31,3,0.0,0.023809523809523808,0.0,0.0,0.875,0.8541666666666666,0,2,0,0,84,84,12,12,0.023809523809523808,0.0,0.02083333333333337,2,True,low_support,stable,stable_low_fpr,aggregate_only,1035,941
passage_retrieval_zh,4,2,0.023809523809523808,0.0,0.0,0.0,0.8541666666666666,0.875,2,0,0,0,84,84,12,12,0.023809523809523808,0.0,0.02083333333333337,2,True,low_support,stable,stable_low_fpr,aggregate_only,1036,942
samsum,4,2,0.0,0.023809523809523808,0.0,0.0,0.875,0.8541666666666666,0,2,0,0,84,84,12,12,0.023809523809523808,0.0,0.02083333333333337,2,True,low_support,stable,stable_low_fpr,aggregate_only,1039,943
passage_retrieval_zh,12,3,0.056818181818181816,0.07777777777777778,0.0,0.0,0.8645833333333334,0.8645833333333334,5,7,0,0,88,90,8,6,0.020959595959595963,0.0,0.0,2,True,low_support,stable,stable_low_fpr,aggregate_only,727,944
passage_retrieval_en,21,1,0.011904761904761904,0.011904761904761904,0.0,0.0,0.8645833333333334,0.8645833333333334,1,1,0,0,84,84,12,12,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,998,945
samsum,2,3,0.0,0.0,0.0,0.0,0.8645833333333334,0.8645833333333334,0,0,0,0,83,83,13,13,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,1118,946
samsum,24,7,0.0,0.0,0.0,0.0,0.8645833333333334,0.8645833333333334,0,0,0,0,83,83,13,13,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,1122,947
gsm8k,8,5,0.014084507042253521,0.028169014084507043,0.0,0.0,0.875,0.8625,1,2,0,0,71,71,9,9,0.014084507042253521,0.0,0.012499999999999956,1,True,low_support,stable,stable_low_fpr,aggregate_only,950,948
gsm8k,14,7,0.0,0.0,0.0,0.0,0.875,0.8625,0,0,0,0,70,69,10,11,0.0,0.0,0.012499999999999956,0,True,low_support,stable,stable_low_fpr,aggregate_only,1077,949
gsm8k,21,2,0.0,0.0,0.0,0.0,0.875,0.8625,0,0,0,0,70,69,10,11,0.0,0.0,0.012499999999999956,0,True,low_support,stable,stable_low_fpr,aggregate_only,1083,950
gsm8k,31,1,0.0,0.014285714285714285,0.0,0.0,0.875,0.8625,0,1,0,0,70,70,10,10,0.014285714285714285,0.0,0.012499999999999956,1,True,low_support,stable,stable_low_fpr,aggregate_only,1054,951
gsm8k,6,6,0.0,0.014285714285714285,0.0,0.0,0.875,0.8625,0,1,0,0,70,70,10,10,0.014285714285714285,0.0,0.012499999999999956,1,True,low_support,stable,stable_low_fpr,aggregate_only,1055,952
dureader,0,6,0.07865168539325842,0.07608695652173914,0.0,0.0,0.8541666666666666,0.8854166666666666,7,7,0,0,89,92,7,4,0.0025647288715192895,0.0,0.03125,0,True,low_support,stable,stable_low_fpr,aggregate_only,651,953
hotpotqa,9,0,0.09782608695652174,0.06666666666666667,0.0,0.0,0.8645833333333334,0.875,9,6,0,0,92,90,4,6,0.031159420289855078,0.0,0.01041666666666663,3,True,low_support,stable,stable_low_fpr,aggregate_only,680,954
dureader,20,4,0.0,0.011904761904761904,0.0,0.0,0.875,0.8645833333333334,0,1,0,0,84,84,12,12,0.011904761904761904,0.0,0.01041666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,1042,955
dureader,24,7,0.011904761904761904,0.0,0.0,0.0,0.8645833333333334,0.875,1,0,0,0,84,84,12,12,0.011904761904761904,0.0,0.01041666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,1043,956
dureader,27,7,0.011904761904761904,0.0,0.0,0.0,0.8645833333333334,0.875,1,0,0,0,84,84,12,12,0.011904761904761904,0.0,0.01041666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,1045,957
dureader,29,4,0.011904761904761904,0.0,0.0,0.0,0.8645833333333334,0.875,1,0,0,0,84,84,12,12,0.011904761904761904,0.0,0.01041666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,1046,958
dureader,3,1,0.011904761904761904,0.0,0.0,0.0,0.8645833333333334,0.875,1,0,0,0,84,84,12,12,0.011904761904761904,0.0,0.01041666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,1047,959
hotpotqa,21,1,0.0,0.0,0.0,0.0,0.875,0.8645833333333334,0,0,0,0,84,83,12,13,0.0,0.0,0.01041666666666663,0,True,low_support,stable,stable_low_fpr,aggregate_only,1095,960
hotpotqa,27,7,0.0,0.0,0.0,0.0,0.8645833333333334,0.875,0,0,0,0,83,84,13,12,0.0,0.0,0.01041666666666663,0,True,low_support,stable,stable_low_fpr,aggregate_only,1097,961
hotpotqa,3,1,0.0,0.0,0.0,0.0,0.875,0.8645833333333334,0,0,0,0,84,83,12,13,0.0,0.0,0.01041666666666663,0,True,low_support,stable,stable_low_fpr,aggregate_only,1099,962
passage_retrieval_en,2,3,0.011904761904761904,0.0,0.0,0.0,0.8645833333333334,0.875,1,0,0,0,84,84,12,12,0.011904761904761904,0.0,0.01041666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,1057,963
passage_retrieval_en,3,4,0.0,0.0,0.0,0.0,0.8645833333333334,0.875,0,0,0,0,83,84,13,12,0.0,0.0,0.01041666666666663,0,True,low_support,stable,stable_low_fpr,aggregate_only,1106,964
passage_retrieval_zh,20,4,0.011904761904761904,0.0,0.0,0.0,0.8645833333333334,0.875,1,0,0,0,84,84,12,12,0.011904761904761904,0.0,0.01041666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,1059,965
passage_retrieval_zh,25,5,0.0,0.011904761904761904,0.0,0.0,0.875,0.8645833333333334,0,1,0,0,84,84,12,12,0.011904761904761904,0.0,0.01041666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,1060,966
passage_retrieval_zh,31,1,0.0,0.011904761904761904,0.0,0.0,0.875,0.8645833333333334,0,1,0,0,84,84,12,12,0.011904761904761904,0.0,0.01041666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,1062,967
samsum,12,3,0.0,0.0,0.0,0.0,0.875,0.8645833333333334,0,0,0,0,84,83,12,13,0.0,0.0,0.01041666666666663,0,True,low_support,stable,stable_low_fpr,aggregate_only,1117,968
samsum,19,7,0.0,0.011904761904761904,0.0,0.0,0.875,0.8645833333333334,0,1,0,0,84,84,12,12,0.011904761904761904,0.0,0.01041666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,1064,969
samsum,2,5,0.0,0.0,0.0,0.0,0.875,0.8645833333333334,0,0,0,0,84,83,12,13,0.0,0.0,0.01041666666666663,0,True,low_support,stable,stable_low_fpr,aggregate_only,1119,970
samsum,3,1,0.0,0.0,0.0,0.0,0.875,0.8645833333333334,0,0,0,0,84,83,12,13,0.0,0.0,0.01041666666666663,0,True,low_support,stable,stable_low_fpr,aggregate_only,1127,971
samsum,31,2,0.011904761904761904,0.0,0.0,0.0,0.8645833333333334,0.875,1,0,0,0,84,84,12,12,0.011904761904761904,0.0,0.01041666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,1065,972
gsm8k,8,2,0.09090909090909091,0.09090909090909091,0.0,0.0,0.875,0.875,7,7,0,0,77,77,3,3,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,602,973
gsm8k,13,0,0.05405405405405406,0.05405405405405406,0.0,0.0,0.875,0.875,4,4,0,0,74,74,6,6,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,731,974
dureader,2,3,0.0,0.0,0.0,0.0,0.875,0.875,0,0,0,0,84,84,12,12,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,1067,975
dureader,2,6,0.0,0.0,0.0,0.0,0.875,0.875,0,0,0,0,84,84,12,12,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,1068,976
dureader,21,1,0.0,0.0,0.0,0.0,0.875,0.875,0,0,0,0,84,84,12,12,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,1069,977
dureader,25,5,0.0,0.0,0.0,0.0,0.875,0.875,0,0,0,0,84,84,12,12,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,1070,978
dureader,26,0,0.0,0.0,0.0,0.0,0.875,0.875,0,0,0,0,84,84,12,12,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,1071,979
dureader,29,6,0.0,0.0,0.0,0.0,0.875,0.875,0,0,0,0,84,84,12,12,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,1072,980
dureader,31,1,0.0,0.0,0.0,0.0,0.875,0.875,0,0,0,0,84,84,12,12,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,1073,981
dureader,31,3,0.0,0.0,0.0,0.0,0.875,0.875,0,0,0,0,84,84,12,12,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,1074,982
gsm8k,16,7,0.0,0.0,0.0,0.0,0.875,0.875,0,0,0,0,70,70,10,10,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,1078,983
gsm8k,2,3,0.0,0.0,0.0,0.0,0.875,0.875,0,0,0,0,70,70,10,10,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,1079,984
gsm8k,2,5,0.0,0.0,0.0,0.0,0.875,0.875,0,0,0,0,70,70,10,10,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,1080,985
gsm8k,2,6,0.0,0.0,0.0,0.0,0.875,0.875,0,0,0,0,70,70,10,10,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,1081,986
gsm8k,21,1,0.0,0.0,0.0,0.0,0.875,0.875,0,0,0,0,70,70,10,10,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,1082,987
gsm8k,25,5,0.0,0.0,0.0,0.0,0.875,0.875,0,0,0,0,70,70,10,10,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,1084,988
gsm8k,27,7,0.0,0.0,0.0,0.0,0.875,0.875,0,0,0,0,70,70,10,10,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,1086,989
gsm8k,29,6,0.0,0.0,0.0,0.0,0.875,0.875,0,0,0,0,70,70,10,10,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,1087,990
gsm8k,4,6,0.0,0.0,0.0,0.0,0.875,0.875,0,0,0,0,70,70,10,10,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,1089,991
gsm8k,5,6,0.0,0.0,0.0,0.0,0.875,0.875,0,0,0,0,70,70,10,10,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,1090,992
hotpotqa,2,3,0.0,0.0,0.0,0.0,0.875,0.875,0,0,0,0,84,84,12,12,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,1092,993
hotpotqa,2,5,0.0,0.0,0.0,0.0,0.875,0.875,0,0,0,0,84,84,12,12,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,1093,994
hotpotqa,2,6,0.0,0.0,0.0,0.0,0.875,0.875,0,0,0,0,84,84,12,12,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,1094,995
hotpotqa,25,5,0.0,0.0,0.0,0.0,0.875,0.875,0,0,0,0,84,84,12,12,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,1096,996
hotpotqa,29,6,0.0,0.0,0.0,0.0,0.875,0.875,0,0,0,0,84,84,12,12,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,1098,997
