task,layer,kv_head,v100_fnr,gpu4090_fnr,v100_fpr,gpu4090_fpr,v100_accepted_fraction,gpu4090_accepted_fraction,v100_fn_count,gpu4090_fn_count,v100_fp_count,gpu4090_fp_count,v100_positive_support,gpu4090_positive_support,v100_negative_support,gpu4090_negative_support,fnr_abs_diff,fpr_abs_diff,accepted_fraction_abs_diff,fn_count_abs_diff,cross_hardware_consistent,support_label,fnr_stability_label,label,readiness,high_fnr_rank,low_risk_rank,rank_score
passage_retrieval_zh,12,3,0.056818181818181816,0.07777777777777778,0.0,0.0,0.8645833333333334,0.8645833333333334,5,7,0,0,88,90,8,6,0.020959595959595963,0.0,0.0,2,True,low_support,stable,stable_low_fpr,aggregate_only,727,944,"(1, -1, 0.056818181818181816, 12)"
passage_retrieval_en,9,2,0.056818181818181816,0.05747126436781609,0.0,0.0,0.8645833333333334,0.8541666666666666,5,5,0,0,88,87,8,9,0.0006530825496342749,0.0,0.01041666666666674,0,True,low_support,stable,stable_low_fpr,aggregate_only,728,916,"(1, -1, 0.056818181818181816, 10)"
hotpotqa,0,6,0.054945054945054944,0.07777777777777778,0.0,0.0,0.8958333333333334,0.8645833333333334,5,7,0,0,91,90,5,6,0.022832722832722835,0.0,0.03125,2,True,low_support,stable,stable_low_fpr,aggregate_only,729,1018,"(1, -1, 0.054945054945054944, 12)"
passage_retrieval_en,11,3,0.06756756756756757,0.0547945205479452,0.0,0.0,0.71875,0.71875,5,4,0,0,74,73,22,23,0.012773047019622369,0.0,0.0,1,True,low_support,stable,stable_low_fpr,aggregate_only,730,469,"(1, -1, 0.0547945205479452, 9)"
gsm8k,13,0,0.05405405405405406,0.05405405405405406,0.0,0.0,0.875,0.875,4,4,0,0,74,74,6,6,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,731,974,"(1, -1, 0.05405405405405406, 8)"
dureader,27,4,0.05263157894736842,0.06493506493506493,0.0,0.0,0.75,0.75,4,5,0,0,76,77,20,19,0.01230348598769651,0.0,0.0,1,True,low_support,stable,stable_low_fpr,aggregate_only,732,525,"(1, -1, 0.05263157894736842, 9)"
hotpotqa,19,0,0.07407407407407407,0.05194805194805195,0.0,0.0,0.78125,0.7604166666666666,6,4,0,0,81,77,15,19,0.02212602212602212,0.0,0.02083333333333337,2,True,low_support,stable,stable_low_fpr,aggregate_only,733,569,"(1, -1, 0.05194805194805195, 10)"
passage_retrieval_en,29,7,0.05194805194805195,0.07692307692307693,0.0,0.0,0.7604166666666666,0.75,4,6,0,0,77,78,19,18,0.024975024975024976,0.0,0.01041666666666663,2,True,low_support,stable,stable_low_fpr,aggregate_only,734,529,"(1, -1, 0.05194805194805195, 10)"
dureader,18,0,0.08536585365853659,0.05128205128205128,0.0,0.0,0.78125,0.7708333333333334,7,4,0,0,82,78,14,18,0.03408380237648531,0.0,0.01041666666666663,3,True,low_support,stable,stable_low_fpr,aggregate_only,735,589,"(1, -1, 0.05128205128205128, 11)"
gsm8k,13,2,0.05128205128205128,0.09090909090909091,0.0,0.0,0.925,0.875,4,7,0,0,78,77,2,3,0.03962703962703963,0.0,0.050000000000000044,3,True,low_support,stable,stable_low_fpr,aggregate_only,736,1022,"(1, -1, 0.05128205128205128, 11)"
passage_retrieval_en,7,4,0.05128205128205128,0.08536585365853659,0.0,0.0,0.7708333333333334,0.78125,4,7,0,0,78,82,18,14,0.03408380237648531,0.0,0.01041666666666663,3,True,low_support,stable,stable_low_fpr,aggregate_only,737,591,"(1, -1, 0.05128205128205128, 11)"
passage_retrieval_zh,1,0,0.08536585365853659,0.05128205128205128,0.0,0.0,0.78125,0.7708333333333334,7,4,0,0,82,78,14,18,0.03408380237648531,0.0,0.01041666666666663,3,True,low_support,stable,stable_low_fpr,aggregate_only,738,592,"(1, -1, 0.05128205128205128, 11)"
passage_retrieval_zh,12,4,0.08641975308641975,0.05128205128205128,0.0,0.0,0.7708333333333334,0.7708333333333334,7,4,0,0,81,78,15,18,0.03513770180436847,0.0,0.0,3,True,low_support,stable,stable_low_fpr,aggregate_only,739,573,"(1, -1, 0.05128205128205128, 11)"
samsum,8,0,0.08536585365853659,0.05128205128205128,0.0,0.0,0.78125,0.7708333333333334,7,4,0,0,82,78,14,18,0.03408380237648531,0.0,0.01041666666666663,3,True,low_support,stable,stable_low_fpr,aggregate_only,740,594,"(1, -1, 0.05128205128205128, 11)"
dureader,9,4,0.07407407407407407,0.05128205128205128,0.0,0.0,0.78125,0.7708333333333334,6,4,0,0,81,78,15,18,0.02279202279202279,0.0,0.01041666666666663,2,True,low_support,stable,stable_low_fpr,aggregate_only,741,590,"(1, -1, 0.05128205128205128, 10)"
samsum,10,3,0.0625,0.05128205128205128,0.0,0.0,0.78125,0.7708333333333334,5,4,0,0,80,78,16,18,0.01121794871794872,0.0,0.01041666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,742,593,"(1, -1, 0.05128205128205128, 9)"
samsum,11,0,0.05128205128205128,0.05263157894736842,0.0,0.0,0.7708333333333334,0.75,4,4,0,0,78,76,18,20,0.0013495276653171379,0.0,0.02083333333333337,0,True,low_support,stable,stable_low_fpr,aggregate_only,743,548,"(1, -1, 0.05128205128205128, 8)"
samsum,5,3,0.05063291139240506,0.05063291139240506,0.0,0.0,0.78125,0.78125,4,4,0,0,79,79,17,17,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,744,604,"(1, -1, 0.05063291139240506, 8)"
passage_retrieval_zh,11,1,0.05,0.08641975308641975,0.0,0.0,0.7916666666666666,0.7708333333333334,4,7,0,0,80,81,16,15,0.036419753086419746,0.0,0.02083333333333326,3,True,low_support,stable,stable_low_fpr,aggregate_only,745,605,"(1, -1, 0.05, 11)"
dureader,30,4,0.05,0.07692307692307693,0.0,0.0,0.7916666666666666,0.75,4,6,0,0,80,78,16,18,0.026923076923076925,0.0,0.04166666666666663,2,True,low_support,stable,stable_low_fpr,aggregate_only,746,570,"(1, -1, 0.05, 10)"
hotpotqa,23,0,0.07228915662650602,0.05,0.0,0.0,0.8020833333333334,0.7916666666666666,6,4,0,0,83,80,13,16,0.022289156626506018,0.0,0.01041666666666674,2,True,low_support,stable,stable_low_fpr,aggregate_only,747,648,"(1, -1, 0.05, 10)"
passage_retrieval_en,31,6,0.05,0.0759493670886076,0.0,0.0,0.7916666666666666,0.7604166666666666,4,6,0,0,80,79,16,17,0.025949367088607594,0.0,0.03125,2,True,low_support,stable,stable_low_fpr,aggregate_only,748,582,"(1, -1, 0.05, 10)"
passage_retrieval_zh,26,1,0.07317073170731707,0.05,0.0,0.0,0.7916666666666666,0.7916666666666666,6,4,0,0,82,80,14,16,0.023170731707317066,0.0,0.0,2,True,low_support,stable,stable_low_fpr,aggregate_only,749,631,"(1, -1, 0.05, 10)"
passage_retrieval_en,12,7,0.06097560975609756,0.05,0.0,0.0,0.8020833333333334,0.7916666666666666,5,4,0,0,82,80,14,16,0.010975609756097557,0.0,0.01041666666666674,1,True,low_support,stable,stable_low_fpr,aggregate_only,750,649,"(1, -1, 0.05, 9)"
dureader,11,2,0.05,0.05063291139240506,0.0,0.0,0.7916666666666666,0.78125,4,4,0,0,80,79,16,17,0.0006329113924050597,0.0,0.01041666666666663,0,True,low_support,stable,stable_low_fpr,aggregate_only,751,617,"(1, -1, 0.05, 8)"
samsum,25,0,0.0975609756097561,0.04938271604938271,0.0,0.0,0.7708333333333334,0.8020833333333334,8,4,0,0,82,81,14,15,0.04817825956037339,0.0,0.03125,4,True,low_support,stable,stable_low_fpr,aggregate_only,752,623,"(1, -1, 0.04938271604938271, 12)"
passage_retrieval_zh,30,4,0.04938271604938271,0.08536585365853659,0.0,0.0,0.8020833333333334,0.78125,4,7,0,0,81,82,15,14,0.03598313760915388,0.0,0.02083333333333337,3,True,low_support,stable,stable_low_fpr,aggregate_only,753,633,"(1, -1, 0.04938271604938271, 11)"
dureader,16,3,0.0759493670886076,0.04938271604938271,0.0,0.0,0.7604166666666666,0.8020833333333334,6,4,0,0,79,81,17,15,0.026566651039224884,0.0,0.04166666666666674,2,True,low_support,stable,stable_low_fpr,aggregate_only,754,606,"(1, -1, 0.04938271604938271, 10)"
passage_retrieval_zh,27,2,0.04938271604938271,0.07228915662650602,0.0,0.0,0.8020833333333334,0.8020833333333334,4,6,0,0,81,83,15,13,0.022906440577123308,0.0,0.0,2,True,low_support,stable,stable_low_fpr,aggregate_only,755,673,"(1, -1, 0.04938271604938271, 10)"
samsum,24,6,0.0759493670886076,0.04938271604938271,0.0,0.0,0.7604166666666666,0.8020833333333334,6,4,0,0,79,81,17,15,0.026566651039224884,0.0,0.04166666666666674,2,True,low_support,stable,stable_low_fpr,aggregate_only,756,607,"(1, -1, 0.04938271604938271, 10)"
samsum,9,3,0.04938271604938271,0.075,0.0,0.0,0.8020833333333334,0.7708333333333334,4,6,0,0,81,80,15,16,0.025617283950617284,0.0,0.03125,2,True,low_support,stable,stable_low_fpr,aggregate_only,757,624,"(1, -1, 0.04938271604938271, 10)"
hotpotqa,1,0,0.04938271604938271,0.060240963855421686,0.0,0.0,0.8020833333333334,0.8125,4,5,0,0,81,83,15,13,0.010858247806038973,0.0,0.01041666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,758,690,"(1, -1, 0.04938271604938271, 9)"
dureader,1,5,0.04938271604938271,0.05,0.0,0.0,0.8020833333333334,0.7916666666666666,4,4,0,0,81,80,15,16,0.0006172839506172895,0.0,0.01041666666666674,0,True,low_support,stable,stable_low_fpr,aggregate_only,759,650,"(1, -1, 0.04938271604938271, 8)"
passage_retrieval_en,1,0,0.09876543209876543,0.04878048780487805,0.0,0.0,0.7604166666666666,0.8125,8,4,0,0,81,82,15,14,0.049984944293887376,0.0,0.05208333333333337,4,True,low_support,stable,stable_low_fpr,aggregate_only,760,619,"(1, -1, 0.04878048780487805, 12)"
passage_retrieval_zh,12,7,0.09876543209876543,0.04878048780487805,0.0,0.0,0.7604166666666666,0.8125,8,4,0,0,81,82,15,14,0.049984944293887376,0.0,0.05208333333333337,4,True,low_support,stable,stable_low_fpr,aggregate_only,761,620,"(1, -1, 0.04878048780487805, 12)"
hotpotqa,5,0,0.0875,0.04878048780487805,0.0,0.0,0.7604166666666666,0.8125,7,4,0,0,80,82,16,14,0.038719512195121944,0.0,0.05208333333333337,3,True,low_support,stable,stable_low_fpr,aggregate_only,762,618,"(1, -1, 0.04878048780487805, 11)"
dureader,7,5,0.04878048780487805,0.075,0.0,0.0,0.8125,0.7708333333333334,4,6,0,0,82,80,14,16,0.026219512195121947,0.0,0.04166666666666663,2,True,low_support,stable,stable_low_fpr,aggregate_only,763,634,"(1, -1, 0.04878048780487805, 10)"
passage_retrieval_en,8,3,0.07317073170731707,0.04878048780487805,0.0,0.0,0.7916666666666666,0.8125,6,4,0,0,82,82,14,14,0.02439024390243902,0.0,0.02083333333333337,2,True,low_support,stable,stable_low_fpr,aggregate_only,764,669,"(1, -1, 0.04878048780487805, 10)"
samsum,12,4,0.04878048780487805,0.07317073170731707,0.0,0.0,0.8125,0.7916666666666666,4,6,0,0,82,82,14,14,0.02439024390243902,0.0,0.02083333333333337,2,True,low_support,stable,stable_low_fpr,aggregate_only,765,670,"(1, -1, 0.04878048780487805, 10)"
dureader,26,1,0.04878048780487805,0.05952380952380952,0.0,0.0,0.8125,0.8229166666666666,4,5,0,0,82,84,14,12,0.01074332171893147,0.0,0.01041666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,766,717,"(1, -1, 0.04878048780487805, 9)"
samsum,26,2,0.06097560975609756,0.04878048780487805,0.0,0.0,0.8020833333333334,0.8125,5,4,0,0,82,82,14,14,0.01219512195121951,0.0,0.01041666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,767,691,"(1, -1, 0.04878048780487805, 9)"
passage_retrieval_en,7,5,0.04878048780487805,0.05,0.0,0.0,0.8125,0.7916666666666666,4,4,0,0,82,80,14,16,0.0012195121951219523,0.0,0.02083333333333337,0,True,low_support,stable,stable_low_fpr,aggregate_only,768,668,"(1, -1, 0.04878048780487805, 8)"
passage_retrieval_zh,30,1,0.0975609756097561,0.04819277108433735,0.0,0.0,0.7708333333333334,0.8229166666666666,8,4,0,0,82,83,14,13,0.04936820452541875,0.0,0.05208333333333326,4,True,low_support,stable,stable_low_fpr,aggregate_only,769,652,"(1, -1, 0.04819277108433735, 12)"
passage_retrieval_zh,8,5,0.09090909090909091,0.04819277108433735,0.0,0.0,0.8333333333333334,0.8229166666666666,8,4,0,0,88,83,8,13,0.04271631982475356,0.0,0.01041666666666674,4,True,low_support,stable,stable_low_fpr,aggregate_only,770,759,"(1, -1, 0.04819277108433735, 12)"
dureader,7,1,0.08433734939759036,0.04819277108433735,0.0,0.0,0.7916666666666666,0.8229166666666666,7,4,0,0,83,83,13,13,0.036144578313253004,0.0,0.03125,3,True,low_support,stable,stable_low_fpr,aggregate_only,771,683,"(1, -1, 0.04819277108433735, 11)"
dureader,15,7,0.075,0.04819277108433735,0.0,0.0,0.7708333333333334,0.8229166666666666,6,4,0,0,80,83,16,13,0.026807228915662645,0.0,0.05208333333333326,2,True,low_support,stable,stable_low_fpr,aggregate_only,772,651,"(1, -1, 0.04819277108433735, 10)"
samsum,8,5,0.07058823529411765,0.04819277108433735,0.0,0.0,0.8229166666666666,0.8229166666666666,6,4,0,0,85,83,11,13,0.022395464209780294,0.0,0.0,2,True,low_support,stable,stable_low_fpr,aggregate_only,773,732,"(1, -1, 0.04819277108433735, 10)"
hotpotqa,5,3,0.0625,0.04819277108433735,0.0,0.0,0.78125,0.8229166666666666,5,4,0,0,80,83,16,13,0.014307228915662648,0.0,0.04166666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,774,671,"(1, -1, 0.04819277108433735, 9)"
passage_retrieval_zh,16,7,0.04819277108433735,0.06097560975609756,0.0,0.0,0.8229166666666666,0.8020833333333334,4,5,0,0,83,82,13,14,0.012782838671760208,0.0,0.02083333333333326,1,True,low_support,stable,stable_low_fpr,aggregate_only,775,698,"(1, -1, 0.04819277108433735, 9)"
passage_retrieval_zh,27,3,0.060240963855421686,0.04819277108433735,0.0,0.0,0.8125,0.8229166666666666,5,4,0,0,83,83,13,13,0.012048192771084335,0.0,0.01041666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,776,718,"(1, -1, 0.04819277108433735, 9)"
samsum,6,4,0.05952380952380952,0.04819277108433735,0.0,0.0,0.8229166666666666,0.8229166666666666,5,4,0,0,84,83,12,13,0.011331038439472169,0.0,0.0,1,True,low_support,stable,stable_low_fpr,aggregate_only,777,731,"(1, -1, 0.04819277108433735, 9)"
dureader,4,4,0.047619047619047616,0.07228915662650602,0.0,0.0,0.8333333333333334,0.8020833333333334,4,6,0,0,84,83,12,13,0.024670109007458405,0.0,0.03125,2,True,low_support,stable,stable_low_fpr,aggregate_only,778,724,"(1, -1, 0.047619047619047616, 10)"
hotpotqa,11,2,0.06097560975609756,0.047619047619047616,0.0,0.0,0.8020833333333334,0.8333333333333334,5,4,0,0,82,84,14,12,0.013356562137049943,0.0,0.03125,1,True,low_support,stable,stable_low_fpr,aggregate_only,779,725,"(1, -1, 0.047619047619047616, 9)"
passage_retrieval_en,23,7,0.04819277108433735,0.047619047619047616,0.0,0.0,0.8229166666666666,0.8333333333333334,4,4,0,0,83,84,13,12,0.0005737234652897355,0.0,0.01041666666666674,0,True,low_support,stable,stable_low_fpr,aggregate_only,780,760,"(1, -1, 0.047619047619047616, 8)"
gsm8k,4,0,0.046875,0.09230769230769231,0.0,0.0,0.7625,0.7375,3,6,0,0,64,65,16,15,0.04543269230769231,0.0,0.02499999999999991,3,True,low_support,stable,stable_low_fpr,aggregate_only,781,526,"(1, -1, 0.046875, 9)"
hotpotqa,12,3,0.046511627906976744,0.06976744186046512,0.0,0.0,0.8541666666666666,0.8333333333333334,4,6,0,0,86,86,10,10,0.023255813953488372,0.0,0.02083333333333326,2,True,low_support,stable,stable_low_fpr,aggregate_only,782,840,"(1, -1, 0.046511627906976744, 10)"
passage_retrieval_zh,7,1,0.06976744186046512,0.046511627906976744,0.0,0.0,0.8333333333333334,0.8541666666666666,6,4,0,0,86,86,10,10,0.023255813953488372,0.0,0.02083333333333326,2,True,low_support,stable,stable_low_fpr,aggregate_only,783,841,"(1, -1, 0.046511627906976744, 10)"
samsum,9,2,0.046511627906976744,0.046511627906976744,0.0,0.0,0.8541666666666666,0.8541666666666666,4,4,0,0,86,86,10,10,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,784,887,"(1, -1, 0.046511627906976744, 8)"
gsm8k,4,1,0.07575757575757576,0.046153846153846156,0.0,0.0,0.7625,0.775,5,3,0,0,66,65,14,15,0.029603729603729603,0.0,0.012500000000000067,2,True,low_support,stable,stable_low_fpr,aggregate_only,785,563,"(1, -1, 0.046153846153846156, 8)"
gsm8k,3,7,0.045454545454545456,0.05714285714285714,0.0,0.0,0.7875,0.825,3,4,0,0,66,70,14,10,0.011688311688311685,0.0,0.03749999999999998,1,True,low_support,stable,stable_low_fpr,aggregate_only,786,674,"(1, -1, 0.045454545454545456, 7)"
gsm8k,2,7,0.04477611940298507,0.07692307692307693,0.0,0.0,0.8,0.75,3,5,0,0,67,65,13,15,0.032146957520091855,0.0,0.050000000000000044,2,True,low_support,stable,stable_low_fpr,aggregate_only,787,579,"(1, -1, 0.04477611940298507, 8)"
gsm8k,24,6,0.06153846153846154,0.04477611940298507,0.0,0.0,0.7625,0.8,4,3,0,0,65,67,15,13,0.01676234213547647,0.0,0.03750000000000009,1,True,low_support,stable,stable_low_fpr,aggregate_only,788,608,"(1, -1, 0.04477611940298507, 7)"
gsm8k,9,6,0.05970149253731343,0.04477611940298507,0.0,0.0,0.7875,0.8,4,3,0,0,67,67,13,13,0.01492537313432836,0.0,0.012500000000000067,1,True,low_support,stable,stable_low_fpr,aggregate_only,789,638,"(1, -1, 0.04477611940298507, 7)"
gsm8k,13,7,0.04411764705882353,0.057971014492753624,0.0,0.0,0.8125,0.8125,3,4,0,0,68,69,12,11,0.013853367433930092,0.0,0.0,1,True,low_support,stable,stable_low_fpr,aggregate_only,790,699,"(1, -1, 0.04411764705882353, 7)"
gsm8k,17,6,0.04411764705882353,0.058823529411764705,0.0,0.0,0.8125,0.8,3,4,0,0,68,68,12,12,0.014705882352941173,0.0,0.012499999999999956,1,True,low_support,stable,stable_low_fpr,aggregate_only,791,680,"(1, -1, 0.04411764705882353, 7)"
gsm8k,20,6,0.04477611940298507,0.04411764705882353,0.0,0.0,0.8,0.8125,3,3,0,0,67,68,13,12,0.0006584723441615398,0.0,0.012499999999999956,0,True,low_support,stable,stable_low_fpr,aggregate_only,792,681,"(1, -1, 0.04411764705882353, 6)"
gsm8k,31,2,0.04411764705882353,0.04411764705882353,0.0,0.0,0.8125,0.8125,3,3,0,0,68,68,12,12,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,793,700,"(1, -1, 0.04411764705882353, 6)"
gsm8k,19,2,0.07352941176470588,0.043478260869565216,0.0,0.0,0.7875,0.825,5,3,0,0,68,69,12,11,0.03005115089514067,0.0,0.03749999999999998,2,True,low_support,stable,stable_low_fpr,aggregate_only,794,675,"(1, -1, 0.043478260869565216, 8)"
gsm8k,20,3,0.043478260869565216,0.07246376811594203,0.0,0.0,0.825,0.8,3,5,0,0,69,69,11,11,0.028985507246376815,0.0,0.02499999999999991,2,True,low_support,stable,stable_low_fpr,aggregate_only,795,701,"(1, -1, 0.043478260869565216, 8)"
gsm8k,22,1,0.043478260869565216,0.05714285714285714,0.0,0.0,0.825,0.825,3,4,0,0,69,70,11,10,0.013664596273291925,0.0,0.0,1,True,low_support,stable,stable_low_fpr,aggregate_only,796,747,"(1, -1, 0.043478260869565216, 7)"
gsm8k,4,5,0.05970149253731343,0.043478260869565216,0.0,0.0,0.7875,0.825,4,3,0,0,67,69,13,11,0.016223231667748216,0.0,0.03749999999999998,1,True,low_support,stable,stable_low_fpr,aggregate_only,797,676,"(1, -1, 0.043478260869565216, 7)"
gsm8k,17,5,0.07352941176470588,0.04285714285714286,0.0,0.0,0.7875,0.8375,5,3,0,0,68,70,12,10,0.030672268907563027,0.0,0.050000000000000044,2,True,low_support,stable,stable_low_fpr,aggregate_only,798,702,"(1, -1, 0.04285714285714286, 8)"
gsm8k,16,3,0.04285714285714286,0.057971014492753624,0.0,0.0,0.8375,0.8125,3,4,0,0,70,69,10,11,0.015113871635610766,0.0,0.025000000000000022,1,True,low_support,stable,stable_low_fpr,aggregate_only,799,748,"(1, -1, 0.04285714285714286, 7)"
gsm8k,18,5,0.04285714285714286,0.057971014492753624,0.0,0.0,0.8375,0.8125,3,4,0,0,70,69,10,11,0.015113871635610766,0.0,0.025000000000000022,1,True,low_support,stable,stable_low_fpr,aggregate_only,800,749,"(1, -1, 0.04285714285714286, 7)"
gsm8k,7,1,0.057971014492753624,0.04285714285714286,0.0,0.0,0.8125,0.8375,4,3,0,0,69,70,11,10,0.015113871635610766,0.0,0.025000000000000022,1,True,low_support,stable,stable_low_fpr,aggregate_only,801,750,"(1, -1, 0.04285714285714286, 7)"
gsm8k,8,3,0.05714285714285714,0.04285714285714286,0.0,0.0,0.825,0.8375,4,3,0,0,70,70,10,10,0.014285714285714284,0.0,0.012500000000000067,1,True,low_support,stable,stable_low_fpr,aggregate_only,802,783,"(1, -1, 0.04285714285714286, 7)"
gsm8k,11,5,0.04285714285714286,0.04285714285714286,0.0,0.0,0.8375,0.8375,3,3,0,0,70,70,10,10,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,803,816,"(1, -1, 0.04285714285714286, 6)"
gsm8k,29,0,0.046153846153846156,0.04285714285714286,0.0,0.0,0.775,0.8375,3,3,0,0,65,70,15,10,0.003296703296703299,0.0,0.0625,0,True,low_support,stable,stable_low_fpr,aggregate_only,804,682,"(1, -1, 0.04285714285714286, 6)"
passage_retrieval_zh,0,5,0.042105263157894736,0.042105263157894736,0.0,0.0,0.9479166666666666,0.9479166666666666,4,4,0,0,95,95,1,1,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,805,1025,"(1, -1, 0.042105263157894736, 8)"
gsm8k,9,2,0.041666666666666664,0.05714285714285714,0.0,0.0,0.8625,0.825,3,4,0,0,72,70,8,10,0.015476190476190477,0.0,0.03750000000000009,1,True,low_support,stable,stable_low_fpr,aggregate_only,806,842,"(1, -1, 0.041666666666666664, 7)"
samsum,19,2,0.04,0.08974358974358974,0.047619047619047616,0.0,0.7604166666666666,0.7395833333333334,3,7,1,0,75,78,21,18,0.04974358974358974,0.047619047619047616,0.02083333333333326,4,True,low_support,stable,stable_low_fpr,aggregate_only,807,1113,"(1, -1, 0.04, 10)"
hotpotqa,2,1,0.04,0.04938271604938271,0.0,0.0,0.75,0.8020833333333334,3,4,0,0,75,81,21,15,0.009382716049382712,0.0,0.05208333333333337,1,True,low_support,stable,stable_low_fpr,aggregate_only,808,595,"(1, -1, 0.04, 7)"
dureader,29,7,0.03896103896103896,0.07317073170731707,0.0,0.0,0.7708333333333334,0.7916666666666666,3,6,0,0,77,82,19,14,0.03420969274627811,0.0,0.02083333333333326,3,True,low_support,stable,stable_low_fpr,aggregate_only,809,609,"(1, -1, 0.03896103896103896, 9)"
samsum,2,7,0.038461538461538464,0.0625,0.0,0.0,0.78125,0.78125,3,5,0,0,78,80,18,16,0.024038461538461536,0.0,0.0,2,True,low_support,stable,stable_low_fpr,aggregate_only,810,610,"(1, -1, 0.038461538461538464, 8)"
dureader,10,7,0.0379746835443038,0.05952380952380952,0.0,0.0,0.7916666666666666,0.8229166666666666,3,5,0,0,79,84,17,12,0.021549125979505722,0.0,0.03125,2,True,low_support,stable,stable_low_fpr,aggregate_only,811,684,"(1, -1, 0.0379746835443038, 8)"
samsum,7,5,0.06172839506172839,0.0375,0.0,0.0,0.7916666666666666,0.8020833333333334,5,3,0,0,81,80,15,16,0.024228395061728393,0.0,0.01041666666666674,2,True,low_support,stable,stable_low_fpr,aggregate_only,812,654,"(1, -1, 0.0375, 8)"
hotpotqa,18,2,0.0375,0.05063291139240506,0.0,0.0,0.8020833333333334,0.78125,3,4,0,0,80,79,16,17,0.013132911392405064,0.0,0.02083333333333337,1,True,low_support,stable,stable_low_fpr,aggregate_only,813,635,"(1, -1, 0.0375, 7)"
hotpotqa,28,6,0.0375,0.0379746835443038,0.0,0.0,0.8020833333333334,0.7916666666666666,3,3,0,0,80,79,16,17,0.0004746835443038,0.0,0.01041666666666674,0,True,low_support,stable,stable_low_fpr,aggregate_only,814,653,"(1, -1, 0.0375, 6)"
hotpotqa,16,7,0.06097560975609756,0.037037037037037035,0.0,0.0,0.8020833333333334,0.8125,5,3,0,0,82,81,14,15,0.023938572719060525,0.0,0.01041666666666663,2,True,low_support,stable,stable_low_fpr,aggregate_only,815,692,"(1, -1, 0.037037037037037035, 8)"
hotpotqa,20,4,0.037037037037037035,0.05,0.0,0.0,0.8125,0.7916666666666666,3,4,0,0,81,80,15,16,0.012962962962962968,0.0,0.02083333333333337,1,True,low_support,stable,stable_low_fpr,aggregate_only,816,672,"(1, -1, 0.037037037037037035, 7)"
hotpotqa,9,4,0.04878048780487805,0.037037037037037035,0.0,0.0,0.8125,0.8125,4,3,0,0,82,81,14,15,0.011743450767841015,0.0,0.0,1,True,low_support,stable,stable_low_fpr,aggregate_only,817,703,"(1, -1, 0.037037037037037035, 7)"
samsum,31,6,0.037037037037037035,0.04878048780487805,0.0,0.0,0.8125,0.8125,3,4,0,0,81,82,15,14,0.011743450767841015,0.0,0.0,1,True,low_support,stable,stable_low_fpr,aggregate_only,818,704,"(1, -1, 0.037037037037037035, 7)"
samsum,1,0,0.0375,0.037037037037037035,0.0,0.0,0.8020833333333334,0.8125,3,3,0,0,80,81,16,15,0.00046296296296296363,0.0,0.01041666666666663,0,True,low_support,stable,stable_low_fpr,aggregate_only,819,693,"(1, -1, 0.037037037037037035, 6)"
passage_retrieval_en,11,6,0.036585365853658534,0.08641975308641975,0.0,0.0,0.8229166666666666,0.7708333333333334,3,7,0,0,82,81,14,15,0.049834387232761214,0.0,0.05208333333333326,4,True,low_support,stable,stable_low_fpr,aggregate_only,820,656,"(1, -1, 0.036585365853658534, 10)"
dureader,30,1,0.036585365853658534,0.075,0.0,0.0,0.8229166666666666,0.7708333333333334,3,6,0,0,82,80,14,16,0.03841463414634146,0.0,0.05208333333333326,3,True,low_support,stable,stable_low_fpr,aggregate_only,821,655,"(1, -1, 0.036585365853658534, 9)"
passage_retrieval_zh,10,0,0.060240963855421686,0.036585365853658534,0.0,0.0,0.8125,0.8229166666666666,5,3,0,0,83,82,13,14,0.023655598001763152,0.0,0.01041666666666663,2,True,low_support,stable,stable_low_fpr,aggregate_only,822,720,"(1, -1, 0.036585365853658534, 8)"
passage_retrieval_zh,18,2,0.05128205128205128,0.036585365853658534,0.0,0.0,0.7708333333333334,0.8229166666666666,4,3,0,0,78,82,18,14,0.014696685428392746,0.0,0.05208333333333326,1,True,low_support,stable,stable_low_fpr,aggregate_only,823,657,"(1, -1, 0.036585365853658534, 7)"
dureader,5,3,0.036585365853658534,0.037037037037037035,0.0,0.0,0.8229166666666666,0.8125,3,3,0,0,82,81,14,15,0.0004516711833785006,0.0,0.01041666666666663,0,True,low_support,stable,stable_low_fpr,aggregate_only,824,719,"(1, -1, 0.036585365853658534, 6)"
hotpotqa,16,3,0.0375,0.036585365853658534,0.0,0.0,0.8020833333333334,0.8229166666666666,3,3,0,0,80,82,16,14,0.0009146341463414642,0.0,0.02083333333333326,0,True,low_support,stable,stable_low_fpr,aggregate_only,825,705,"(1, -1, 0.036585365853658534, 6)"
