task,layer,kv_head,v100_fnr,gpu4090_fnr,v100_fpr,gpu4090_fpr,v100_accepted_fraction,gpu4090_accepted_fraction,v100_fn_count,gpu4090_fn_count,v100_fp_count,gpu4090_fp_count,v100_positive_support,gpu4090_positive_support,v100_negative_support,gpu4090_negative_support,fnr_abs_diff,fpr_abs_diff,accepted_fraction_abs_diff,fn_count_abs_diff,cross_hardware_consistent,support_label,fnr_stability_label,label,readiness,high_fnr_rank,low_risk_rank,rank_score
samsum,1,4,0.036585365853658534,0.036585365853658534,0.0,0.0,0.8229166666666666,0.8229166666666666,3,3,0,0,82,82,14,14,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,826,733,"(1, -1, 0.036585365853658534, 6)"
passage_retrieval_en,2,7,0.03614457831325301,0.07407407407407407,0.0,0.0,0.8333333333333334,0.78125,3,6,0,0,83,81,13,15,0.03792949576082106,0.0,0.05208333333333337,3,True,low_support,stable,stable_low_fpr,aggregate_only,827,694,"(1, -1, 0.03614457831325301, 9)"
dureader,29,1,0.04819277108433735,0.03614457831325301,0.0,0.0,0.8229166666666666,0.8333333333333334,4,3,0,0,83,83,13,13,0.012048192771084341,0.0,0.01041666666666674,1,True,low_support,stable,stable_low_fpr,aggregate_only,828,761,"(1, -1, 0.03614457831325301, 7)"
hotpotqa,7,6,0.047619047619047616,0.03614457831325301,0.0,0.0,0.8333333333333334,0.8333333333333334,4,3,0,0,84,83,12,13,0.011474469305794606,0.0,0.0,1,True,low_support,stable,stable_low_fpr,aggregate_only,829,803,"(1, -1, 0.03614457831325301, 7)"
hotpotqa,8,3,0.03614457831325301,0.04819277108433735,0.0,0.0,0.8333333333333334,0.8229166666666666,3,4,0,0,83,83,13,13,0.012048192771084341,0.0,0.01041666666666674,1,True,low_support,stable,stable_low_fpr,aggregate_only,830,763,"(1, -1, 0.03614457831325301, 7)"
passage_retrieval_en,11,2,0.03614457831325301,0.04878048780487805,0.0,0.0,0.8333333333333334,0.8125,3,4,0,0,83,82,13,14,0.01263590949162504,0.0,0.02083333333333337,1,True,low_support,stable,stable_low_fpr,aggregate_only,831,738,"(1, -1, 0.03614457831325301, 7)"
passage_retrieval_zh,6,4,0.03614457831325301,0.04819277108433735,0.0,0.0,0.8333333333333334,0.8229166666666666,3,4,0,0,83,83,13,13,0.012048192771084341,0.0,0.01041666666666674,1,True,low_support,stable,stable_low_fpr,aggregate_only,832,764,"(1, -1, 0.03614457831325301, 7)"
passage_retrieval_zh,7,5,0.04878048780487805,0.03614457831325301,0.0,0.0,0.8125,0.8333333333333334,4,3,0,0,82,83,14,13,0.01263590949162504,0.0,0.02083333333333337,1,True,low_support,stable,stable_low_fpr,aggregate_only,833,739,"(1, -1, 0.03614457831325301, 7)"
samsum,5,7,0.04878048780487805,0.03614457831325301,0.0,0.0,0.8125,0.8333333333333334,4,3,0,0,82,83,14,13,0.01263590949162504,0.0,0.02083333333333337,1,True,low_support,stable,stable_low_fpr,aggregate_only,834,740,"(1, -1, 0.03614457831325301, 7)"
hotpotqa,23,7,0.03614457831325301,0.036585365853658534,0.0,0.0,0.8333333333333334,0.8229166666666666,3,3,0,0,83,82,13,14,0.0004407875404055239,0.0,0.01041666666666674,0,True,low_support,stable,stable_low_fpr,aggregate_only,835,762,"(1, -1, 0.03614457831325301, 6)"
passage_retrieval_en,6,3,0.03614457831325301,0.03614457831325301,0.0,0.0,0.8333333333333334,0.8333333333333334,3,3,0,0,83,83,13,13,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,836,804,"(1, -1, 0.03614457831325301, 6)"
samsum,23,0,0.03614457831325301,0.03614457831325301,0.0,0.0,0.8333333333333334,0.8333333333333334,3,3,0,0,83,83,13,13,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,837,805,"(1, -1, 0.03614457831325301, 6)"
passage_retrieval_en,5,6,0.03571428571428571,0.08433734939759036,0.0,0.0,0.84375,0.7916666666666666,3,7,0,0,84,83,12,13,0.04862306368330464,0.0,0.05208333333333337,4,True,low_support,stable,stable_low_fpr,aggregate_only,838,721,"(1, -1, 0.03571428571428571, 10)"
passage_retrieval_zh,7,0,0.03571428571428571,0.07142857142857142,0.0,0.0,0.84375,0.8125,3,6,0,0,84,84,12,12,0.03571428571428571,0.0,0.03125,3,True,low_support,stable,stable_low_fpr,aggregate_only,839,766,"(1, -1, 0.03571428571428571, 9)"
dureader,24,3,0.060240963855421686,0.03571428571428571,0.0,0.0,0.8125,0.84375,5,3,0,0,83,84,13,12,0.024526678141135974,0.0,0.03125,2,True,low_support,stable,stable_low_fpr,aggregate_only,840,765,"(1, -1, 0.03571428571428571, 8)"
samsum,29,7,0.060240963855421686,0.03571428571428571,0.0,0.0,0.8125,0.84375,5,3,0,0,83,84,13,12,0.024526678141135974,0.0,0.03125,2,True,low_support,stable,stable_low_fpr,aggregate_only,841,767,"(1, -1, 0.03571428571428571, 8)"
samsum,6,3,0.03571428571428571,0.047619047619047616,0.0,0.0,0.84375,0.8333333333333334,3,4,0,0,84,84,12,12,0.011904761904761904,0.0,0.01041666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,842,830,"(1, -1, 0.03571428571428571, 7)"
samsum,11,4,0.03529411764705882,0.03529411764705882,0.0,0.0,0.8541666666666666,0.8541666666666666,3,3,0,0,85,85,11,11,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,843,888,"(1, -1, 0.03529411764705882, 6)"
passage_retrieval_en,0,6,0.06741573033707865,0.03333333333333333,0.0,0.0,0.8645833333333334,0.90625,6,3,0,0,89,90,7,6,0.03408239700374532,0.0,0.04166666666666663,3,True,low_support,stable,stable_low_fpr,aggregate_only,844,1020,"(1, -1, 0.03333333333333333, 9)"
gsm8k,7,2,0.030303030303030304,0.07352941176470588,0.0,0.0,0.8,0.7875,2,5,0,0,66,68,14,12,0.04322638146167558,0.0,0.012500000000000067,3,True,low_support,stable,stable_low_fpr,aggregate_only,845,640,"(1, -1, 0.030303030303030304, 7)"
gsm8k,11,2,0.030303030303030304,0.03076923076923077,0.0,0.0,0.8,0.7875,2,2,0,0,66,65,14,15,0.00046620046620046707,0.0,0.012500000000000067,0,True,low_support,stable,stable_low_fpr,aggregate_only,846,639,"(1, -1, 0.030303030303030304, 4)"
gsm8k,25,6,0.029850746268656716,0.07352941176470588,0.0,0.0,0.8125,0.7875,2,5,0,0,67,68,13,12,0.043678665496049165,0.0,0.025000000000000022,3,True,low_support,stable,stable_low_fpr,aggregate_only,847,661,"(1, -1, 0.029850746268656716, 7)"
gsm8k,31,4,0.07352941176470588,0.029850746268656716,0.0,0.0,0.7875,0.8125,5,2,0,0,68,67,12,13,0.043678665496049165,0.0,0.025000000000000022,3,True,low_support,stable,stable_low_fpr,aggregate_only,848,662,"(1, -1, 0.029850746268656716, 7)"
gsm8k,22,6,0.043478260869565216,0.029850746268656716,0.0,0.0,0.825,0.8125,3,2,0,0,69,67,11,13,0.0136275146009085,0.0,0.012499999999999956,1,True,low_support,stable,stable_low_fpr,aggregate_only,849,726,"(1, -1, 0.029850746268656716, 5)"
gsm8k,24,2,0.029850746268656716,0.045454545454545456,0.0,0.0,0.8125,0.7875,2,3,0,0,67,66,13,14,0.01560379918588874,0.0,0.025000000000000022,1,True,low_support,stable,stable_low_fpr,aggregate_only,850,660,"(1, -1, 0.029850746268656716, 5)"
gsm8k,30,5,0.031746031746031744,0.029850746268656716,0.0,0.0,0.7625,0.8125,2,2,0,0,63,67,17,13,0.0018952854773750284,0.0,0.050000000000000044,0,True,low_support,stable,stable_low_fpr,aggregate_only,851,626,"(1, -1, 0.029850746268656716, 4)"
gsm8k,20,0,0.029411764705882353,0.07352941176470588,0.0,0.0,0.825,0.7875,2,5,0,0,68,68,12,12,0.04411764705882353,0.0,0.03749999999999998,3,True,low_support,stable,stable_low_fpr,aggregate_only,852,677,"(1, -1, 0.029411764705882353, 7)"
gsm8k,22,5,0.07352941176470588,0.029411764705882353,0.0,0.0,0.7875,0.825,5,2,0,0,68,68,12,12,0.04411764705882353,0.0,0.03749999999999998,3,True,low_support,stable,stable_low_fpr,aggregate_only,853,678,"(1, -1, 0.029411764705882353, 7)"
gsm8k,10,3,0.058823529411764705,0.029411764705882353,0.0,0.0,0.8,0.825,4,2,0,0,68,68,12,12,0.029411764705882353,0.0,0.02499999999999991,2,True,low_support,stable,stable_low_fpr,aggregate_only,854,706,"(1, -1, 0.029411764705882353, 6)"
gsm8k,18,6,0.029411764705882353,0.057971014492753624,0.0,0.0,0.825,0.8125,2,4,0,0,68,69,12,11,0.02855924978687127,0.0,0.012499999999999956,2,True,low_support,stable,stable_low_fpr,aggregate_only,855,727,"(1, -1, 0.029411764705882353, 6)"
gsm8k,12,4,0.029411764705882353,0.043478260869565216,0.0,0.0,0.825,0.825,2,3,0,0,68,69,12,11,0.014066496163682864,0.0,0.0,1,True,low_support,stable,stable_low_fpr,aggregate_only,856,751,"(1, -1, 0.029411764705882353, 5)"
gsm8k,6,0,0.028985507246376812,0.07246376811594203,0.0,0.0,0.8375,0.8,2,5,0,0,69,69,11,11,0.043478260869565216,0.0,0.03749999999999998,3,True,low_support,stable,stable_low_fpr,aggregate_only,857,729,"(1, -1, 0.028985507246376812, 7)"
gsm8k,17,7,0.057971014492753624,0.028985507246376812,0.0,0.0,0.8125,0.8375,4,2,0,0,69,69,11,11,0.028985507246376812,0.0,0.025000000000000022,2,True,low_support,stable,stable_low_fpr,aggregate_only,858,752,"(1, -1, 0.028985507246376812, 6)"
gsm8k,13,6,0.04285714285714286,0.028985507246376812,0.0,0.0,0.8375,0.8375,3,2,0,0,70,69,10,11,0.013871635610766046,0.0,0.0,1,True,low_support,stable,stable_low_fpr,aggregate_only,859,817,"(1, -1, 0.028985507246376812, 5)"
gsm8k,5,0,0.04411764705882353,0.028985507246376812,0.0,0.0,0.8125,0.8375,3,2,0,0,68,69,12,11,0.01513213981244672,0.0,0.025000000000000022,1,True,low_support,stable,stable_low_fpr,aggregate_only,860,754,"(1, -1, 0.028985507246376812, 5)"
gsm8k,9,4,0.043478260869565216,0.028985507246376812,0.0,0.0,0.825,0.8375,3,2,0,0,69,69,11,11,0.014492753623188404,0.0,0.012500000000000067,1,True,low_support,stable,stable_low_fpr,aggregate_only,861,784,"(1, -1, 0.028985507246376812, 5)"
gsm8k,2,1,0.029850746268656716,0.028985507246376812,0.0,0.0,0.8125,0.8375,2,2,0,0,67,69,13,11,0.0008652390222799039,0.0,0.025000000000000022,0,True,low_support,stable,stable_low_fpr,aggregate_only,862,753,"(1, -1, 0.028985507246376812, 4)"
gsm8k,10,1,0.02857142857142857,0.057971014492753624,0.0,0.0,0.85,0.8125,2,4,0,0,70,69,10,11,0.029399585921325053,0.0,0.03749999999999998,2,True,low_support,stable,stable_low_fpr,aggregate_only,863,785,"(1, -1, 0.02857142857142857, 6)"
gsm8k,17,0,0.058823529411764705,0.02857142857142857,0.0,0.0,0.8,0.85,4,2,0,0,68,70,12,10,0.030252100840336135,0.0,0.04999999999999993,2,True,low_support,stable,stable_low_fpr,aggregate_only,864,755,"(1, -1, 0.02857142857142857, 6)"
gsm8k,10,7,0.04285714285714286,0.02857142857142857,0.0,0.0,0.8375,0.85,3,2,0,0,70,70,10,10,0.014285714285714287,0.0,0.012499999999999956,1,True,low_support,stable,stable_low_fpr,aggregate_only,865,843,"(1, -1, 0.02857142857142857, 5)"
gsm8k,17,1,0.02857142857142857,0.043478260869565216,0.0,0.0,0.85,0.825,2,3,0,0,70,69,10,11,0.014906832298136646,0.0,0.025000000000000022,1,True,low_support,stable,stable_low_fpr,aggregate_only,866,810,"(1, -1, 0.02857142857142857, 5)"
gsm8k,28,1,0.02857142857142857,0.04477611940298507,0.0,0.0,0.85,0.8,2,3,0,0,70,67,10,13,0.0162046908315565,0.0,0.04999999999999993,1,True,low_support,stable,stable_low_fpr,aggregate_only,867,756,"(1, -1, 0.02857142857142857, 5)"
gsm8k,19,7,0.02857142857142857,0.02857142857142857,0.0,0.0,0.85,0.85,2,2,0,0,70,70,10,10,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,868,882,"(1, -1, 0.02857142857142857, 4)"
gsm8k,30,4,0.029411764705882353,0.02857142857142857,0.0,0.0,0.825,0.85,2,2,0,0,68,70,12,10,0.000840336134453782,0.0,0.025000000000000022,0,True,low_support,stable,stable_low_fpr,aggregate_only,869,811,"(1, -1, 0.02857142857142857, 4)"
gsm8k,12,0,0.028169014084507043,0.041666666666666664,0.0,0.0,0.8625,0.8625,2,3,0,0,71,72,9,8,0.013497652582159621,0.0,0.0,1,True,low_support,stable,stable_low_fpr,aggregate_only,870,929,"(1, -1, 0.028169014084507043, 5)"
samsum,16,7,0.02564102564102564,0.036585365853658534,0.0,0.0,0.7916666666666666,0.8229166666666666,2,3,0,0,78,82,18,14,0.010944340212632894,0.0,0.03125,1,True,low_support,stable,stable_low_fpr,aggregate_only,871,685,"(1, -1, 0.02564102564102564, 5)"
gsm8k,0,7,0.02564102564102564,0.02564102564102564,0.0,0.0,0.95,0.95,2,2,0,0,78,78,2,2,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,872,1026,"(1, -1, 0.02564102564102564, 4)"
gsm8k,15,1,0.02531645569620253,0.02531645569620253,0.0,0.0,0.9625,0.9625,2,2,0,0,79,79,1,1,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,873,1028,"(1, -1, 0.02531645569620253, 4)"
dureader,12,4,0.02531645569620253,0.025,0.0,0.0,0.8020833333333334,0.8125,2,2,0,0,79,80,17,16,0.00031645569620252986,0.0,0.01041666666666663,0,True,low_support,stable,stable_low_fpr,aggregate_only,874,695,"(1, -1, 0.025, 4)"
hotpotqa,12,7,0.025,0.025,0.0,0.0,0.8125,0.8125,2,2,0,0,80,80,16,16,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,875,707,"(1, -1, 0.025, 4)"
passage_retrieval_en,12,4,0.024691358024691357,0.06097560975609756,0.0,0.0,0.8229166666666666,0.8020833333333334,2,5,0,0,81,82,15,14,0.0362842517314062,0.0,0.02083333333333326,3,True,low_support,stable,stable_low_fpr,aggregate_only,876,709,"(1, -1, 0.024691358024691357, 7)"
passage_retrieval_zh,25,7,0.0641025641025641,0.024691358024691357,0.0,0.0,0.7604166666666666,0.8229166666666666,5,2,0,0,78,81,18,15,0.03941120607787274,0.0,0.0625,3,True,low_support,stable,stable_low_fpr,aggregate_only,877,632,"(1, -1, 0.024691358024691357, 7)"
hotpotqa,29,4,0.024691358024691357,0.04938271604938271,0.0,0.0,0.8229166666666666,0.8020833333333334,2,4,0,0,81,81,15,15,0.024691358024691357,0.0,0.02083333333333326,2,True,low_support,stable,stable_low_fpr,aggregate_only,878,708,"(1, -1, 0.024691358024691357, 6)"
hotpotqa,7,0,0.024691358024691357,0.04819277108433735,0.0,0.0,0.8229166666666666,0.8229166666666666,2,4,0,0,81,83,15,13,0.023501413059645995,0.0,0.0,2,True,low_support,stable,stable_low_fpr,aggregate_only,879,734,"(1, -1, 0.024691358024691357, 6)"
passage_retrieval_en,7,1,0.024691358024691357,0.04878048780487805,0.0,0.0,0.8229166666666666,0.8125,2,4,0,0,81,82,15,14,0.024089129780186694,0.0,0.01041666666666663,2,True,low_support,stable,stable_low_fpr,aggregate_only,880,722,"(1, -1, 0.024691358024691357, 6)"
passage_retrieval_zh,17,3,0.04819277108433735,0.024691358024691357,0.0,0.0,0.8229166666666666,0.8229166666666666,4,2,0,0,83,81,13,15,0.023501413059645995,0.0,0.0,2,True,low_support,stable,stable_low_fpr,aggregate_only,881,735,"(1, -1, 0.024691358024691357, 6)"
passage_retrieval_zh,31,2,0.024691358024691357,0.024691358024691357,0.0,0.0,0.8229166666666666,0.8229166666666666,2,2,0,0,81,81,15,15,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,882,736,"(1, -1, 0.024691358024691357, 4)"
passage_retrieval_zh,14,2,0.060240963855421686,0.024390243902439025,0.0,0.0,0.8125,0.8333333333333334,5,2,0,0,83,82,13,14,0.03585071995298266,0.0,0.02083333333333337,3,True,low_support,stable,stable_low_fpr,aggregate_only,883,744,"(1, -1, 0.024390243902439025, 7)"
dureader,22,1,0.04819277108433735,0.024390243902439025,0.0,0.0,0.8229166666666666,0.8333333333333334,4,2,0,0,83,82,13,14,0.023802527181898327,0.0,0.01041666666666674,2,True,low_support,stable,stable_low_fpr,aggregate_only,884,768,"(1, -1, 0.024390243902439025, 6)"
dureader,7,0,0.05,0.024390243902439025,0.0,0.0,0.7916666666666666,0.8333333333333334,4,2,0,0,80,82,16,14,0.025609756097560978,0.0,0.04166666666666674,2,True,low_support,stable,stable_low_fpr,aggregate_only,885,710,"(1, -1, 0.024390243902439025, 6)"
dureader,23,7,0.037037037037037035,0.024390243902439025,0.0,0.0,0.8125,0.8333333333333334,3,2,0,0,81,82,15,14,0.01264679313459801,0.0,0.02083333333333337,1,True,low_support,stable,stable_low_fpr,aggregate_only,886,741,"(1, -1, 0.024390243902439025, 5)"
passage_retrieval_en,10,0,0.024390243902439025,0.037037037037037035,0.0,0.0,0.8333333333333334,0.8125,2,3,0,0,82,81,14,15,0.01264679313459801,0.0,0.02083333333333337,1,True,low_support,stable,stable_low_fpr,aggregate_only,887,742,"(1, -1, 0.024390243902439025, 5)"
passage_retrieval_en,10,7,0.03571428571428571,0.024390243902439025,0.0,0.0,0.84375,0.8333333333333334,3,2,0,0,84,82,12,14,0.011324041811846687,0.0,0.01041666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,888,831,"(1, -1, 0.024390243902439025, 5)"
passage_retrieval_en,24,7,0.036585365853658534,0.024390243902439025,0.0,0.0,0.8229166666666666,0.8333333333333334,3,2,0,0,82,82,14,14,0.01219512195121951,0.0,0.01041666666666674,1,True,low_support,stable,stable_low_fpr,aggregate_only,889,769,"(1, -1, 0.024390243902439025, 5)"
passage_retrieval_en,29,4,0.024390243902439025,0.037037037037037035,0.0,0.0,0.8333333333333334,0.8125,2,3,0,0,82,81,14,15,0.01264679313459801,0.0,0.02083333333333337,1,True,low_support,stable,stable_low_fpr,aggregate_only,890,743,"(1, -1, 0.024390243902439025, 5)"
passage_retrieval_en,4,2,0.036585365853658534,0.024390243902439025,0.0,0.0,0.8229166666666666,0.8333333333333334,3,2,0,0,82,82,14,14,0.01219512195121951,0.0,0.01041666666666674,1,True,low_support,stable,stable_low_fpr,aggregate_only,891,770,"(1, -1, 0.024390243902439025, 5)"
samsum,14,4,0.024390243902439025,0.036585365853658534,0.0,0.0,0.8333333333333334,0.8229166666666666,2,3,0,0,82,82,14,14,0.01219512195121951,0.0,0.01041666666666674,1,True,low_support,stable,stable_low_fpr,aggregate_only,892,771,"(1, -1, 0.024390243902439025, 5)"
samsum,25,2,0.036585365853658534,0.024390243902439025,0.0,0.0,0.8229166666666666,0.8333333333333334,3,2,0,0,82,82,14,14,0.01219512195121951,0.0,0.01041666666666674,1,True,low_support,stable,stable_low_fpr,aggregate_only,893,772,"(1, -1, 0.024390243902439025, 5)"
dureader,5,1,0.024390243902439025,0.024390243902439025,0.0,0.0,0.8333333333333334,0.8333333333333334,2,2,0,0,82,82,14,14,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,894,806,"(1, -1, 0.024390243902439025, 4)"
dureader,7,6,0.024390243902439025,0.024390243902439025,0.0,0.0,0.8333333333333334,0.8333333333333334,2,2,0,0,82,82,14,14,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,895,807,"(1, -1, 0.024390243902439025, 4)"
passage_retrieval_en,12,3,0.024390243902439025,0.024390243902439025,0.0,0.0,0.8333333333333334,0.8333333333333334,2,2,0,0,82,82,14,14,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,896,808,"(1, -1, 0.024390243902439025, 4)"
passage_retrieval_en,20,4,0.024096385542168676,0.07407407407407407,0.0,0.0,0.84375,0.78125,2,6,0,0,83,81,13,15,0.049977688531905394,0.0,0.0625,4,True,low_support,stable,stable_low_fpr,aggregate_only,897,711,"(1, -1, 0.024096385542168676, 8)"
dureader,6,4,0.024096385542168676,0.05952380952380952,0.0,0.0,0.84375,0.8229166666666666,2,5,0,0,83,84,13,12,0.035427423981640845,0.0,0.02083333333333337,3,True,low_support,stable,stable_low_fpr,aggregate_only,898,795,"(1, -1, 0.024096385542168676, 7)"
hotpotqa,14,4,0.04878048780487805,0.024096385542168676,0.0,0.0,0.8125,0.84375,4,2,0,0,82,83,14,13,0.024684102262709375,0.0,0.03125,2,True,low_support,stable,stable_low_fpr,aggregate_only,899,773,"(1, -1, 0.024096385542168676, 6)"
passage_retrieval_en,26,0,0.024096385542168676,0.04819277108433735,0.0,0.0,0.84375,0.8229166666666666,2,4,0,0,83,83,13,13,0.024096385542168676,0.0,0.02083333333333337,2,True,low_support,stable,stable_low_fpr,aggregate_only,900,796,"(1, -1, 0.024096385542168676, 6)"
samsum,11,2,0.024096385542168676,0.04819277108433735,0.0,0.0,0.84375,0.8229166666666666,2,4,0,0,83,83,13,13,0.024096385542168676,0.0,0.02083333333333337,2,True,low_support,stable,stable_low_fpr,aggregate_only,901,798,"(1, -1, 0.024096385542168676, 6)"
samsum,9,4,0.024096385542168676,0.04878048780487805,0.0,0.0,0.84375,0.8125,2,4,0,0,83,82,13,14,0.024684102262709375,0.0,0.03125,2,True,low_support,stable,stable_low_fpr,aggregate_only,902,775,"(1, -1, 0.024096385542168676, 6)"
dureader,23,0,0.024096385542168676,0.03614457831325301,0.0,0.0,0.84375,0.8333333333333334,2,3,0,0,83,83,13,13,0.012048192771084335,0.0,0.01041666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,903,832,"(1, -1, 0.024096385542168676, 5)"
passage_retrieval_en,5,1,0.024096385542168676,0.037037037037037035,0.0,0.0,0.84375,0.8125,2,3,0,0,83,81,13,15,0.012940651494868359,0.0,0.03125,1,True,low_support,stable,stable_low_fpr,aggregate_only,904,774,"(1, -1, 0.024096385542168676, 5)"
samsum,30,1,0.024096385542168676,0.03571428571428571,0.0,0.0,0.84375,0.84375,2,3,0,0,83,84,13,12,0.011617900172117036,0.0,0.0,1,True,low_support,stable,stable_low_fpr,aggregate_only,905,847,"(1, -1, 0.024096385542168676, 5)"
dureader,30,5,0.024390243902439025,0.024096385542168676,0.0,0.0,0.8333333333333334,0.84375,2,2,0,0,82,83,14,13,0.0002938583602703493,0.0,0.01041666666666663,0,True,low_support,stable,stable_low_fpr,aggregate_only,906,833,"(1, -1, 0.024096385542168676, 4)"
dureader,4,3,0.024096385542168676,0.024096385542168676,0.0,0.0,0.84375,0.84375,2,2,0,0,83,83,13,13,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,907,844,"(1, -1, 0.024096385542168676, 4)"
passage_retrieval_zh,21,4,0.024096385542168676,0.024096385542168676,0.0,0.0,0.84375,0.84375,2,2,0,0,83,83,13,13,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,908,845,"(1, -1, 0.024096385542168676, 4)"
passage_retrieval_zh,26,2,0.024691358024691357,0.024096385542168676,0.0,0.0,0.8229166666666666,0.84375,2,2,0,0,81,83,15,13,0.0005949724825226807,0.0,0.02083333333333337,0,True,low_support,stable,stable_low_fpr,aggregate_only,909,797,"(1, -1, 0.024096385542168676, 4)"
passage_retrieval_zh,29,1,0.024096385542168676,0.024096385542168676,0.0,0.0,0.84375,0.84375,2,2,0,0,83,83,13,13,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,910,846,"(1, -1, 0.024096385542168676, 4)"
samsum,7,0,0.024096385542168676,0.024096385542168676,0.0,0.0,0.84375,0.84375,2,2,0,0,83,83,13,13,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,911,848,"(1, -1, 0.024096385542168676, 4)"
