hardware,task,layer,kv_head,true_positive,true_negative,false_positive,false_negative,total,candidate_count,accepted_count,positive_support,negative_support,micro_fpr,micro_fnr,precision_micro,recall_micro,acceptance_micro
gpu4090,passage_retrieval_en,20,0,52,26,1,17,96,96,53,69,27,0.037037037037037035,0.2463768115942029,0.9811320754716981,0.7536231884057971,0.5520833333333334
gpu4090,passage_retrieval_en,20,1,47,24,0,25,96,96,47,72,24,0.0,0.3472222222222222,1.0,0.6527777777777778,0.4895833333333333
gpu4090,passage_retrieval_en,20,2,68,19,0,9,96,96,68,77,19,0.0,0.11688311688311688,1.0,0.8831168831168831,0.7083333333333334
gpu4090,passage_retrieval_en,20,3,59,21,0,16,96,96,59,75,21,0.0,0.21333333333333335,1.0,0.7866666666666666,0.6145833333333334
gpu4090,passage_retrieval_en,20,4,75,15,0,6,96,96,75,81,15,0.0,0.07407407407407407,1.0,0.9259259259259259,0.78125
gpu4090,passage_retrieval_en,20,5,52,23,0,21,96,96,52,73,23,0.0,0.2876712328767123,1.0,0.7123287671232876,0.5416666666666666
gpu4090,passage_retrieval_en,20,6,63,21,1,11,96,96,64,74,22,0.045454545454545456,0.14864864864864866,0.984375,0.8513513513513513,0.6666666666666666
gpu4090,passage_retrieval_en,20,7,55,13,0,28,96,96,55,83,13,0.0,0.3373493975903614,1.0,0.6626506024096386,0.5729166666666666
gpu4090,passage_retrieval_en,21,0,51,23,0,22,96,96,51,73,23,0.0,0.3013698630136986,1.0,0.6986301369863014,0.53125
gpu4090,passage_retrieval_en,21,1,83,12,0,1,96,96,83,84,12,0.0,0.011904761904761904,1.0,0.9880952380952381,0.8645833333333334
gpu4090,passage_retrieval_en,21,2,81,14,0,1,96,96,81,82,14,0.0,0.012195121951219513,1.0,0.9878048780487805,0.84375
gpu4090,passage_retrieval_en,21,3,53,26,0,17,96,96,53,70,26,0.0,0.24285714285714285,1.0,0.7571428571428571,0.5520833333333334
gpu4090,passage_retrieval_en,21,4,81,14,0,1,96,96,81,82,14,0.0,0.012195121951219513,1.0,0.9878048780487805,0.84375
gpu4090,passage_retrieval_en,21,5,43,26,0,27,96,96,43,70,26,0.0,0.38571428571428573,1.0,0.6142857142857143,0.4479166666666667
gpu4090,passage_retrieval_en,21,6,39,30,0,27,96,96,39,66,30,0.0,0.4090909090909091,1.0,0.5909090909090909,0.40625
gpu4090,passage_retrieval_en,21,7,53,21,0,22,96,96,53,75,21,0.0,0.29333333333333333,1.0,0.7066666666666667,0.5520833333333334
gpu4090,passage_retrieval_en,22,0,22,40,0,34,96,96,22,56,40,0.0,0.6071428571428571,1.0,0.39285714285714285,0.22916666666666666
gpu4090,passage_retrieval_en,22,1,76,12,0,8,96,96,76,84,12,0.0,0.09523809523809523,1.0,0.9047619047619048,0.7916666666666666
gpu4090,passage_retrieval_en,22,2,46,25,1,24,96,96,47,70,26,0.038461538461538464,0.34285714285714286,0.9787234042553191,0.6571428571428571,0.4895833333333333
gpu4090,passage_retrieval_en,22,3,61,23,2,10,96,96,63,71,25,0.08,0.14084507042253522,0.9682539682539683,0.8591549295774648,0.65625
gpu4090,passage_retrieval_en,22,4,66,19,0,11,96,96,66,77,19,0.0,0.14285714285714285,1.0,0.8571428571428571,0.6875
gpu4090,passage_retrieval_en,22,5,60,20,0,16,96,96,60,76,20,0.0,0.21052631578947367,1.0,0.7894736842105263,0.625
gpu4090,passage_retrieval_en,22,6,51,26,0,19,96,96,51,70,26,0.0,0.2714285714285714,1.0,0.7285714285714285,0.53125
gpu4090,passage_retrieval_en,22,7,37,32,0,27,96,96,37,64,32,0.0,0.421875,1.0,0.578125,0.3854166666666667
gpu4090,passage_retrieval_en,23,0,74,15,0,7,96,96,74,81,15,0.0,0.08641975308641975,1.0,0.9135802469135802,0.7708333333333334
gpu4090,passage_retrieval_en,23,1,67,20,0,9,96,96,67,76,20,0.0,0.11842105263157894,1.0,0.881578947368421,0.6979166666666666
gpu4090,passage_retrieval_en,23,2,61,22,0,13,96,96,61,74,22,0.0,0.17567567567567569,1.0,0.8243243243243243,0.6354166666666666
gpu4090,passage_retrieval_en,23,3,41,27,0,28,96,96,41,69,27,0.0,0.4057971014492754,1.0,0.5942028985507246,0.4270833333333333
gpu4090,passage_retrieval_en,23,4,54,24,0,18,96,96,54,72,24,0.0,0.25,1.0,0.75,0.5625
gpu4090,passage_retrieval_en,23,5,28,36,0,32,96,96,28,60,36,0.0,0.5333333333333333,1.0,0.4666666666666667,0.2916666666666667
gpu4090,passage_retrieval_en,23,6,39,24,0,33,96,96,39,72,24,0.0,0.4583333333333333,1.0,0.5416666666666666,0.40625
gpu4090,passage_retrieval_en,23,7,80,12,0,4,96,96,80,84,12,0.0,0.047619047619047616,1.0,0.9523809523809523,0.8333333333333334
gpu4090,passage_retrieval_en,24,0,55,22,1,18,96,96,56,73,23,0.043478260869565216,0.2465753424657534,0.9821428571428571,0.7534246575342466,0.5833333333333334
gpu4090,passage_retrieval_en,24,1,50,27,0,19,96,96,50,69,27,0.0,0.2753623188405797,1.0,0.7246376811594203,0.5208333333333334
gpu4090,passage_retrieval_en,24,2,60,21,0,15,96,96,60,75,21,0.0,0.2,1.0,0.8,0.625
gpu4090,passage_retrieval_en,24,3,67,16,0,13,96,96,67,80,16,0.0,0.1625,1.0,0.8375,0.6979166666666666
gpu4090,passage_retrieval_en,24,4,36,28,0,32,96,96,36,68,28,0.0,0.47058823529411764,1.0,0.5294117647058824,0.375
gpu4090,passage_retrieval_en,24,5,41,27,1,27,96,96,42,68,28,0.03571428571428571,0.39705882352941174,0.9761904761904762,0.6029411764705882,0.4375
gpu4090,passage_retrieval_en,24,6,70,21,0,5,96,96,70,75,21,0.0,0.06666666666666667,1.0,0.9333333333333333,0.7291666666666666
gpu4090,passage_retrieval_en,24,7,80,14,0,2,96,96,80,82,14,0.0,0.024390243902439025,1.0,0.975609756097561,0.8333333333333334
gpu4090,passage_retrieval_en,25,0,60,18,1,17,96,96,61,77,19,0.05263157894736842,0.22077922077922077,0.9836065573770492,0.7792207792207793,0.6354166666666666
gpu4090,passage_retrieval_en,25,1,44,30,1,21,96,96,45,65,31,0.03225806451612903,0.3230769230769231,0.9777777777777777,0.676923076923077,0.46875
gpu4090,passage_retrieval_en,25,2,64,16,1,15,96,96,65,79,17,0.058823529411764705,0.189873417721519,0.9846153846153847,0.810126582278481,0.6770833333333334
gpu4090,passage_retrieval_en,25,3,49,22,1,24,96,96,50,73,23,0.043478260869565216,0.3287671232876712,0.98,0.6712328767123288,0.5208333333333334
gpu4090,passage_retrieval_en,25,4,61,21,0,14,96,96,61,75,21,0.0,0.18666666666666668,1.0,0.8133333333333334,0.6354166666666666
gpu4090,passage_retrieval_en,25,5,84,12,0,0,96,96,84,84,12,0.0,0.0,1.0,1.0,0.875
gpu4090,passage_retrieval_en,25,6,55,25,0,16,96,96,55,71,25,0.0,0.22535211267605634,1.0,0.7746478873239436,0.5729166666666666
gpu4090,passage_retrieval_en,25,7,54,24,2,16,96,96,56,70,26,0.07692307692307693,0.22857142857142856,0.9642857142857143,0.7714285714285715,0.5833333333333334
gpu4090,passage_retrieval_en,26,0,79,13,0,4,96,96,79,83,13,0.0,0.04819277108433735,1.0,0.9518072289156626,0.8229166666666666
gpu4090,passage_retrieval_en,26,1,59,17,0,20,96,96,59,79,17,0.0,0.25316455696202533,1.0,0.7468354430379747,0.6145833333333334
gpu4090,passage_retrieval_en,26,2,69,17,0,10,96,96,69,79,17,0.0,0.12658227848101267,1.0,0.8734177215189873,0.71875
gpu4090,passage_retrieval_en,26,3,70,13,0,13,96,96,70,83,13,0.0,0.1566265060240964,1.0,0.8433734939759037,0.7291666666666666
gpu4090,passage_retrieval_en,26,4,64,18,0,14,96,96,64,78,18,0.0,0.1794871794871795,1.0,0.8205128205128205,0.6666666666666666
gpu4090,passage_retrieval_en,26,5,55,22,0,19,96,96,55,74,22,0.0,0.25675675675675674,1.0,0.7432432432432432,0.5729166666666666
gpu4090,passage_retrieval_en,26,6,44,31,2,19,96,96,46,63,33,0.06060606060606061,0.30158730158730157,0.9565217391304348,0.6984126984126984,0.4791666666666667
gpu4090,passage_retrieval_en,26,7,28,37,0,31,96,96,28,59,37,0.0,0.5254237288135594,1.0,0.4745762711864407,0.2916666666666667
gpu4090,passage_retrieval_en,27,0,36,29,0,31,96,96,36,67,29,0.0,0.4626865671641791,1.0,0.5373134328358209,0.375
gpu4090,passage_retrieval_en,27,1,45,35,0,16,96,96,45,61,35,0.0,0.26229508196721313,1.0,0.7377049180327869,0.46875
gpu4090,passage_retrieval_en,27,2,67,15,0,14,96,96,67,81,15,0.0,0.1728395061728395,1.0,0.8271604938271605,0.6979166666666666
gpu4090,passage_retrieval_en,27,3,82,13,0,1,96,96,82,83,13,0.0,0.012048192771084338,1.0,0.9879518072289156,0.8541666666666666
gpu4090,passage_retrieval_en,27,4,62,21,0,13,96,96,62,75,21,0.0,0.17333333333333334,1.0,0.8266666666666667,0.6458333333333334
gpu4090,passage_retrieval_en,27,5,33,31,0,32,96,96,33,65,31,0.0,0.49230769230769234,1.0,0.5076923076923077,0.34375
gpu4090,passage_retrieval_en,27,6,68,21,0,7,96,96,68,75,21,0.0,0.09333333333333334,1.0,0.9066666666666666,0.7083333333333334
gpu4090,passage_retrieval_en,27,7,83,12,0,1,96,96,83,84,12,0.0,0.011904761904761904,1.0,0.9880952380952381,0.8645833333333334
gpu4090,passage_retrieval_en,28,0,44,24,0,28,96,96,44,72,24,0.0,0.3888888888888889,1.0,0.6111111111111112,0.4583333333333333
gpu4090,passage_retrieval_en,28,1,69,16,0,11,96,96,69,80,16,0.0,0.1375,1.0,0.8625,0.71875
gpu4090,passage_retrieval_en,28,2,61,23,0,12,96,96,61,73,23,0.0,0.1643835616438356,1.0,0.8356164383561644,0.6354166666666666
gpu4090,passage_retrieval_en,28,3,68,17,0,11,96,96,68,79,17,0.0,0.13924050632911392,1.0,0.8607594936708861,0.7083333333333334
gpu4090,passage_retrieval_en,28,4,54,17,1,24,96,96,55,78,18,0.05555555555555555,0.3076923076923077,0.9818181818181818,0.6923076923076923,0.5729166666666666
gpu4090,passage_retrieval_en,28,5,49,21,0,26,96,96,49,75,21,0.0,0.3466666666666667,1.0,0.6533333333333333,0.5104166666666666
gpu4090,passage_retrieval_en,28,6,67,17,0,12,96,96,67,79,17,0.0,0.1518987341772152,1.0,0.8481012658227848,0.6979166666666666
gpu4090,passage_retrieval_en,28,7,56,27,0,13,96,96,56,69,27,0.0,0.18840579710144928,1.0,0.8115942028985508,0.5833333333333334
gpu4090,passage_retrieval_en,29,0,42,30,0,24,96,96,42,66,30,0.0,0.36363636363636365,1.0,0.6363636363636364,0.4375
gpu4090,passage_retrieval_en,29,1,44,28,1,23,96,96,45,67,29,0.034482758620689655,0.34328358208955223,0.9777777777777777,0.6567164179104478,0.46875
gpu4090,passage_retrieval_en,29,2,41,31,0,24,96,96,41,65,31,0.0,0.36923076923076925,1.0,0.6307692307692307,0.4270833333333333
gpu4090,passage_retrieval_en,29,3,66,18,0,12,96,96,66,78,18,0.0,0.15384615384615385,1.0,0.8461538461538461,0.6875
gpu4090,passage_retrieval_en,29,4,78,15,0,3,96,96,78,81,15,0.0,0.037037037037037035,1.0,0.9629629629629629,0.8125
gpu4090,passage_retrieval_en,29,5,59,20,0,17,96,96,59,76,20,0.0,0.2236842105263158,1.0,0.7763157894736842,0.6145833333333334
gpu4090,passage_retrieval_en,29,6,84,12,0,0,96,96,84,84,12,0.0,0.0,1.0,1.0,0.875
gpu4090,passage_retrieval_en,29,7,72,18,0,6,96,96,72,78,18,0.0,0.07692307692307693,1.0,0.9230769230769231,0.75
gpu4090,passage_retrieval_en,3,0,42,37,0,17,96,96,42,59,37,0.0,0.288135593220339,1.0,0.711864406779661,0.4375
gpu4090,passage_retrieval_en,3,1,84,12,0,0,96,96,84,84,12,0.0,0.0,1.0,1.0,0.875
gpu4090,passage_retrieval_en,3,2,55,21,0,20,96,96,55,75,21,0.0,0.26666666666666666,1.0,0.7333333333333333,0.5729166666666666
gpu4090,passage_retrieval_en,3,3,49,22,0,25,96,96,49,74,22,0.0,0.33783783783783783,1.0,0.6621621621621622,0.5104166666666666
gpu4090,passage_retrieval_en,3,4,84,12,0,0,96,96,84,84,12,0.0,0.0,1.0,1.0,0.875
gpu4090,passage_retrieval_en,3,5,41,33,0,22,96,96,41,63,33,0.0,0.3492063492063492,1.0,0.6507936507936508,0.4270833333333333
gpu4090,passage_retrieval_en,3,6,38,33,0,25,96,96,38,63,33,0.0,0.3968253968253968,1.0,0.6031746031746031,0.3958333333333333
gpu4090,passage_retrieval_en,3,7,64,26,1,5,96,96,65,69,27,0.037037037037037035,0.07246376811594203,0.9846153846153847,0.927536231884058,0.6770833333333334
gpu4090,passage_retrieval_en,30,0,36,31,0,29,96,96,36,65,31,0.0,0.4461538461538462,1.0,0.5538461538461539,0.375
gpu4090,passage_retrieval_en,30,1,69,15,0,12,96,96,69,81,15,0.0,0.14814814814814814,1.0,0.8518518518518519,0.71875
gpu4090,passage_retrieval_en,30,2,69,16,0,11,96,96,69,80,16,0.0,0.1375,1.0,0.8625,0.71875
gpu4090,passage_retrieval_en,30,3,44,33,0,19,96,96,44,63,33,0.0,0.30158730158730157,1.0,0.6984126984126984,0.4583333333333333
gpu4090,passage_retrieval_en,30,4,67,18,0,11,96,96,67,78,18,0.0,0.14102564102564102,1.0,0.8589743589743589,0.6979166666666666
gpu4090,passage_retrieval_en,30,5,61,22,0,13,96,96,61,74,22,0.0,0.17567567567567569,1.0,0.8243243243243243,0.6354166666666666
gpu4090,passage_retrieval_en,30,6,48,26,0,22,96,96,48,70,26,0.0,0.3142857142857143,1.0,0.6857142857142857,0.5
gpu4090,passage_retrieval_en,30,7,37,30,0,29,96,96,37,66,30,0.0,0.4393939393939394,1.0,0.5606060606060606,0.3854166666666667
gpu4090,passage_retrieval_en,31,0,57,22,0,17,96,96,57,74,22,0.0,0.22972972972972974,1.0,0.7702702702702703,0.59375
gpu4090,passage_retrieval_en,31,1,79,14,0,3,96,96,79,82,14,0.0,0.036585365853658534,1.0,0.9634146341463414,0.8229166666666666
gpu4090,passage_retrieval_en,31,2,72,18,0,6,96,96,72,78,18,0.0,0.07692307692307693,1.0,0.9230769230769231,0.75
gpu4090,passage_retrieval_en,31,3,84,12,0,0,96,96,84,84,12,0.0,0.0,1.0,1.0,0.875
gpu4090,passage_retrieval_en,31,4,68,17,0,11,96,96,68,79,17,0.0,0.13924050632911392,1.0,0.8607594936708861,0.7083333333333334
gpu4090,passage_retrieval_en,31,5,56,23,0,17,96,96,56,73,23,0.0,0.2328767123287671,1.0,0.7671232876712328,0.5833333333333334
gpu4090,passage_retrieval_en,31,6,73,17,0,6,96,96,73,79,17,0.0,0.0759493670886076,1.0,0.9240506329113924,0.7604166666666666
gpu4090,passage_retrieval_en,31,7,55,29,1,11,96,96,56,66,30,0.03333333333333333,0.16666666666666666,0.9821428571428571,0.8333333333333334,0.5833333333333334
gpu4090,passage_retrieval_en,4,0,46,28,0,22,96,96,46,68,28,0.0,0.3235294117647059,1.0,0.6764705882352942,0.4791666666666667
gpu4090,passage_retrieval_en,4,1,47,22,0,27,96,96,47,74,22,0.0,0.36486486486486486,1.0,0.6351351351351351,0.4895833333333333
gpu4090,passage_retrieval_en,4,2,80,14,0,2,96,96,80,82,14,0.0,0.024390243902439025,1.0,0.975609756097561,0.8333333333333334
gpu4090,passage_retrieval_en,4,3,84,12,0,0,96,96,84,84,12,0.0,0.0,1.0,1.0,0.875
gpu4090,passage_retrieval_en,4,4,70,16,1,9,96,96,71,79,17,0.058823529411764705,0.11392405063291139,0.9859154929577465,0.8860759493670886,0.7395833333333334
gpu4090,passage_retrieval_en,4,5,53,28,0,15,96,96,53,68,28,0.0,0.22058823529411764,1.0,0.7794117647058824,0.5520833333333334
gpu4090,passage_retrieval_en,4,6,78,13,0,5,96,96,78,83,13,0.0,0.060240963855421686,1.0,0.9397590361445783,0.8125
gpu4090,passage_retrieval_en,4,7,52,22,0,22,96,96,52,74,22,0.0,0.2972972972972973,1.0,0.7027027027027027,0.5416666666666666
gpu4090,passage_retrieval_en,5,0,75,16,1,4,96,96,76,79,17,0.058823529411764705,0.05063291139240506,0.9868421052631579,0.9493670886075949,0.7916666666666666
gpu4090,passage_retrieval_en,5,1,78,15,0,3,96,96,78,81,15,0.0,0.037037037037037035,1.0,0.9629629629629629,0.8125
gpu4090,passage_retrieval_en,5,2,79,13,0,4,96,96,79,83,13,0.0,0.04819277108433735,1.0,0.9518072289156626,0.8229166666666666
gpu4090,passage_retrieval_en,5,3,76,15,0,5,96,96,76,81,15,0.0,0.06172839506172839,1.0,0.9382716049382716,0.7916666666666666
gpu4090,passage_retrieval_en,5,4,63,20,1,12,96,96,64,75,21,0.047619047619047616,0.16,0.984375,0.84,0.6666666666666666
gpu4090,passage_retrieval_en,5,5,49,23,0,24,96,96,49,73,23,0.0,0.3287671232876712,1.0,0.6712328767123288,0.5104166666666666
gpu4090,passage_retrieval_en,5,6,76,13,0,7,96,96,76,83,13,0.0,0.08433734939759036,1.0,0.9156626506024096,0.7916666666666666
gpu4090,passage_retrieval_en,5,7,77,15,0,4,96,96,77,81,15,0.0,0.04938271604938271,1.0,0.9506172839506173,0.8020833333333334
gpu4090,passage_retrieval_en,6,0,54,24,0,18,96,96,54,72,24,0.0,0.25,1.0,0.75,0.5625
gpu4090,passage_retrieval_en,6,1,40,32,0,24,96,96,40,64,32,0.0,0.375,1.0,0.625,0.4166666666666667
gpu4090,passage_retrieval_en,6,2,76,5,0,15,96,96,76,91,5,0.0,0.16483516483516483,1.0,0.8351648351648352,0.7916666666666666
gpu4090,passage_retrieval_en,6,3,80,13,0,3,96,96,80,83,13,0.0,0.03614457831325301,1.0,0.963855421686747,0.8333333333333334
gpu4090,passage_retrieval_en,6,4,74,16,1,5,96,96,75,79,17,0.058823529411764705,0.06329113924050633,0.9866666666666667,0.9367088607594937,0.78125
gpu4090,passage_retrieval_en,6,5,55,22,1,18,96,96,56,73,23,0.043478260869565216,0.2465753424657534,0.9821428571428571,0.7534246575342466,0.5833333333333334
gpu4090,passage_retrieval_en,6,6,65,20,0,11,96,96,65,76,20,0.0,0.14473684210526316,1.0,0.8552631578947368,0.6770833333333334
gpu4090,passage_retrieval_en,6,7,48,23,0,25,96,96,48,73,23,0.0,0.3424657534246575,1.0,0.6575342465753424,0.5
gpu4090,passage_retrieval_en,7,0,77,14,0,5,96,96,77,82,14,0.0,0.06097560975609756,1.0,0.9390243902439024,0.8020833333333334
gpu4090,passage_retrieval_en,7,1,78,14,0,4,96,96,78,82,14,0.0,0.04878048780487805,1.0,0.9512195121951219,0.8125
gpu4090,passage_retrieval_en,7,2,72,17,0,7,96,96,72,79,17,0.0,0.08860759493670886,1.0,0.9113924050632911,0.75
gpu4090,passage_retrieval_en,7,3,61,23,0,12,96,96,61,73,23,0.0,0.1643835616438356,1.0,0.8356164383561644,0.6354166666666666
gpu4090,passage_retrieval_en,7,4,75,14,0,7,96,96,75,82,14,0.0,0.08536585365853659,1.0,0.9146341463414634,0.78125
gpu4090,passage_retrieval_en,7,5,76,16,0,4,96,96,76,80,16,0.0,0.05,1.0,0.95,0.7916666666666666
gpu4090,passage_retrieval_en,7,6,81,12,0,3,96,96,81,84,12,0.0,0.03571428571428571,1.0,0.9642857142857143,0.84375
gpu4090,passage_retrieval_en,7,7,69,18,0,9,96,96,69,78,18,0.0,0.11538461538461539,1.0,0.8846153846153846,0.71875
gpu4090,passage_retrieval_en,8,0,69,18,0,9,96,96,69,78,18,0.0,0.11538461538461539,1.0,0.8846153846153846,0.71875
gpu4090,passage_retrieval_en,8,1,62,23,0,11,96,96,62,73,23,0.0,0.1506849315068493,1.0,0.8493150684931506,0.6458333333333334
gpu4090,passage_retrieval_en,8,2,75,7,0,14,96,96,75,89,7,0.0,0.15730337078651685,1.0,0.8426966292134831,0.78125
gpu4090,passage_retrieval_en,8,3,78,14,0,4,96,96,78,82,14,0.0,0.04878048780487805,1.0,0.9512195121951219,0.8125
gpu4090,passage_retrieval_en,8,4,56,13,0,27,96,96,56,83,13,0.0,0.3253012048192771,1.0,0.6746987951807228,0.5833333333333334
gpu4090,passage_retrieval_en,8,5,78,10,0,8,96,96,78,86,10,0.0,0.09302325581395349,1.0,0.9069767441860465,0.8125
gpu4090,passage_retrieval_en,8,6,40,31,0,25,96,96,40,65,31,0.0,0.38461538461538464,1.0,0.6153846153846154,0.4166666666666667
gpu4090,passage_retrieval_en,8,7,72,16,0,8,96,96,72,80,16,0.0,0.1,1.0,0.9,0.75
gpu4090,passage_retrieval_en,9,0,72,6,0,18,96,96,72,90,6,0.0,0.2,1.0,0.8,0.75
gpu4090,passage_retrieval_en,9,1,33,30,0,33,96,96,33,66,30,0.0,0.5,1.0,0.5,0.34375
gpu4090,passage_retrieval_en,9,2,82,9,0,5,96,96,82,87,9,0.0,0.05747126436781609,1.0,0.9425287356321839,0.8541666666666666
gpu4090,passage_retrieval_en,9,3,68,18,0,10,96,96,68,78,18,0.0,0.1282051282051282,1.0,0.8717948717948718,0.7083333333333334
gpu4090,passage_retrieval_en,9,4,78,13,0,5,96,96,78,83,13,0.0,0.060240963855421686,1.0,0.9397590361445783,0.8125
gpu4090,passage_retrieval_en,9,5,63,19,0,14,96,96,63,77,19,0.0,0.18181818181818182,1.0,0.8181818181818182,0.65625
gpu4090,passage_retrieval_en,9,6,59,21,0,16,96,96,59,75,21,0.0,0.21333333333333335,1.0,0.7866666666666666,0.6145833333333334
gpu4090,passage_retrieval_en,9,7,64,10,0,22,96,96,64,86,10,0.0,0.2558139534883721,1.0,0.7441860465116279,0.6666666666666666
gpu4090,passage_retrieval_zh,0,0,79,3,5,9,96,96,84,88,8,0.625,0.10227272727272728,0.9404761904761905,0.8977272727272727,0.875
gpu4090,passage_retrieval_zh,0,1,26,35,1,34,96,96,27,60,36,0.027777777777777776,0.5666666666666667,0.9629629629629629,0.43333333333333335,0.28125
gpu4090,passage_retrieval_zh,0,2,58,19,0,19,96,96,58,77,19,0.0,0.24675324675324675,1.0,0.7532467532467533,0.6041666666666666
gpu4090,passage_retrieval_zh,0,3,25,37,0,34,96,96,25,59,37,0.0,0.576271186440678,1.0,0.423728813559322,0.2604166666666667
gpu4090,passage_retrieval_zh,0,4,40,30,0,26,96,96,40,66,30,0.0,0.3939393939393939,1.0,0.6060606060606061,0.4166666666666667
gpu4090,passage_retrieval_zh,0,5,91,1,0,4,96,96,91,95,1,0.0,0.042105263157894736,1.0,0.9578947368421052,0.9479166666666666
gpu4090,passage_retrieval_zh,0,6,80,5,0,11,96,96,80,91,5,0.0,0.12087912087912088,1.0,0.8791208791208791,0.8333333333333334
gpu4090,passage_retrieval_zh,0,7,85,10,1,0,96,96,86,85,11,0.09090909090909091,0.0,0.9883720930232558,1.0,0.8958333333333334
gpu4090,passage_retrieval_zh,1,0,74,18,0,4,96,96,74,78,18,0.0,0.05128205128205128,1.0,0.9487179487179487,0.7708333333333334
gpu4090,passage_retrieval_zh,1,1,40,31,0,25,96,96,40,65,31,0.0,0.38461538461538464,1.0,0.6153846153846154,0.4166666666666667
gpu4090,passage_retrieval_zh,1,2,79,14,0,3,96,96,79,82,14,0.0,0.036585365853658534,1.0,0.9634146341463414,0.8229166666666666
gpu4090,passage_retrieval_zh,1,3,50,27,0,19,96,96,50,69,27,0.0,0.2753623188405797,1.0,0.7246376811594203,0.5208333333333334
gpu4090,passage_retrieval_zh,1,4,82,13,0,1,96,96,82,83,13,0.0,0.012048192771084338,1.0,0.9879518072289156,0.8541666666666666
gpu4090,passage_retrieval_zh,1,5,74,15,2,5,96,96,76,79,17,0.11764705882352941,0.06329113924050633,0.9736842105263158,0.9367088607594937,0.7916666666666666
gpu4090,passage_retrieval_zh,1,6,63,24,0,9,96,96,63,72,24,0.0,0.125,1.0,0.875,0.65625
gpu4090,passage_retrieval_zh,1,7,46,31,0,19,96,96,46,65,31,0.0,0.2923076923076923,1.0,0.7076923076923077,0.4791666666666667
gpu4090,passage_retrieval_zh,10,0,79,14,0,3,96,96,79,82,14,0.0,0.036585365853658534,1.0,0.9634146341463414,0.8229166666666666
gpu4090,passage_retrieval_zh,10,1,59,24,0,13,96,96,59,72,24,0.0,0.18055555555555555,1.0,0.8194444444444444,0.6145833333333334
gpu4090,passage_retrieval_zh,10,2,71,15,0,10,96,96,71,81,15,0.0,0.12345679012345678,1.0,0.8765432098765432,0.7395833333333334
gpu4090,passage_retrieval_zh,10,3,75,16,1,4,96,96,76,79,17,0.058823529411764705,0.05063291139240506,0.9868421052631579,0.9493670886075949,0.7916666666666666
gpu4090,passage_retrieval_zh,10,4,66,14,0,16,96,96,66,82,14,0.0,0.1951219512195122,1.0,0.8048780487804879,0.6875
gpu4090,passage_retrieval_zh,10,5,64,13,0,19,96,96,64,83,13,0.0,0.2289156626506024,1.0,0.7710843373493976,0.6666666666666666
gpu4090,passage_retrieval_zh,10,6,68,17,1,10,96,96,69,78,18,0.05555555555555555,0.1282051282051282,0.9855072463768116,0.8717948717948718,0.71875
gpu4090,passage_retrieval_zh,10,7,82,13,0,1,96,96,82,83,13,0.0,0.012048192771084338,1.0,0.9879518072289156,0.8541666666666666
gpu4090,passage_retrieval_zh,11,0,73,16,0,7,96,96,73,80,16,0.0,0.0875,1.0,0.9125,0.7604166666666666
gpu4090,passage_retrieval_zh,11,1,74,15,0,7,96,96,74,81,15,0.0,0.08641975308641975,1.0,0.9135802469135802,0.7708333333333334
gpu4090,passage_retrieval_zh,11,2,79,15,1,1,96,96,80,80,16,0.0625,0.0125,0.9875,0.9875,0.8333333333333334
gpu4090,passage_retrieval_zh,11,3,68,17,5,6,96,96,73,74,22,0.22727272727272727,0.08108108108108109,0.9315068493150684,0.918918918918919,0.7604166666666666
gpu4090,passage_retrieval_zh,11,4,83,1,0,12,96,96,83,95,1,0.0,0.12631578947368421,1.0,0.8736842105263158,0.8645833333333334
gpu4090,passage_retrieval_zh,11,5,66,21,1,8,96,96,67,74,22,0.045454545454545456,0.10810810810810811,0.9850746268656716,0.8918918918918919,0.6979166666666666
gpu4090,passage_retrieval_zh,11,6,78,7,9,2,96,96,87,80,16,0.5625,0.025,0.896551724137931,0.975,0.90625
gpu4090,passage_retrieval_zh,11,7,57,23,0,16,96,96,57,73,23,0.0,0.2191780821917808,1.0,0.7808219178082192,0.59375
gpu4090,passage_retrieval_zh,12,0,65,14,0,17,96,96,65,82,14,0.0,0.2073170731707317,1.0,0.7926829268292683,0.6770833333333334
gpu4090,passage_retrieval_zh,12,1,48,17,9,22,96,96,57,70,26,0.34615384615384615,0.3142857142857143,0.8421052631578947,0.6857142857142857,0.59375
gpu4090,passage_retrieval_zh,12,2,66,13,0,17,96,96,66,83,13,0.0,0.20481927710843373,1.0,0.7951807228915663,0.6875
gpu4090,passage_retrieval_zh,12,3,83,6,0,7,96,96,83,90,6,0.0,0.07777777777777778,1.0,0.9222222222222223,0.8645833333333334
gpu4090,passage_retrieval_zh,12,4,74,18,0,4,96,96,74,78,18,0.0,0.05128205128205128,1.0,0.9487179487179487,0.7708333333333334
gpu4090,passage_retrieval_zh,12,5,44,28,0,24,96,96,44,68,28,0.0,0.35294117647058826,1.0,0.6470588235294118,0.4583333333333333
gpu4090,passage_retrieval_zh,12,6,58,8,0,30,96,96,58,88,8,0.0,0.3409090909090909,1.0,0.6590909090909091,0.6041666666666666
gpu4090,passage_retrieval_zh,12,7,78,14,0,4,96,96,78,82,14,0.0,0.04878048780487805,1.0,0.9512195121951219,0.8125
gpu4090,passage_retrieval_zh,13,0,74,8,0,14,96,96,74,88,8,0.0,0.1590909090909091,1.0,0.8409090909090909,0.7708333333333334
