task,phase,kv_type,layer,kv_head,bucket,metric,true_positive,true_negative,false_positive,false_negative,total,false_positive_rate,false_negative_rate
passage_retrieval_zh,prefill,v,29,7,bucketlast,gate_vs_mse_oracle,24,1,0,5,30,0.0,0.1724137931034483
passage_retrieval_zh,prefill,v,29,7,bucketmiddle,gate_vs_mse_oracle,27,4,0,3,34,0.0,0.1
passage_retrieval_zh,prefill,v,30,0,bucketfirst,gate_vs_mse_oracle,4,15,0,6,25,0.0,0.6
passage_retrieval_zh,prefill,v,30,0,bucketlast,gate_vs_mse_oracle,19,3,0,12,34,0.0,0.3870967741935484
passage_retrieval_zh,prefill,v,30,0,bucketmiddle,gate_vs_mse_oracle,22,5,0,10,37,0.0,0.3125
passage_retrieval_zh,prefill,v,30,1,bucketfirst,gate_vs_mse_oracle,13,13,0,0,26,0.0,0.0
passage_retrieval_zh,prefill,v,30,1,bucketlast,gate_vs_mse_oracle,33,0,0,6,39,,0.15384615384615385
passage_retrieval_zh,prefill,v,30,1,bucketmiddle,gate_vs_mse_oracle,28,1,0,2,31,0.0,0.06666666666666667
passage_retrieval_zh,prefill,v,30,2,bucketfirst,gate_vs_mse_oracle,15,13,0,1,29,0.0,0.0625
passage_retrieval_zh,prefill,v,30,2,bucketlast,gate_vs_mse_oracle,27,1,0,4,32,0.0,0.12903225806451613
passage_retrieval_zh,prefill,v,30,2,bucketmiddle,gate_vs_mse_oracle,32,1,0,2,35,0.0,0.058823529411764705
passage_retrieval_zh,prefill,v,30,3,bucketfirst,gate_vs_mse_oracle,11,17,0,4,32,0.0,0.26666666666666666
passage_retrieval_zh,prefill,v,30,3,bucketlast,gate_vs_mse_oracle,26,6,0,9,41,0.0,0.2571428571428571
passage_retrieval_zh,prefill,v,30,3,bucketmiddle,gate_vs_mse_oracle,11,5,0,7,23,0.0,0.3888888888888889
passage_retrieval_zh,prefill,v,30,4,bucketfirst,gate_vs_mse_oracle,17,12,0,1,30,0.0,0.05555555555555555
passage_retrieval_zh,prefill,v,30,4,bucketlast,gate_vs_mse_oracle,28,3,0,3,34,0.0,0.0967741935483871
passage_retrieval_zh,prefill,v,30,4,bucketmiddle,gate_vs_mse_oracle,32,0,0,0,32,,0.0
passage_retrieval_zh,prefill,v,30,5,bucketfirst,gate_vs_mse_oracle,21,12,0,2,35,0.0,0.08695652173913043
passage_retrieval_zh,prefill,v,30,5,bucketlast,gate_vs_mse_oracle,23,0,0,1,24,,0.041666666666666664
passage_retrieval_zh,prefill,v,30,5,bucketmiddle,gate_vs_mse_oracle,36,1,0,0,37,0.0,0.0
passage_retrieval_zh,prefill,v,30,6,bucketfirst,gate_vs_mse_oracle,11,16,0,6,33,0.0,0.35294117647058826
passage_retrieval_zh,prefill,v,30,6,bucketlast,gate_vs_mse_oracle,14,4,0,7,25,0.0,0.3333333333333333
passage_retrieval_zh,prefill,v,30,6,bucketmiddle,gate_vs_mse_oracle,22,7,0,9,38,0.0,0.2903225806451613
passage_retrieval_zh,prefill,v,30,7,bucketfirst,gate_vs_mse_oracle,9,18,1,4,32,0.05263157894736842,0.3076923076923077
passage_retrieval_zh,prefill,v,30,7,bucketlast,gate_vs_mse_oracle,14,6,0,12,32,0.0,0.46153846153846156
passage_retrieval_zh,prefill,v,30,7,bucketmiddle,gate_vs_mse_oracle,14,9,0,9,32,0.0,0.391304347826087
passage_retrieval_zh,prefill,v,31,0,bucketfirst,gate_vs_mse_oracle,16,13,0,5,34,0.0,0.23809523809523808
passage_retrieval_zh,prefill,v,31,0,bucketlast,gate_vs_mse_oracle,22,2,0,8,32,0.0,0.26666666666666666
passage_retrieval_zh,prefill,v,31,0,bucketmiddle,gate_vs_mse_oracle,23,2,0,5,30,0.0,0.17857142857142858
passage_retrieval_zh,prefill,v,31,1,bucketfirst,gate_vs_mse_oracle,20,12,0,0,32,0.0,0.0
passage_retrieval_zh,prefill,v,31,1,bucketlast,gate_vs_mse_oracle,31,0,0,0,31,,0.0
passage_retrieval_zh,prefill,v,31,1,bucketmiddle,gate_vs_mse_oracle,33,0,0,0,33,,0.0
passage_retrieval_zh,prefill,v,31,2,bucketfirst,gate_vs_mse_oracle,15,13,0,1,29,0.0,0.0625
passage_retrieval_zh,prefill,v,31,2,bucketlast,gate_vs_mse_oracle,29,2,0,0,31,0.0,0.0
passage_retrieval_zh,prefill,v,31,2,bucketmiddle,gate_vs_mse_oracle,35,0,0,1,36,,0.027777777777777776
passage_retrieval_zh,prefill,v,31,3,bucketfirst,gate_vs_mse_oracle,17,12,0,0,29,0.0,0.0
passage_retrieval_zh,prefill,v,31,3,bucketlast,gate_vs_mse_oracle,35,0,0,0,35,,0.0
passage_retrieval_zh,prefill,v,31,3,bucketmiddle,gate_vs_mse_oracle,32,0,0,0,32,,0.0
passage_retrieval_zh,prefill,v,31,4,bucketfirst,gate_vs_mse_oracle,18,14,0,0,32,0.0,0.0
passage_retrieval_zh,prefill,v,31,4,bucketlast,gate_vs_mse_oracle,23,2,0,2,27,0.0,0.08
passage_retrieval_zh,prefill,v,31,4,bucketmiddle,gate_vs_mse_oracle,32,3,1,1,37,0.25,0.030303030303030304
passage_retrieval_zh,prefill,v,31,5,bucketfirst,gate_vs_mse_oracle,13,14,0,8,35,0.0,0.38095238095238093
passage_retrieval_zh,prefill,v,31,5,bucketlast,gate_vs_mse_oracle,14,7,0,11,32,0.0,0.44
passage_retrieval_zh,prefill,v,31,5,bucketmiddle,gate_vs_mse_oracle,14,5,0,10,29,0.0,0.4166666666666667
passage_retrieval_zh,prefill,v,31,6,bucketfirst,gate_vs_mse_oracle,16,13,0,0,29,0.0,0.0
passage_retrieval_zh,prefill,v,31,6,bucketlast,gate_vs_mse_oracle,20,2,0,3,25,0.0,0.13043478260869565
passage_retrieval_zh,prefill,v,31,6,bucketmiddle,gate_vs_mse_oracle,38,1,0,3,42,0.0,0.07317073170731707
passage_retrieval_zh,prefill,v,31,7,bucketfirst,gate_vs_mse_oracle,10,14,0,4,28,0.0,0.2857142857142857
passage_retrieval_zh,prefill,v,31,7,bucketlast,gate_vs_mse_oracle,20,0,1,9,30,1.0,0.3103448275862069
passage_retrieval_zh,prefill,v,31,7,bucketmiddle,gate_vs_mse_oracle,26,4,0,8,38,0.0,0.23529411764705882
samsum,prefill,v,0,0,bucketfirst,gate_vs_mse_oracle,15,15,2,1,33,0.11764705882352941,0.0625
samsum,prefill,v,0,0,bucketlast,gate_vs_mse_oracle,24,6,0,5,35,0.0,0.1724137931034483
samsum,prefill,v,0,0,bucketmiddle,gate_vs_mse_oracle,26,2,0,0,28,0.0,0.0
samsum,prefill,v,0,1,bucketfirst,gate_vs_mse_oracle,15,6,0,8,29,0.0,0.34782608695652173
samsum,prefill,v,0,1,bucketlast,gate_vs_mse_oracle,16,7,0,9,32,0.0,0.36
samsum,prefill,v,0,1,bucketmiddle,gate_vs_mse_oracle,13,3,1,18,35,0.25,0.5806451612903226
samsum,prefill,v,0,2,bucketfirst,gate_vs_mse_oracle,12,17,0,4,33,0.0,0.25
samsum,prefill,v,0,2,bucketlast,gate_vs_mse_oracle,24,7,0,5,36,0.0,0.1724137931034483
samsum,prefill,v,0,2,bucketmiddle,gate_vs_mse_oracle,16,1,1,9,27,0.5,0.36
samsum,prefill,v,0,3,bucketfirst,gate_vs_mse_oracle,7,18,2,1,28,0.1,0.125
samsum,prefill,v,0,3,bucketlast,gate_vs_mse_oracle,21,6,0,11,38,0.0,0.34375
samsum,prefill,v,0,3,bucketmiddle,gate_vs_mse_oracle,20,4,0,6,30,0.0,0.23076923076923078
samsum,prefill,v,0,4,bucketfirst,gate_vs_mse_oracle,12,17,0,3,32,0.0,0.2
samsum,prefill,v,0,4,bucketlast,gate_vs_mse_oracle,17,9,0,6,32,0.0,0.2608695652173913
samsum,prefill,v,0,4,bucketmiddle,gate_vs_mse_oracle,19,10,0,3,32,0.0,0.13636363636363635
samsum,prefill,v,0,5,bucketfirst,gate_vs_mse_oracle,33,0,0,0,33,,0.0
samsum,prefill,v,0,5,bucketlast,gate_vs_mse_oracle,30,0,2,0,32,1.0,0.0
samsum,prefill,v,0,5,bucketmiddle,gate_vs_mse_oracle,31,0,0,0,31,,0.0
samsum,prefill,v,0,6,bucketfirst,gate_vs_mse_oracle,29,2,0,1,32,0.0,0.03333333333333333
samsum,prefill,v,0,6,bucketlast,gate_vs_mse_oracle,28,5,0,3,36,0.0,0.0967741935483871
samsum,prefill,v,0,6,bucketmiddle,gate_vs_mse_oracle,22,2,0,4,28,0.0,0.15384615384615385
samsum,prefill,v,0,7,bucketfirst,gate_vs_mse_oracle,19,8,0,0,27,0.0,0.0
samsum,prefill,v,0,7,bucketlast,gate_vs_mse_oracle,30,1,0,0,31,0.0,0.0
samsum,prefill,v,0,7,bucketmiddle,gate_vs_mse_oracle,36,2,0,0,38,0.0,0.0
samsum,prefill,v,1,0,bucketfirst,gate_vs_mse_oracle,18,13,0,1,32,0.0,0.05263157894736842
samsum,prefill,v,1,0,bucketlast,gate_vs_mse_oracle,30,3,0,1,34,0.0,0.03225806451612903
samsum,prefill,v,1,0,bucketmiddle,gate_vs_mse_oracle,29,0,0,1,30,,0.03333333333333333
samsum,prefill,v,1,1,bucketfirst,gate_vs_mse_oracle,18,14,0,5,37,0.0,0.21739130434782608
samsum,prefill,v,1,1,bucketlast,gate_vs_mse_oracle,14,4,0,7,25,0.0,0.3333333333333333
samsum,prefill,v,1,1,bucketmiddle,gate_vs_mse_oracle,21,8,0,5,34,0.0,0.19230769230769232
samsum,prefill,v,1,2,bucketfirst,gate_vs_mse_oracle,24,13,0,0,37,0.0,0.0
samsum,prefill,v,1,2,bucketlast,gate_vs_mse_oracle,31,0,0,1,32,,0.03125
samsum,prefill,v,1,2,bucketmiddle,gate_vs_mse_oracle,26,0,1,0,27,1.0,0.0
samsum,prefill,v,1,3,bucketfirst,gate_vs_mse_oracle,9,17,0,4,30,0.0,0.3076923076923077
samsum,prefill,v,1,3,bucketlast,gate_vs_mse_oracle,21,3,0,7,31,0.0,0.25
samsum,prefill,v,1,3,bucketmiddle,gate_vs_mse_oracle,14,8,0,13,35,0.0,0.48148148148148145
samsum,prefill,v,1,4,bucketfirst,gate_vs_mse_oracle,23,12,0,0,35,0.0,0.0
samsum,prefill,v,1,4,bucketlast,gate_vs_mse_oracle,29,2,0,1,32,0.0,0.03333333333333333
samsum,prefill,v,1,4,bucketmiddle,gate_vs_mse_oracle,27,0,0,2,29,,0.06896551724137931
samsum,prefill,v,1,5,bucketfirst,gate_vs_mse_oracle,17,14,1,1,33,0.06666666666666667,0.05555555555555555
samsum,prefill,v,1,5,bucketlast,gate_vs_mse_oracle,34,0,1,3,38,1.0,0.08108108108108109
samsum,prefill,v,1,5,bucketmiddle,gate_vs_mse_oracle,24,0,1,0,25,1.0,0.0
samsum,prefill,v,1,6,bucketfirst,gate_vs_mse_oracle,16,13,0,1,30,0.0,0.058823529411764705
samsum,prefill,v,1,6,bucketlast,gate_vs_mse_oracle,26,0,0,4,30,,0.13333333333333333
samsum,prefill,v,1,6,bucketmiddle,gate_vs_mse_oracle,24,4,0,8,36,0.0,0.25
samsum,prefill,v,1,7,bucketfirst,gate_vs_mse_oracle,18,15,0,0,33,0.0,0.0
samsum,prefill,v,1,7,bucketlast,gate_vs_mse_oracle,17,8,0,4,29,0.0,0.19047619047619047
samsum,prefill,v,1,7,bucketmiddle,gate_vs_mse_oracle,21,6,0,7,34,0.0,0.25
samsum,prefill,v,2,0,bucketfirst,gate_vs_mse_oracle,13,15,0,7,35,0.0,0.35
samsum,prefill,v,2,0,bucketlast,gate_vs_mse_oracle,16,6,0,7,29,0.0,0.30434782608695654
samsum,prefill,v,2,0,bucketmiddle,gate_vs_mse_oracle,22,2,0,8,32,0.0,0.26666666666666666
samsum,prefill,v,2,1,bucketfirst,gate_vs_mse_oracle,19,12,0,3,34,0.0,0.13636363636363635
samsum,prefill,v,2,1,bucketlast,gate_vs_mse_oracle,32,3,0,0,35,0.0,0.0
samsum,prefill,v,2,1,bucketmiddle,gate_vs_mse_oracle,24,1,0,2,27,0.0,0.07692307692307693
samsum,prefill,v,2,2,bucketfirst,gate_vs_mse_oracle,15,14,0,3,32,0.0,0.16666666666666666
samsum,prefill,v,2,2,bucketlast,gate_vs_mse_oracle,24,4,0,10,38,0.0,0.29411764705882354
samsum,prefill,v,2,2,bucketmiddle,gate_vs_mse_oracle,23,1,0,2,26,0.0,0.08
samsum,prefill,v,2,3,bucketfirst,gate_vs_mse_oracle,25,12,0,0,37,0.0,0.0
samsum,prefill,v,2,3,bucketlast,gate_vs_mse_oracle,30,1,0,0,31,0.0,0.0
samsum,prefill,v,2,3,bucketmiddle,gate_vs_mse_oracle,28,0,0,0,28,,0.0
samsum,prefill,v,2,4,bucketfirst,gate_vs_mse_oracle,13,15,0,2,30,0.0,0.13333333333333333
samsum,prefill,v,2,4,bucketlast,gate_vs_mse_oracle,14,9,0,5,28,0.0,0.2631578947368421
samsum,prefill,v,2,4,bucketmiddle,gate_vs_mse_oracle,29,5,0,4,38,0.0,0.12121212121212122
samsum,prefill,v,2,5,bucketfirst,gate_vs_mse_oracle,25,12,0,0,37,0.0,0.0
samsum,prefill,v,2,5,bucketlast,gate_vs_mse_oracle,30,0,0,0,30,,0.0
samsum,prefill,v,2,5,bucketmiddle,gate_vs_mse_oracle,29,0,0,0,29,,0.0
samsum,prefill,v,2,6,bucketfirst,gate_vs_mse_oracle,14,12,0,0,26,0.0,0.0
samsum,prefill,v,2,6,bucketlast,gate_vs_mse_oracle,32,0,0,0,32,,0.0
samsum,prefill,v,2,6,bucketmiddle,gate_vs_mse_oracle,38,0,0,0,38,,0.0
samsum,prefill,v,2,7,bucketfirst,gate_vs_mse_oracle,12,13,0,1,26,0.0,0.07692307692307693
samsum,prefill,v,2,7,bucketlast,gate_vs_mse_oracle,33,5,0,0,38,0.0,0.0
samsum,prefill,v,2,7,bucketmiddle,gate_vs_mse_oracle,30,0,0,2,32,,0.0625
samsum,prefill,v,3,0,bucketfirst,gate_vs_mse_oracle,13,15,0,2,30,0.0,0.13333333333333333
samsum,prefill,v,3,0,bucketlast,gate_vs_mse_oracle,25,4,0,8,37,0.0,0.24242424242424243
samsum,prefill,v,3,0,bucketmiddle,gate_vs_mse_oracle,19,6,0,4,29,0.0,0.17391304347826086
samsum,prefill,v,3,1,bucketfirst,gate_vs_mse_oracle,25,12,0,0,37,0.0,0.0
samsum,prefill,v,3,1,bucketlast,gate_vs_mse_oracle,33,0,0,0,33,,0.0
samsum,prefill,v,3,1,bucketmiddle,gate_vs_mse_oracle,26,0,0,0,26,,0.0
samsum,prefill,v,3,2,bucketfirst,gate_vs_mse_oracle,13,13,1,1,28,0.07142857142857142,0.07142857142857142
samsum,prefill,v,3,2,bucketlast,gate_vs_mse_oracle,33,1,0,1,35,0.0,0.029411764705882353
samsum,prefill,v,3,2,bucketmiddle,gate_vs_mse_oracle,29,1,0,3,33,0.0,0.09375
samsum,prefill,v,3,3,bucketfirst,gate_vs_mse_oracle,13,17,0,5,35,0.0,0.2777777777777778
samsum,prefill,v,3,3,bucketlast,gate_vs_mse_oracle,18,4,0,10,32,0.0,0.35714285714285715
samsum,prefill,v,3,3,bucketmiddle,gate_vs_mse_oracle,18,3,0,8,29,0.0,0.3076923076923077
samsum,prefill,v,3,4,bucketfirst,gate_vs_mse_oracle,16,12,0,1,29,0.0,0.058823529411764705
samsum,prefill,v,3,4,bucketlast,gate_vs_mse_oracle,39,0,0,0,39,,0.0
samsum,prefill,v,3,4,bucketmiddle,gate_vs_mse_oracle,28,0,0,0,28,,0.0
samsum,prefill,v,3,5,bucketfirst,gate_vs_mse_oracle,12,15,0,4,31,0.0,0.25
samsum,prefill,v,3,5,bucketlast,gate_vs_mse_oracle,17,7,0,11,35,0.0,0.39285714285714285
samsum,prefill,v,3,5,bucketmiddle,gate_vs_mse_oracle,16,5,0,9,30,0.0,0.36
samsum,prefill,v,3,6,bucketfirst,gate_vs_mse_oracle,12,15,0,6,33,0.0,0.3333333333333333
samsum,prefill,v,3,6,bucketlast,gate_vs_mse_oracle,12,11,0,9,32,0.0,0.42857142857142855
samsum,prefill,v,3,6,bucketmiddle,gate_vs_mse_oracle,14,4,0,13,31,0.0,0.48148148148148145
samsum,prefill,v,3,7,bucketfirst,gate_vs_mse_oracle,10,14,1,3,28,0.06666666666666667,0.23076923076923078
samsum,prefill,v,3,7,bucketlast,gate_vs_mse_oracle,36,2,0,2,40,0.0,0.05263157894736842
samsum,prefill,v,3,7,bucketmiddle,gate_vs_mse_oracle,20,3,0,5,28,0.0,0.2
samsum,prefill,v,4,0,bucketfirst,gate_vs_mse_oracle,15,16,0,4,35,0.0,0.21052631578947367
samsum,prefill,v,4,0,bucketlast,gate_vs_mse_oracle,19,2,0,6,27,0.0,0.24
samsum,prefill,v,4,0,bucketmiddle,gate_vs_mse_oracle,23,7,0,4,34,0.0,0.14814814814814814
samsum,prefill,v,4,1,bucketfirst,gate_vs_mse_oracle,11,15,0,2,28,0.0,0.15384615384615385
samsum,prefill,v,4,1,bucketlast,gate_vs_mse_oracle,20,5,0,10,35,0.0,0.3333333333333333
samsum,prefill,v,4,1,bucketmiddle,gate_vs_mse_oracle,24,6,0,3,33,0.0,0.1111111111111111
samsum,prefill,v,4,2,bucketfirst,gate_vs_mse_oracle,24,12,0,0,36,0.0,0.0
samsum,prefill,v,4,2,bucketlast,gate_vs_mse_oracle,27,0,0,0,27,,0.0
samsum,prefill,v,4,2,bucketmiddle,gate_vs_mse_oracle,33,0,0,0,33,,0.0
samsum,prefill,v,4,3,bucketfirst,gate_vs_mse_oracle,18,12,0,0,30,0.0,0.0
samsum,prefill,v,4,3,bucketlast,gate_vs_mse_oracle,34,1,0,0,35,0.0,0.0
samsum,prefill,v,4,3,bucketmiddle,gate_vs_mse_oracle,30,0,0,1,31,,0.03225806451612903
samsum,prefill,v,4,4,bucketfirst,gate_vs_mse_oracle,21,12,0,0,33,0.0,0.0
samsum,prefill,v,4,4,bucketlast,gate_vs_mse_oracle,32,0,0,0,32,,0.0
samsum,prefill,v,4,4,bucketmiddle,gate_vs_mse_oracle,29,0,0,2,31,,0.06451612903225806
samsum,prefill,v,4,5,bucketfirst,gate_vs_mse_oracle,16,15,0,4,35,0.0,0.2
samsum,prefill,v,4,5,bucketlast,gate_vs_mse_oracle,18,5,0,4,27,0.0,0.18181818181818182
samsum,prefill,v,4,5,bucketmiddle,gate_vs_mse_oracle,25,3,0,6,34,0.0,0.1935483870967742
samsum,prefill,v,4,6,bucketfirst,gate_vs_mse_oracle,23,13,0,1,37,0.0,0.041666666666666664
samsum,prefill,v,4,6,bucketlast,gate_vs_mse_oracle,28,1,0,0,29,0.0,0.0
samsum,prefill,v,4,6,bucketmiddle,gate_vs_mse_oracle,29,0,0,1,30,,0.03333333333333333
samsum,prefill,v,4,7,bucketfirst,gate_vs_mse_oracle,16,14,0,2,32,0.0,0.1111111111111111
samsum,prefill,v,4,7,bucketlast,gate_vs_mse_oracle,20,4,0,5,29,0.0,0.2
samsum,prefill,v,4,7,bucketmiddle,gate_vs_mse_oracle,21,7,0,7,35,0.0,0.25
samsum,prefill,v,5,0,bucketfirst,gate_vs_mse_oracle,19,15,0,1,35,0.0,0.05
samsum,prefill,v,5,0,bucketlast,gate_vs_mse_oracle,25,1,0,6,32,0.0,0.1935483870967742
samsum,prefill,v,5,0,bucketmiddle,gate_vs_mse_oracle,26,2,1,0,29,0.3333333333333333,0.0
samsum,prefill,v,5,1,bucketfirst,gate_vs_mse_oracle,19,12,1,1,33,0.07692307692307693,0.05
samsum,prefill,v,5,1,bucketlast,gate_vs_mse_oracle,29,0,0,2,31,,0.06451612903225806
samsum,prefill,v,5,1,bucketmiddle,gate_vs_mse_oracle,31,1,0,0,32,0.0,0.0
samsum,prefill,v,5,2,bucketfirst,gate_vs_mse_oracle,21,12,0,0,33,0.0,0.0
samsum,prefill,v,5,2,bucketlast,gate_vs_mse_oracle,32,0,0,0,32,,0.0
samsum,prefill,v,5,2,bucketmiddle,gate_vs_mse_oracle,29,0,0,2,31,,0.06451612903225806
samsum,prefill,v,5,3,bucketfirst,gate_vs_mse_oracle,23,13,0,0,36,0.0,0.0
samsum,prefill,v,5,3,bucketlast,gate_vs_mse_oracle,24,2,0,4,30,0.0,0.14285714285714285
samsum,prefill,v,5,3,bucketmiddle,gate_vs_mse_oracle,28,2,0,0,30,0.0,0.0
samsum,prefill,v,5,4,bucketfirst,gate_vs_mse_oracle,15,14,0,1,30,0.0,0.0625
samsum,prefill,v,5,4,bucketlast,gate_vs_mse_oracle,26,4,0,3,33,0.0,0.10344827586206896
samsum,prefill,v,5,4,bucketmiddle,gate_vs_mse_oracle,29,1,0,3,33,0.0,0.09375
samsum,prefill,v,5,5,bucketfirst,gate_vs_mse_oracle,17,14,0,1,32,0.0,0.05555555555555555
samsum,prefill,v,5,5,bucketlast,gate_vs_mse_oracle,17,3,0,8,28,0.0,0.32
samsum,prefill,v,5,5,bucketmiddle,gate_vs_mse_oracle,22,5,0,9,36,0.0,0.2903225806451613
samsum,prefill,v,5,6,bucketfirst,gate_vs_mse_oracle,21,12,0,0,33,0.0,0.0
samsum,prefill,v,5,6,bucketlast,gate_vs_mse_oracle,26,2,2,0,30,0.5,0.0
samsum,prefill,v,5,6,bucketmiddle,gate_vs_mse_oracle,32,0,0,1,33,,0.030303030303030304
samsum,prefill,v,5,7,bucketfirst,gate_vs_mse_oracle,24,12,0,1,37,0.0,0.04
samsum,prefill,v,5,7,bucketlast,gate_vs_mse_oracle,26,1,0,2,29,0.0,0.07142857142857142
samsum,prefill,v,5,7,bucketmiddle,gate_vs_mse_oracle,28,1,0,1,30,0.0,0.034482758620689655
samsum,prefill,v,6,0,bucketfirst,gate_vs_mse_oracle,19,13,0,4,36,0.0,0.17391304347826086
samsum,prefill,v,6,0,bucketlast,gate_vs_mse_oracle,23,3,0,3,29,0.0,0.11538461538461539
samsum,prefill,v,6,0,bucketmiddle,gate_vs_mse_oracle,20,5,0,6,31,0.0,0.23076923076923078
samsum,prefill,v,6,1,bucketfirst,gate_vs_mse_oracle,8,15,0,7,30,0.0,0.4666666666666667
samsum,prefill,v,6,1,bucketlast,gate_vs_mse_oracle,14,10,0,6,30,0.0,0.3
samsum,prefill,v,6,1,bucketmiddle,gate_vs_mse_oracle,26,5,0,5,36,0.0,0.16129032258064516
samsum,prefill,v,6,2,bucketfirst,gate_vs_mse_oracle,23,13,0,0,36,0.0,0.0
samsum,prefill,v,6,2,bucketlast,gate_vs_mse_oracle,27,0,1,2,30,1.0,0.06896551724137931
samsum,prefill,v,6,2,bucketmiddle,gate_vs_mse_oracle,29,1,0,0,30,0.0,0.0
samsum,prefill,v,6,3,bucketfirst,gate_vs_mse_oracle,16,12,0,0,28,0.0,0.0
samsum,prefill,v,6,3,bucketlast,gate_vs_mse_oracle,32,0,0,3,35,,0.08571428571428572
samsum,prefill,v,6,3,bucketmiddle,gate_vs_mse_oracle,33,0,0,0,33,,0.0
samsum,prefill,v,6,4,bucketfirst,gate_vs_mse_oracle,18,12,0,1,31,0.0,0.05263157894736842
samsum,prefill,v,6,4,bucketlast,gate_vs_mse_oracle,30,0,0,4,34,,0.11764705882352941
samsum,prefill,v,6,4,bucketmiddle,gate_vs_mse_oracle,31,0,0,0,31,,0.0
samsum,prefill,v,6,5,bucketfirst,gate_vs_mse_oracle,20,9,1,2,32,0.1,0.09090909090909091
samsum,prefill,v,6,5,bucketlast,gate_vs_mse_oracle,26,6,0,1,33,0.0,0.037037037037037035
samsum,prefill,v,6,5,bucketmiddle,gate_vs_mse_oracle,21,3,0,7,31,0.0,0.25
samsum,prefill,v,6,6,bucketfirst,gate_vs_mse_oracle,23,12,0,2,37,0.0,0.08
samsum,prefill,v,6,6,bucketlast,gate_vs_mse_oracle,18,4,0,5,27,0.0,0.21739130434782608
samsum,prefill,v,6,6,bucketmiddle,gate_vs_mse_oracle,27,4,0,1,32,0.0,0.03571428571428571
samsum,prefill,v,6,7,bucketfirst,gate_vs_mse_oracle,16,16,0,4,36,0.0,0.2
samsum,prefill,v,6,7,bucketlast,gate_vs_mse_oracle,23,5,0,1,29,0.0,0.041666666666666664
samsum,prefill,v,6,7,bucketmiddle,gate_vs_mse_oracle,21,3,0,7,31,0.0,0.25
samsum,prefill,v,7,0,bucketfirst,gate_vs_mse_oracle,23,12,0,0,35,0.0,0.0
samsum,prefill,v,7,0,bucketlast,gate_vs_mse_oracle,26,0,0,1,27,,0.037037037037037035
samsum,prefill,v,7,0,bucketmiddle,gate_vs_mse_oracle,32,1,0,1,34,0.0,0.030303030303030304
samsum,prefill,v,7,1,bucketfirst,gate_vs_mse_oracle,18,12,0,0,30,0.0,0.0
samsum,prefill,v,7,1,bucketlast,gate_vs_mse_oracle,32,1,0,0,33,0.0,0.0
samsum,prefill,v,7,1,bucketmiddle,gate_vs_mse_oracle,31,0,0,2,33,,0.06060606060606061
samsum,prefill,v,7,2,bucketfirst,gate_vs_mse_oracle,22,14,0,2,38,0.0,0.08333333333333333
samsum,prefill,v,7,2,bucketlast,gate_vs_mse_oracle,19,2,1,4,26,0.3333333333333333,0.17391304347826086
samsum,prefill,v,7,2,bucketmiddle,gate_vs_mse_oracle,29,1,0,2,32,0.0,0.06451612903225806
samsum,prefill,v,7,3,bucketfirst,gate_vs_mse_oracle,19,13,0,7,39,0.0,0.2692307692307692
samsum,prefill,v,7,3,bucketlast,gate_vs_mse_oracle,21,3,0,3,27,0.0,0.125
samsum,prefill,v,7,3,bucketmiddle,gate_vs_mse_oracle,22,2,0,6,30,0.0,0.21428571428571427
samsum,prefill,v,7,4,bucketfirst,gate_vs_mse_oracle,20,13,0,1,34,0.0,0.047619047619047616
samsum,prefill,v,7,4,bucketlast,gate_vs_mse_oracle,27,7,0,4,38,0.0,0.12903225806451613
samsum,prefill,v,7,4,bucketmiddle,gate_vs_mse_oracle,21,1,0,2,24,0.0,0.08695652173913043
samsum,prefill,v,7,5,bucketfirst,gate_vs_mse_oracle,20,13,0,1,34,0.0,0.047619047619047616
samsum,prefill,v,7,5,bucketlast,gate_vs_mse_oracle,29,1,0,3,33,0.0,0.09375
samsum,prefill,v,7,5,bucketmiddle,gate_vs_mse_oracle,27,1,0,1,29,0.0,0.03571428571428571
samsum,prefill,v,7,6,bucketfirst,gate_vs_mse_oracle,17,12,0,0,29,0.0,0.0
samsum,prefill,v,7,6,bucketlast,gate_vs_mse_oracle,29,0,0,2,31,,0.06451612903225806
samsum,prefill,v,7,6,bucketmiddle,gate_vs_mse_oracle,35,1,0,0,36,0.0,0.0
samsum,prefill,v,7,7,bucketfirst,gate_vs_mse_oracle,17,12,0,4,33,0.0,0.19047619047619047
samsum,prefill,v,7,7,bucketlast,gate_vs_mse_oracle,26,0,0,1,27,,0.037037037037037035
samsum,prefill,v,7,7,bucketmiddle,gate_vs_mse_oracle,27,7,0,2,36,0.0,0.06896551724137931
samsum,prefill,v,8,0,bucketfirst,gate_vs_mse_oracle,12,12,0,2,26,0.0,0.14285714285714285
samsum,prefill,v,8,0,bucketlast,gate_vs_mse_oracle,29,0,0,5,34,,0.14705882352941177
samsum,prefill,v,8,0,bucketmiddle,gate_vs_mse_oracle,34,2,0,0,36,0.0,0.0
samsum,prefill,v,8,1,bucketfirst,gate_vs_mse_oracle,14,12,0,4,30,0.0,0.2222222222222222
samsum,prefill,v,8,1,bucketlast,gate_vs_mse_oracle,26,3,0,6,35,0.0,0.1875
samsum,prefill,v,8,1,bucketmiddle,gate_vs_mse_oracle,25,1,0,5,31,0.0,0.16666666666666666
samsum,prefill,v,8,2,bucketfirst,gate_vs_mse_oracle,18,9,0,6,33,0.0,0.25
