context_tokens,decode_tokens,capacity_backend,round,seed,backend,prefill_ms,cache_setup_ms,decode_total_ms,mean_tpot_ms,median_tpot_ms,p90_tpot_ms,p95_tpot_ms,tokens_per_sec,peak_allocated_bytes,peak_reserved_bytes,mixed_v_fused_calls,mixed_v_reference_calls,selector_calls,importance_update_calls,pack_calls,cache_concat_events,cache_concat_bytes,largest_cache_concat_bytes,profile_enabled
4096,512,chunked_capacity,1,24445390,fused,71.56543899327517,71.56543899327517,49565.83822631836,96.80827778577805,93.92435455322266,97.48274993896484,97.67219543457031,10.329695175580413,16373799936,16468934656,16384,0,0,0,0,0,0,0,False
4096,512,chunked_capacity,2,24445391,fused,68.63789609633386,68.63789609633386,49900.432304382324,97.46178184449673,94.49369430541992,97.6209945678711,98.07974243164062,10.260432151707741,16373799936,16468934656,16384,0,0,0,0,0,0,0,False
4096,512,chunked_capacity,3,24445392,fused,69.11072507500648,69.11072507500648,49686.85877990723,97.0446460545063,93.9873275756836,97.69983673095703,98.01318359375,10.304535496356367,16373799936,16468934656,16384,0,0,0,0,0,0,0,False
4096,512,chunked_capacity,4,24445393,fused,69.35557397082448,69.35557397082448,49713.6076965332,97.09689003229141,93.88851165771484,97.89542388916016,98.25382232666016,10.298991035319782,16373799936,16468934656,16384,0,0,0,0,0,0,0,False
8192,512,baseline,0,28578253,fused,50.493170972913504,50.493170972913504,55015.615463256836,107.45237395167351,105.20115280151367,106.42841339111328,108.04838562011719,9.306448645329587,16580991488,16668164096,16384,0,0,0,0,0,0,0,False
8192,512,baseline,1,28578254,fused,51.73730198293924,51.73730198293924,55067.931648254395,107.55455400049686,105.38035202026367,106.93119812011719,108.2245101928711,9.297607240279016,16580991488,16668164096,16384,0,0,0,0,0,0,0,False
8192,512,baseline,2,28578255,fused,50.90591078624129,50.90591078624129,55924.264991760254,109.22708006203175,106.05311965942383,110.26227569580078,110.52851104736328,9.155238787231927,16580991488,16668164096,16384,0,0,0,0,0,0,0,False
8192,512,baseline,3,28578256,fused,51.50297004729509,51.50297004729509,56518.23097991943,110.38716988265514,106.95014190673828,111.43475341796875,111.79417419433594,9.059023807413759,16580991488,16668164096,16384,0,0,0,0,0,0,0,False
8192,512,baseline,4,28578257,fused,51.43884499557316,51.43884499557316,56471.03485107422,110.29498994350433,107.26246643066406,110.67289733886719,111.7132797241211,9.066594960589082,16580991488,16668164096,16384,0,0,0,0,0,0,0,False
8192,512,fixed_capacity,0,28578253,fused,82.50934421084821,82.50934421084821,50671.07019805908,98.96693398058414,95.98976135253906,100.31206512451172,100.7083511352539,10.104384967570939,17364304384,17444110336,16384,0,0,0,0,0,0,0,False
8192,512,fixed_capacity,1,28578254,fused,82.98342605121434,82.98342605121434,50817.102851867676,99.25215400755405,96.04813003540039,101.53984069824219,103.52742767333984,10.075348086892808,17364304384,17444110336,16384,0,0,0,0,0,0,0,False
