task,phase,kv_type,layer,kv_head,bucket,metric,count,mean,std
passage_retrieval_zh,decode,v,31,3,bucketfirst,candidate_gate_accepted_fraction,1,0.0546875,0.0
passage_retrieval_zh,decode,v,31,4,bucketfirst,candidate_gate_accepted_fraction,1,0.0859375,0.0
passage_retrieval_zh,decode,v,31,5,bucketfirst,candidate_gate_accepted_fraction,1,0.0703125,0.0
passage_retrieval_zh,decode,v,31,6,bucketfirst,candidate_gate_accepted_fraction,1,0.0859375,0.0
passage_retrieval_zh,decode,v,31,7,bucketfirst,candidate_gate_accepted_fraction,1,0.078125,0.0
passage_retrieval_zh,decode,v,4,0,bucketfirst,candidate_gate_accepted_fraction,1,0.0546875,0.0
passage_retrieval_zh,decode,v,4,1,bucketfirst,candidate_gate_accepted_fraction,1,0.09375,0.0
passage_retrieval_zh,decode,v,4,2,bucketfirst,candidate_gate_accepted_fraction,1,0.0625,0.0
passage_retrieval_zh,decode,v,4,3,bucketfirst,candidate_gate_accepted_fraction,1,0.03125,0.0
passage_retrieval_zh,decode,v,4,4,bucketfirst,candidate_gate_accepted_fraction,1,0.0703125,0.0
passage_retrieval_zh,decode,v,4,5,bucketfirst,candidate_gate_accepted_fraction,1,0.0859375,0.0
passage_retrieval_zh,decode,v,4,6,bucketfirst,candidate_gate_accepted_fraction,1,0.0390625,0.0
passage_retrieval_zh,decode,v,4,7,bucketfirst,candidate_gate_accepted_fraction,1,0.0859375,0.0
passage_retrieval_zh,decode,v,5,0,bucketfirst,candidate_gate_accepted_fraction,1,0.03125,0.0
passage_retrieval_zh,decode,v,5,1,bucketfirst,candidate_gate_accepted_fraction,1,0.046875,0.0
passage_retrieval_zh,decode,v,5,2,bucketfirst,candidate_gate_accepted_fraction,1,0.046875,0.0
passage_retrieval_zh,decode,v,5,3,bucketfirst,candidate_gate_accepted_fraction,1,0.0234375,0.0
passage_retrieval_zh,decode,v,5,4,bucketfirst,candidate_gate_accepted_fraction,1,0.078125,0.0
passage_retrieval_zh,decode,v,5,5,bucketfirst,candidate_gate_accepted_fraction,1,0.0546875,0.0
passage_retrieval_zh,decode,v,5,6,bucketfirst,candidate_gate_accepted_fraction,1,0.078125,0.0
passage_retrieval_zh,decode,v,5,7,bucketfirst,candidate_gate_accepted_fraction,1,0.015625,0.0
passage_retrieval_zh,decode,v,6,0,bucketfirst,candidate_gate_accepted_fraction,1,0.0390625,0.0
passage_retrieval_zh,decode,v,6,1,bucketfirst,candidate_gate_accepted_fraction,1,0.046875,0.0
passage_retrieval_zh,decode,v,6,2,bucketfirst,candidate_gate_accepted_fraction,1,0.015625,0.0
passage_retrieval_zh,decode,v,6,3,bucketfirst,candidate_gate_accepted_fraction,1,0.0703125,0.0
passage_retrieval_zh,decode,v,6,4,bucketfirst,candidate_gate_accepted_fraction,1,0.0859375,0.0
passage_retrieval_zh,decode,v,6,5,bucketfirst,candidate_gate_accepted_fraction,1,0.0546875,0.0
passage_retrieval_zh,decode,v,6,6,bucketfirst,candidate_gate_accepted_fraction,1,0.125,0.0
passage_retrieval_zh,decode,v,6,7,bucketfirst,candidate_gate_accepted_fraction,1,0.0234375,0.0
passage_retrieval_zh,decode,v,7,0,bucketfirst,candidate_gate_accepted_fraction,1,0.1171875,0.0
passage_retrieval_zh,decode,v,7,1,bucketfirst,candidate_gate_accepted_fraction,1,0.03125,0.0
passage_retrieval_zh,decode,v,7,2,bucketfirst,candidate_gate_accepted_fraction,1,0.03125,0.0
passage_retrieval_zh,decode,v,7,3,bucketfirst,candidate_gate_accepted_fraction,1,0.0703125,0.0
passage_retrieval_zh,decode,v,7,4,bucketfirst,candidate_gate_accepted_fraction,1,0.046875,0.0
passage_retrieval_zh,decode,v,7,5,bucketfirst,candidate_gate_accepted_fraction,1,0.125,0.0
passage_retrieval_zh,decode,v,7,6,bucketfirst,candidate_gate_accepted_fraction,1,0.0625,0.0
passage_retrieval_zh,decode,v,7,7,bucketfirst,candidate_gate_accepted_fraction,1,0.015625,0.0
passage_retrieval_zh,decode,v,8,0,bucketfirst,candidate_gate_accepted_fraction,1,0.0625,0.0
passage_retrieval_zh,decode,v,8,1,bucketfirst,candidate_gate_accepted_fraction,1,0.0625,0.0
passage_retrieval_zh,decode,v,8,2,bucketfirst,candidate_gate_accepted_fraction,1,0.125,0.0
passage_retrieval_zh,decode,v,8,3,bucketfirst,candidate_gate_accepted_fraction,1,0.0390625,0.0
passage_retrieval_zh,decode,v,8,4,bucketfirst,candidate_gate_accepted_fraction,1,0.015625,0.0
passage_retrieval_zh,decode,v,8,5,bucketfirst,candidate_gate_accepted_fraction,1,0.171875,0.0
passage_retrieval_zh,decode,v,8,6,bucketfirst,candidate_gate_accepted_fraction,1,0.109375,0.0
passage_retrieval_zh,decode,v,8,7,bucketfirst,candidate_gate_accepted_fraction,1,0.046875,0.0
passage_retrieval_zh,decode,v,9,0,bucketfirst,candidate_gate_accepted_fraction,1,0.046875,0.0
passage_retrieval_zh,decode,v,9,1,bucketfirst,candidate_gate_accepted_fraction,1,0.0703125,0.0
passage_retrieval_zh,decode,v,9,2,bucketfirst,candidate_gate_accepted_fraction,1,0.0703125,0.0
passage_retrieval_zh,decode,v,9,3,bucketfirst,candidate_gate_accepted_fraction,1,0.0703125,0.0
passage_retrieval_zh,decode,v,9,4,bucketfirst,candidate_gate_accepted_fraction,1,0.1171875,0.0
passage_retrieval_zh,decode,v,9,5,bucketfirst,candidate_gate_accepted_fraction,1,0.140625,0.0
passage_retrieval_zh,decode,v,9,6,bucketfirst,candidate_gate_accepted_fraction,1,0.1484375,0.0
passage_retrieval_zh,decode,v,9,7,bucketfirst,candidate_gate_accepted_fraction,1,0.09375,0.0
