variant,kv_head,ref_centroid,test_centroid,l2_cost
scaled_real_delta_4,2,11,11,0.015128841623663902
scaled_real_delta_4,2,12,12,1.2685993909835815
scaled_real_delta_4,2,13,13,0.006765823345631361
scaled_real_delta_4,2,14,14,2.227747678756714
scaled_real_delta_4,2,15,15,1.4616997241973877
scaled_real_delta_4,2,16,16,0.0078125
scaled_real_delta_4,2,17,17,0.006765823345631361
scaled_real_delta_4,2,18,18,0.0
scaled_real_delta_4,2,19,19,0.01069770660251379
scaled_real_delta_4,2,20,20,0.00390625
scaled_real_delta_4,2,21,21,0.009568319655954838
scaled_real_delta_4,2,22,22,0.009959022514522076
scaled_real_delta_4,2,23,23,0.018321936950087547
scaled_real_delta_4,2,24,24,0.008734640665352345
scaled_real_delta_4,2,25,25,0.010334965772926807
scaled_real_delta_4,2,26,26,0.008734640665352345
scaled_real_delta_4,2,27,27,2.908540964126587
scaled_real_delta_4,2,28,28,0.006765823345631361
scaled_real_delta_4,2,29,29,0.009160968475043774
scaled_real_delta_4,2,30,30,0.008286407217383385
scaled_real_delta_4,2,31,31,0.0078125
scaled_real_delta_4,3,0,0,1.9446653127670288
scaled_real_delta_4,3,1,1,0.574962317943573
scaled_real_delta_4,3,2,2,0.007307924795895815
scaled_real_delta_4,3,3,3,0.7692932486534119
scaled_real_delta_4,3,4,4,0.4854606091976166
scaled_real_delta_4,3,5,5,0.0078125
scaled_real_delta_4,3,6,6,0.336969256401062
scaled_real_delta_4,3,7,7,0.006765823345631361
scaled_real_delta_4,3,8,8,0.006765823345631361
scaled_real_delta_4,3,9,9,1.4588888883590698
scaled_real_delta_4,3,10,10,1.4097341299057007
scaled_real_delta_4,3,11,11,1.6969003677368164
scaled_real_delta_4,3,12,12,0.006176323629915714
scaled_real_delta_4,3,13,13,1.126650094985962
scaled_real_delta_4,3,14,14,0.7373868227005005
scaled_real_delta_4,3,15,15,1.9957287311553955
scaled_real_delta_4,3,16,16,1.523547649383545
scaled_real_delta_4,3,17,17,1.5379194021224976
scaled_real_delta_4,3,18,18,0.7911819815635681
scaled_real_delta_4,3,19,19,0.6209094524383545
scaled_real_delta_4,3,20,20,0.006176323629915714
scaled_real_delta_4,3,21,21,1.1069377660751343
scaled_real_delta_4,3,22,22,0.007307924795895815
scaled_real_delta_4,3,23,23,0.6840344667434692
scaled_real_delta_4,3,24,24,0.4794434607028961
scaled_real_delta_4,3,25,25,0.00390625
scaled_real_delta_4,3,26,26,0.008734640665352345
scaled_real_delta_4,3,27,27,0.7381469011306763
scaled_real_delta_4,3,28,28,0.6356454491615295
scaled_real_delta_4,3,29,29,0.45532533526420593
scaled_real_delta_4,3,30,30,0.0
scaled_real_delta_4,3,31,31,0.6775795817375183
scaled_real_delta_4,4,0,0,0.008734640665352345
scaled_real_delta_4,4,1,1,0.007307924795895815
scaled_real_delta_4,4,2,2,0.004784159827977419
scaled_real_delta_4,4,3,3,0.0078125
scaled_real_delta_4,4,4,4,0.00390625
scaled_real_delta_4,4,5,5,0.00390625
scaled_real_delta_4,4,6,6,0.007307924795895815
scaled_real_delta_4,4,7,7,0.005524271633476019
scaled_real_delta_4,4,8,8,0.005524271633476019
scaled_real_delta_4,4,9,9,0.0
scaled_real_delta_4,4,10,10,0.006765823345631361
scaled_real_delta_4,4,11,11,0.00390625
scaled_real_delta_4,4,12,12,0.00390625
scaled_real_delta_4,4,13,13,0.0
scaled_real_delta_4,4,14,14,0.00390625
scaled_real_delta_4,4,15,15,0.005524271633476019
scaled_real_delta_4,4,16,16,0.009568319655954838
scaled_real_delta_4,4,17,17,0.005524271633476019
scaled_real_delta_4,4,18,18,0.005524271633476019
scaled_real_delta_4,4,19,19,0.00390625
scaled_real_delta_4,4,20,20,0.004784159827977419
scaled_real_delta_4,4,21,21,0.006176323629915714
scaled_real_delta_4,4,22,22,0.006176323629915714
scaled_real_delta_4,4,23,23,0.007307924795895815
scaled_real_delta_4,4,24,24,0.008734640665352345
scaled_real_delta_4,4,25,25,0.005524271633476019
scaled_real_delta_4,4,26,26,0.008734640665352345
scaled_real_delta_4,4,27,27,0.004784159827977419
scaled_real_delta_4,4,28,28,0.004784159827977419
scaled_real_delta_4,4,29,29,0.005524271633476019
scaled_real_delta_4,4,30,30,0.008734640665352345
scaled_real_delta_4,4,31,31,0.009568319655954838
scaled_real_delta_4,5,0,0,0.0078125
scaled_real_delta_4,5,1,1,0.005524271633476019
scaled_real_delta_4,5,2,2,0.005524271633476019
scaled_real_delta_4,5,3,3,0.005524271633476019
scaled_real_delta_4,5,4,4,0.005524271633476019
scaled_real_delta_4,5,5,5,0.00390625
scaled_real_delta_4,5,6,6,3.6724672317504883
scaled_real_delta_4,5,7,7,0.7181553244590759
scaled_real_delta_4,5,8,8,0.010334965772926807
scaled_real_delta_4,5,9,9,0.008734640665352345
scaled_real_delta_4,5,10,10,0.006765823345631361
scaled_real_delta_4,5,11,11,0.005524271633476019
scaled_real_delta_4,5,12,12,0.006765823345631361
scaled_real_delta_4,5,13,13,0.6531385779380798
scaled_real_delta_4,5,14,14,0.005524271633476019
scaled_real_delta_4,5,15,15,0.006765823345631361
scaled_real_delta_4,5,16,16,0.005524271633476019
scaled_real_delta_4,5,17,17,0.6511145830154419
scaled_real_delta_4,5,18,18,0.00390625
scaled_real_delta_4,5,19,19,0.011048543266952038
scaled_real_delta_4,5,20,20,0.008734640665352345
scaled_real_delta_4,5,21,21,0.0078125
scaled_real_delta_4,5,22,22,0.006765823345631361
scaled_real_delta_4,5,23,23,0.004784159827977419
scaled_real_delta_4,5,24,24,0.005524271633476019
scaled_real_delta_4,5,25,25,0.005524271633476019
scaled_real_delta_4,5,26,26,0.005524271633476019
scaled_real_delta_4,5,27,27,0.008734640665352345
scaled_real_delta_4,5,28,28,0.006176323629915714
scaled_real_delta_4,5,29,29,0.005524271633476019
scaled_real_delta_4,5,30,30,0.005524271633476019
scaled_real_delta_4,5,31,31,0.013531646691262722
scaled_real_delta_4,6,0,0,0.009568319655954838
scaled_real_delta_4,6,1,1,0.005524271633476019
scaled_real_delta_4,6,2,2,0.01991804502904415
scaled_real_delta_4,6,3,3,0.004784159827977419
scaled_real_delta_4,6,4,4,0.009568319655954838
scaled_real_delta_4,6,5,5,0.01461584959179163
scaled_real_delta_4,6,6,6,0.0
scaled_real_delta_4,6,7,7,0.00390625
scaled_real_delta_4,6,8,8,0.013531646691262722
scaled_real_delta_4,6,9,9,0.012352647259831429
scaled_real_delta_4,6,10,10,0.005524271633476019
scaled_real_delta_4,6,11,11,0.011048543266952038
scaled_real_delta_4,6,12,12,0.0078125
scaled_real_delta_4,6,13,13,0.013531646691262722
scaled_real_delta_4,6,14,14,0.012352647259831429
scaled_real_delta_4,6,15,15,0.011048543266952038
scaled_real_delta_4,6,16,16,0.009568319655954838
scaled_real_delta_4,6,17,17,0.0
scaled_real_delta_4,6,18,18,0.006765823345631361
scaled_real_delta_4,6,19,19,0.015625
scaled_real_delta_4,6,20,20,0.0
scaled_real_delta_4,6,21,21,0.024079741910099983
scaled_real_delta_4,6,22,22,0.01461584959179163
scaled_real_delta_4,6,23,23,0.011048543266952038
scaled_real_delta_4,6,24,24,0.0078125
scaled_real_delta_4,6,25,25,0.01461584959179163
scaled_real_delta_4,6,26,26,0.0
scaled_real_delta_4,6,27,27,0.013531646691262722
scaled_real_delta_4,6,28,28,0.00390625
scaled_real_delta_4,6,29,29,0.005524271633476019
scaled_real_delta_4,6,30,30,0.0
scaled_real_delta_4,6,31,31,0.013531646691262722
scaled_real_delta_4,7,0,0,0.455258309841156
scaled_real_delta_4,7,1,1,1.2161462306976318
scaled_real_delta_4,7,2,2,1.5104464292526245
scaled_real_delta_4,7,3,3,0.011048543266952038
scaled_real_delta_4,7,4,4,0.017026949673891068
scaled_real_delta_4,7,5,5,2.176149368286133
scaled_real_delta_4,7,6,6,1.3570775985717773
scaled_real_delta_4,7,7,7,0.4618552029132843
scaled_real_delta_4,7,8,8,1.9516674280166626
scaled_real_delta_4,7,9,9,0.005524271633476019
scaled_real_delta_4,7,10,10,1.840040683746338
scaled_real_delta_4,7,11,11,0.8808572292327881
scaled_real_delta_4,7,12,12,1.6952742338180542
scaled_real_delta_4,7,13,13,0.27698591351509094
scaled_real_delta_4,7,14,14,2.2267885208129883
scaled_real_delta_4,7,15,15,0.008734640665352345
scaled_real_delta_4,7,16,16,6.01578426361084
scaled_real_delta_4,7,17,17,1.745143175125122
scaled_real_delta_4,7,18,18,2.2352967262268066
scaled_real_delta_4,7,19,19,0.00390625
scaled_real_delta_4,7,20,20,3.156116485595703
scaled_real_delta_4,7,21,21,0.8285394906997681
scaled_real_delta_4,7,22,22,1.417296051979065
scaled_real_delta_4,7,23,23,0.009568319655954838
scaled_real_delta_4,7,24,24,2.0320310592651367
scaled_real_delta_4,7,25,25,0.0078125
scaled_real_delta_4,7,26,26,0.8407289981842041
scaled_real_delta_4,7,27,27,1.1780275106430054
scaled_real_delta_4,7,28,28,1.305254578590393
scaled_real_delta_4,7,29,29,0.009568319655954838
scaled_real_delta_4,7,30,30,0.011048543266952038
scaled_real_delta_4,7,31,31,1.260926365852356
