variant,kv_head,ref_centroid,test_centroid,l2_cost
real_delta_alpha_1,0,0,0,1.67130446434021
real_delta_alpha_1,0,1,1,1.915950894355774
real_delta_alpha_1,0,2,2,0.8346222043037415
real_delta_alpha_1,0,3,3,0.0078125
real_delta_alpha_1,0,4,4,2.0148754119873047
real_delta_alpha_1,0,5,5,0.0078125
real_delta_alpha_1,0,6,6,0.5141729116439819
real_delta_alpha_1,0,7,7,0.0078125
real_delta_alpha_1,0,8,8,0.0078125
real_delta_alpha_1,0,9,9,0.0078125
real_delta_alpha_1,0,10,10,1.4145264625549316
real_delta_alpha_1,0,11,11,0.0078125
real_delta_alpha_1,0,12,12,0.0
real_delta_alpha_1,0,13,13,0.9087721109390259
real_delta_alpha_1,0,14,14,0.005524271633476019
real_delta_alpha_1,0,15,15,0.0078125
real_delta_alpha_1,0,16,16,0.44345831871032715
real_delta_alpha_1,0,17,17,0.0
real_delta_alpha_1,0,18,18,0.8045358061790466
real_delta_alpha_1,0,19,19,0.6577132344245911
real_delta_alpha_1,0,20,20,0.0
real_delta_alpha_1,0,21,21,1.5501168966293335
real_delta_alpha_1,0,22,22,0.0078125
real_delta_alpha_1,0,23,23,0.0
real_delta_alpha_1,0,24,24,1.1516351699829102
real_delta_alpha_1,0,25,25,0.009568319655954838
real_delta_alpha_1,0,26,26,0.0078125
real_delta_alpha_1,0,27,27,0.7521534562110901
real_delta_alpha_1,0,28,28,0.005524271633476019
real_delta_alpha_1,0,29,29,1.1648486852645874
real_delta_alpha_1,0,30,30,1.5307615995407104
real_delta_alpha_1,0,31,31,3.5741782188415527
real_delta_alpha_1,1,0,0,0.005524271633476019
real_delta_alpha_1,1,1,1,0.00390625
real_delta_alpha_1,1,2,2,0.0078125
real_delta_alpha_1,1,3,3,0.00390625
real_delta_alpha_1,1,4,4,0.0078125
real_delta_alpha_1,1,5,5,0.006765823345631361
real_delta_alpha_1,1,6,6,0.00390625
real_delta_alpha_1,1,7,7,0.0
real_delta_alpha_1,1,8,8,0.005524271633476019
real_delta_alpha_1,1,9,9,0.00390625
real_delta_alpha_1,1,10,10,0.005524271633476019
real_delta_alpha_1,1,11,11,0.005524271633476019
real_delta_alpha_1,1,12,12,0.005524271633476019
real_delta_alpha_1,1,13,13,0.008734640665352345
real_delta_alpha_1,1,14,14,0.0078125
real_delta_alpha_1,1,15,15,0.005524271633476019
real_delta_alpha_1,1,16,16,0.0
real_delta_alpha_1,1,17,17,0.0078125
real_delta_alpha_1,1,18,18,0.0
real_delta_alpha_1,1,19,19,0.00390625
real_delta_alpha_1,1,20,20,0.005524271633476019
real_delta_alpha_1,1,21,21,0.00390625
real_delta_alpha_1,1,22,22,0.0078125
real_delta_alpha_1,1,23,23,0.005524271633476019
real_delta_alpha_1,1,24,24,0.00390625
real_delta_alpha_1,1,25,25,0.00390625
real_delta_alpha_1,1,26,26,0.00390625
real_delta_alpha_1,1,27,27,0.00390625
real_delta_alpha_1,1,28,28,0.00390625
real_delta_alpha_1,1,29,29,0.005524271633476019
real_delta_alpha_1,1,30,30,0.0
real_delta_alpha_1,1,31,31,0.005524271633476019
real_delta_alpha_1,2,0,0,0.0
real_delta_alpha_1,2,1,1,0.006765823345631361
real_delta_alpha_1,2,2,2,0.0078125
real_delta_alpha_1,2,3,3,0.005524271633476019
real_delta_alpha_1,2,4,4,0.00390625
real_delta_alpha_1,2,5,5,0.0
real_delta_alpha_1,2,6,6,0.0
real_delta_alpha_1,2,7,7,0.0
real_delta_alpha_1,2,8,8,0.0
real_delta_alpha_1,2,9,9,0.005524271633476019
real_delta_alpha_1,2,10,10,0.0
real_delta_alpha_1,2,11,11,0.0
real_delta_alpha_1,2,12,12,0.005524271633476019
real_delta_alpha_1,2,13,13,0.0
real_delta_alpha_1,2,14,14,0.0078125
real_delta_alpha_1,2,15,15,0.0
real_delta_alpha_1,2,16,16,0.00390625
real_delta_alpha_1,2,17,17,0.005524271633476019
real_delta_alpha_1,2,18,18,0.0
real_delta_alpha_1,2,19,19,0.005524271633476019
real_delta_alpha_1,2,20,20,0.0
real_delta_alpha_1,2,21,21,0.0
real_delta_alpha_1,2,22,22,0.004784159827977419
real_delta_alpha_1,2,23,23,0.005524271633476019
real_delta_alpha_1,2,24,24,0.0
real_delta_alpha_1,2,25,25,0.0
real_delta_alpha_1,2,26,26,0.00390625
real_delta_alpha_1,2,27,27,0.0
real_delta_alpha_1,2,28,28,0.0
real_delta_alpha_1,2,29,29,0.0
real_delta_alpha_1,2,30,30,0.00390625
real_delta_alpha_1,2,31,31,0.0
real_delta_alpha_1,3,0,0,1.9454870223999023
real_delta_alpha_1,3,1,1,0.5746504068374634
real_delta_alpha_1,3,2,2,0.004784159827977419
real_delta_alpha_1,3,3,3,0.0027621358167380095
real_delta_alpha_1,3,4,4,0.0
real_delta_alpha_1,3,5,5,0.00390625
real_delta_alpha_1,3,6,6,0.004784159827977419
real_delta_alpha_1,3,7,7,0.0
real_delta_alpha_1,3,8,8,0.0027621358167380095
real_delta_alpha_1,3,9,9,0.6506867408752441
real_delta_alpha_1,3,10,10,1.5809940099716187
real_delta_alpha_1,3,11,11,0.5345642566680908
real_delta_alpha_1,3,12,12,0.0
real_delta_alpha_1,3,13,13,0.9909102320671082
real_delta_alpha_1,3,14,14,0.45238354802131653
real_delta_alpha_1,3,15,15,0.5037018060684204
real_delta_alpha_1,3,16,16,0.0
real_delta_alpha_1,3,17,17,0.0
real_delta_alpha_1,3,18,18,0.5661367774009705
real_delta_alpha_1,3,19,19,0.0
real_delta_alpha_1,3,20,20,0.0
real_delta_alpha_1,3,21,21,0.005524271633476019
real_delta_alpha_1,3,22,22,0.004784159827977419
real_delta_alpha_1,3,23,23,0.6960527300834656
real_delta_alpha_1,3,24,24,0.0027621358167380095
real_delta_alpha_1,3,25,25,0.0
real_delta_alpha_1,3,26,26,0.8791579604148865
real_delta_alpha_1,3,27,27,0.0027621358167380095
real_delta_alpha_1,3,28,28,0.0
real_delta_alpha_1,3,29,29,0.00390625
real_delta_alpha_1,3,30,30,0.0027621358167380095
real_delta_alpha_1,3,31,31,0.44537246227264404
real_delta_alpha_1,4,0,0,0.00390625
real_delta_alpha_1,4,1,1,0.00390625
real_delta_alpha_1,4,2,2,0.004784159827977419
real_delta_alpha_1,4,3,3,0.00390625
real_delta_alpha_1,4,4,4,0.0027621358167380095
real_delta_alpha_1,4,5,5,0.0
real_delta_alpha_1,4,6,6,0.0
real_delta_alpha_1,4,7,7,0.0
real_delta_alpha_1,4,8,8,0.0
real_delta_alpha_1,4,9,9,0.0
real_delta_alpha_1,4,10,10,0.004784159827977419
real_delta_alpha_1,4,11,11,0.00390625
real_delta_alpha_1,4,12,12,0.00390625
real_delta_alpha_1,4,13,13,0.004784159827977419
real_delta_alpha_1,4,14,14,0.005524271633476019
real_delta_alpha_1,4,15,15,0.0027621358167380095
real_delta_alpha_1,4,16,16,0.0
real_delta_alpha_1,4,17,17,0.004784159827977419
real_delta_alpha_1,4,18,18,0.004784159827977419
real_delta_alpha_1,4,19,19,0.0
real_delta_alpha_1,4,20,20,0.0
real_delta_alpha_1,4,21,21,0.004784159827977419
real_delta_alpha_1,4,22,22,0.00390625
real_delta_alpha_1,4,23,23,0.006765823345631361
real_delta_alpha_1,4,24,24,0.00390625
real_delta_alpha_1,4,25,25,0.004784159827977419
real_delta_alpha_1,4,26,26,0.005524271633476019
real_delta_alpha_1,4,27,27,0.00390625
real_delta_alpha_1,4,28,28,0.0027621358167380095
real_delta_alpha_1,4,29,29,0.005524271633476019
real_delta_alpha_1,4,30,30,0.00390625
real_delta_alpha_1,4,31,31,0.0
real_delta_alpha_1,5,0,0,0.0
real_delta_alpha_1,5,1,1,0.0
real_delta_alpha_1,5,2,2,0.00390625
real_delta_alpha_1,5,3,3,0.005524271633476019
real_delta_alpha_1,5,4,4,0.0078125
real_delta_alpha_1,5,5,5,0.00390625
real_delta_alpha_1,5,6,6,3.672454595565796
real_delta_alpha_1,5,7,7,0.7177940607070923
real_delta_alpha_1,5,8,8,0.00390625
real_delta_alpha_1,5,9,9,0.005524271633476019
real_delta_alpha_1,5,10,10,0.0078125
real_delta_alpha_1,5,11,11,0.0
real_delta_alpha_1,5,12,12,0.005524271633476019
real_delta_alpha_1,5,13,13,0.6531385779380798
real_delta_alpha_1,5,14,14,0.0
real_delta_alpha_1,5,15,15,0.006765823345631361
real_delta_alpha_1,5,16,16,0.0
real_delta_alpha_1,5,17,17,0.6511263251304626
real_delta_alpha_1,5,18,18,0.0
real_delta_alpha_1,5,19,19,0.0078125
real_delta_alpha_1,5,20,20,0.005524271633476019
real_delta_alpha_1,5,21,21,0.006765823345631361
real_delta_alpha_1,5,22,22,0.0078125
real_delta_alpha_1,5,23,23,0.0027621358167380095
real_delta_alpha_1,5,24,24,0.005524271633476019
real_delta_alpha_1,5,25,25,0.00390625
real_delta_alpha_1,5,26,26,0.00390625
real_delta_alpha_1,5,27,27,0.005524271633476019
real_delta_alpha_1,5,28,28,0.00390625
real_delta_alpha_1,5,29,29,0.0
real_delta_alpha_1,5,30,30,0.0
real_delta_alpha_1,5,31,31,0.005524271633476019
real_delta_alpha_1,6,0,0,0.0078125
real_delta_alpha_1,6,1,1,0.0
real_delta_alpha_1,6,2,2,0.009568319655954838
real_delta_alpha_1,6,3,3,0.0027621358167380095
real_delta_alpha_1,6,4,4,0.0
real_delta_alpha_1,6,5,5,0.0078125
real_delta_alpha_1,6,6,6,0.005524271633476019
real_delta_alpha_1,6,7,7,0.0
real_delta_alpha_1,6,8,8,0.0
real_delta_alpha_1,6,9,9,0.0
real_delta_alpha_1,6,10,10,0.0
real_delta_alpha_1,6,11,11,0.0
real_delta_alpha_1,6,12,12,0.0
real_delta_alpha_1,6,13,13,0.005524271633476019
real_delta_alpha_1,6,14,14,0.0
real_delta_alpha_1,6,15,15,0.009568319655954838
real_delta_alpha_1,6,16,16,0.0078125
real_delta_alpha_1,6,17,17,0.0
real_delta_alpha_1,6,18,18,0.006765823345631361
real_delta_alpha_1,6,19,19,0.005524271633476019
real_delta_alpha_1,6,20,20,0.0
real_delta_alpha_1,6,21,21,0.009568319655954838
real_delta_alpha_1,6,22,22,0.005524271633476019
real_delta_alpha_1,6,23,23,0.0
real_delta_alpha_1,6,24,24,0.005524271633476019
real_delta_alpha_1,6,25,25,0.0078125
real_delta_alpha_1,6,26,26,0.0
real_delta_alpha_1,6,27,27,0.0078125
real_delta_alpha_1,6,28,28,0.0
real_delta_alpha_1,6,29,29,0.00390625
real_delta_alpha_1,6,30,30,0.0
real_delta_alpha_1,6,31,31,0.0078125
real_delta_alpha_1,7,0,0,0.0027621358167380095
real_delta_alpha_1,7,1,1,1.714587926864624
real_delta_alpha_1,7,2,2,0.0
real_delta_alpha_1,7,3,3,0.00390625
real_delta_alpha_1,7,4,4,0.005524271633476019
real_delta_alpha_1,7,5,5,1.1714061498641968
real_delta_alpha_1,7,6,6,0.605588436126709
real_delta_alpha_1,7,7,7,0.3155309557914734
real_delta_alpha_1,7,8,8,0.7440970540046692
real_delta_alpha_1,7,9,9,0.00390625
real_delta_alpha_1,7,10,10,1.5511821508407593
real_delta_alpha_1,7,11,11,0.001953125
real_delta_alpha_1,7,12,12,1.4993844032287598
real_delta_alpha_1,7,13,13,0.0027621358167380095
real_delta_alpha_1,7,14,14,0.6064696907997131
real_delta_alpha_1,7,15,15,0.0
real_delta_alpha_1,7,16,16,5.6010026931762695
real_delta_alpha_1,7,17,17,1.5176271200180054
real_delta_alpha_1,7,18,18,0.00390625
real_delta_alpha_1,7,19,19,0.004784159827977419
real_delta_alpha_1,7,20,20,0.5446032881736755
real_delta_alpha_1,7,21,21,0.0
real_delta_alpha_1,7,22,22,0.00390625
real_delta_alpha_1,7,23,23,0.006176323629915714
real_delta_alpha_1,7,24,24,0.0
real_delta_alpha_1,7,25,25,0.006765823345631361
real_delta_alpha_1,7,26,26,1.4408106803894043
real_delta_alpha_1,7,27,27,0.8894463777542114
real_delta_alpha_1,7,28,28,2.0870325565338135
real_delta_alpha_1,7,29,29,0.00390625
real_delta_alpha_1,7,30,30,0.006765823345631361
real_delta_alpha_1,7,31,31,0.00390625
random_rel_0,0,0,0,0.0
random_rel_0,0,1,1,0.0
random_rel_0,0,2,2,0.005524271633476019
random_rel_0,0,3,3,0.0078125
random_rel_0,0,4,4,0.0
random_rel_0,0,5,5,0.0
random_rel_0,0,6,6,0.0
random_rel_0,0,7,7,0.0078125
random_rel_0,0,8,8,0.0078125
random_rel_0,0,9,9,0.009568319655954838
random_rel_0,0,10,10,0.005524271633476019
random_rel_0,0,11,11,0.009568319655954838
random_rel_0,0,12,12,0.0
random_rel_0,0,13,13,0.005524271633476019
random_rel_0,0,14,14,0.005524271633476019
random_rel_0,0,15,15,0.009568319655954838
random_rel_0,0,16,16,0.0078125
random_rel_0,0,17,17,0.005524271633476019
random_rel_0,0,18,18,0.0
random_rel_0,0,19,19,0.005524271633476019
random_rel_0,0,20,20,0.0
random_rel_0,0,21,21,0.0
random_rel_0,0,22,22,0.0078125
random_rel_0,0,23,23,0.0
random_rel_0,0,24,24,0.0
random_rel_0,0,25,25,0.009568319655954838
random_rel_0,0,26,26,0.0
random_rel_0,0,27,27,0.0
random_rel_0,0,28,28,0.005524271633476019
random_rel_0,0,29,29,0.005524271633476019
random_rel_0,0,30,30,0.0078125
random_rel_0,0,31,31,0.0
random_rel_0,1,0,0,0.00390625
random_rel_0,1,1,1,0.0
random_rel_0,1,2,2,0.0
random_rel_0,1,3,3,0.00390625
random_rel_0,1,4,4,0.008734640665352345
random_rel_0,1,5,5,0.0
random_rel_0,1,6,6,0.0
random_rel_0,1,7,7,0.0
random_rel_0,1,8,8,0.00390625
random_rel_0,1,9,9,0.005524271633476019
random_rel_0,1,10,10,0.0078125
random_rel_0,1,11,11,0.0
random_rel_0,1,12,12,0.00390625
random_rel_0,1,13,13,0.0
random_rel_0,1,14,14,0.005524271633476019
random_rel_0,1,15,15,0.005524271633476019
random_rel_0,1,16,16,0.0
random_rel_0,1,17,17,0.006765823345631361
random_rel_0,1,18,18,0.0
random_rel_0,1,19,19,0.00390625
random_rel_0,1,20,20,0.0
random_rel_0,1,21,21,0.00390625
random_rel_0,1,22,22,0.0078125
random_rel_0,1,23,23,0.0
random_rel_0,1,24,24,0.005524271633476019
random_rel_0,1,25,25,0.0
random_rel_0,1,26,26,0.0
random_rel_0,1,27,27,0.0
random_rel_0,1,28,28,0.005524271633476019
random_rel_0,1,29,29,0.00390625
random_rel_0,1,30,30,0.006765823345631361
random_rel_0,1,31,31,0.006765823345631361
random_rel_0,2,0,0,0.0
random_rel_0,2,1,1,0.0
random_rel_0,2,2,2,0.006765823345631361
random_rel_0,2,3,3,0.0
random_rel_0,2,4,4,0.0
random_rel_0,2,5,5,0.0
random_rel_0,2,6,6,0.0
random_rel_0,2,7,7,0.0
random_rel_0,2,8,8,0.0
random_rel_0,2,9,9,0.005524271633476019
random_rel_0,2,10,10,0.0
random_rel_0,2,11,11,0.0
random_rel_0,2,12,12,0.0
random_rel_0,2,13,13,0.0027621358167380095
random_rel_0,2,14,14,0.009568319655954838
random_rel_0,2,15,15,0.0
random_rel_0,2,16,16,0.0
random_rel_0,2,17,17,0.005524271633476019
random_rel_0,2,18,18,0.0
random_rel_0,2,19,19,0.0027621358167380095
random_rel_0,2,20,20,0.00390625
random_rel_0,2,21,21,0.00390625
random_rel_0,2,22,22,0.0
random_rel_0,2,23,23,0.0
random_rel_0,2,24,24,0.0
random_rel_0,2,25,25,0.0
random_rel_0,2,26,26,0.00390625
random_rel_0,2,27,27,0.0
random_rel_0,2,28,28,0.0
random_rel_0,2,29,29,0.0
random_rel_0,2,30,30,0.00390625
random_rel_0,2,31,31,0.00390625
random_rel_0,3,0,0,0.0
random_rel_0,3,1,1,0.0
random_rel_0,3,2,2,0.0
random_rel_0,3,3,3,0.00390625
random_rel_0,3,4,4,0.0
random_rel_0,3,5,5,0.004784159827977419
random_rel_0,3,6,6,0.00390625
random_rel_0,3,7,7,0.0
random_rel_0,3,8,8,0.0
random_rel_0,3,9,9,0.00390625
random_rel_0,3,10,10,0.00390625
random_rel_0,3,11,11,0.00390625
random_rel_0,3,12,12,0.0027621358167380095
random_rel_0,3,13,13,0.0
random_rel_0,3,14,14,0.004784159827977419
random_rel_0,3,15,15,0.0
random_rel_0,3,16,16,0.0
random_rel_0,3,17,17,0.0
random_rel_0,3,18,18,0.00390625
random_rel_0,3,19,19,0.0027621358167380095
random_rel_0,3,20,20,0.0
random_rel_0,3,21,21,0.00390625
random_rel_0,3,22,22,0.0
random_rel_0,3,23,23,0.0027621358167380095
random_rel_0,3,24,24,0.0
random_rel_0,3,25,25,0.0
random_rel_0,3,26,26,0.00390625
random_rel_0,3,27,27,0.0027621358167380095
random_rel_0,3,28,28,0.0
random_rel_0,3,29,29,0.004784159827977419
random_rel_0,3,30,30,0.0
random_rel_0,3,31,31,0.004784159827977419
random_rel_0,4,0,0,0.0
random_rel_0,4,1,1,0.0
random_rel_0,4,2,2,0.0027621358167380095
random_rel_0,4,3,3,0.005524271633476019
random_rel_0,4,4,4,0.00390625
random_rel_0,4,5,5,0.0
random_rel_0,4,6,6,0.00390625
random_rel_0,4,7,7,0.0
random_rel_0,4,8,8,0.0
random_rel_0,4,9,9,0.0
random_rel_0,4,10,10,0.00390625
random_rel_0,4,11,11,0.0027621358167380095
random_rel_0,4,12,12,0.0027621358167380095
random_rel_0,4,13,13,0.0
random_rel_0,4,14,14,0.005524271633476019
random_rel_0,4,15,15,0.0027621358167380095
random_rel_0,4,16,16,0.005524271633476019
random_rel_0,4,17,17,0.0
random_rel_0,4,18,18,0.004784159827977419
random_rel_0,4,19,19,0.0
random_rel_0,4,20,20,0.0
random_rel_0,4,21,21,0.004784159827977419
random_rel_0,4,22,22,0.0027621358167380095
random_rel_0,4,23,23,0.007307924795895815
random_rel_0,4,24,24,0.0
random_rel_0,4,25,25,0.00390625
random_rel_0,4,26,26,0.004784159827977419
random_rel_0,4,27,27,0.0
random_rel_0,4,28,28,0.0
random_rel_0,4,29,29,0.004784159827977419
random_rel_0,4,30,30,0.005524271633476019
random_rel_0,4,31,31,0.0
random_rel_0,5,0,0,0.0
random_rel_0,5,1,1,0.0
random_rel_0,5,2,2,0.00390625
random_rel_0,5,3,3,0.005524271633476019
random_rel_0,5,4,4,0.005524271633476019
random_rel_0,5,5,5,0.00390625
random_rel_0,5,6,6,0.006765823345631361
random_rel_0,5,7,7,0.00390625
random_rel_0,5,8,8,0.00390625
random_rel_0,5,9,9,0.0078125
random_rel_0,5,10,10,0.005524271633476019
random_rel_0,5,11,11,0.005524271633476019
random_rel_0,5,12,12,0.006765823345631361
random_rel_0,5,13,13,0.006765823345631361
random_rel_0,5,14,14,0.0
random_rel_0,5,15,15,0.006765823345631361
random_rel_0,5,16,16,0.0
random_rel_0,5,17,17,0.00390625
random_rel_0,5,18,18,0.0
random_rel_0,5,19,19,0.00390625
random_rel_0,5,20,20,0.005524271633476019
random_rel_0,5,21,21,0.0078125
random_rel_0,5,22,22,0.005524271633476019
random_rel_0,5,23,23,0.0
random_rel_0,5,24,24,0.005524271633476019
random_rel_0,5,25,25,0.0
random_rel_0,5,26,26,0.00390625
random_rel_0,5,27,27,0.00390625
random_rel_0,5,28,28,0.00390625
random_rel_0,5,29,29,0.0
random_rel_0,5,30,30,0.0027621358167380095
random_rel_0,5,31,31,0.00390625
random_rel_0,6,0,0,0.006765823345631361
random_rel_0,6,1,1,0.0
random_rel_0,6,2,2,0.005524271633476019
random_rel_0,6,3,3,0.0
random_rel_0,6,4,4,0.0
random_rel_0,6,5,5,0.005524271633476019
random_rel_0,6,6,6,0.0
random_rel_0,6,7,7,0.0
random_rel_0,6,8,8,0.0
random_rel_0,6,9,9,0.0
random_rel_0,6,10,10,0.0078125
random_rel_0,6,11,11,0.0
random_rel_0,6,12,12,0.0
random_rel_0,6,13,13,0.005524271633476019
random_rel_0,6,14,14,0.0
random_rel_0,6,15,15,0.009568319655954838
random_rel_0,6,16,16,0.0
random_rel_0,6,17,17,0.0
random_rel_0,6,18,18,0.009568319655954838
random_rel_0,6,19,19,0.0
random_rel_0,6,20,20,0.0
random_rel_0,6,21,21,0.013531646691262722
random_rel_0,6,22,22,0.0
random_rel_0,6,23,23,0.0
random_rel_0,6,24,24,0.0
random_rel_0,6,25,25,0.005524271633476019
random_rel_0,6,26,26,0.0
random_rel_0,6,27,27,0.005524271633476019
random_rel_0,6,28,28,0.0
random_rel_0,6,29,29,0.00390625
random_rel_0,6,30,30,0.005524271633476019
random_rel_0,6,31,31,0.0
random_rel_0,7,0,0,0.00390625
random_rel_0,7,1,1,0.0027621358167380095
random_rel_0,7,2,2,0.0
random_rel_0,7,3,3,0.00390625
random_rel_0,7,4,4,0.0
random_rel_0,7,5,5,0.0027621358167380095
random_rel_0,7,6,6,0.0
random_rel_0,7,7,7,0.001953125
random_rel_0,7,8,8,0.00390625
random_rel_0,7,9,9,0.0
random_rel_0,7,10,10,0.0
random_rel_0,7,11,11,0.0
random_rel_0,7,12,12,0.0027621358167380095
random_rel_0,7,13,13,0.00390625
random_rel_0,7,14,14,0.0
random_rel_0,7,15,15,0.00390625
random_rel_0,7,16,16,0.00390625
random_rel_0,7,17,17,0.00390625
random_rel_0,7,18,18,0.006176323629915714
random_rel_0,7,19,19,0.0027621358167380095
random_rel_0,7,20,20,0.0
random_rel_0,7,21,21,0.0
random_rel_0,7,22,22,0.00390625
random_rel_0,7,23,23,0.0027621358167380095
random_rel_0,7,24,24,0.0
random_rel_0,7,25,25,0.004784159827977419
random_rel_0,7,26,26,0.0027621358167380095
random_rel_0,7,27,27,0.0027621358167380095
random_rel_0,7,28,28,0.0
random_rel_0,7,29,29,0.0
random_rel_0,7,30,30,0.006765823345631361
random_rel_0,7,31,31,0.0
random_rel_5e-05,0,0,0,0.0
random_rel_5e-05,0,1,1,0.0
random_rel_5e-05,0,2,2,0.0
random_rel_5e-05,0,3,3,0.005524271633476019
random_rel_5e-05,0,4,4,0.005524271633476019
random_rel_5e-05,0,5,5,0.0
random_rel_5e-05,0,6,6,0.0
random_rel_5e-05,0,7,7,0.005524271633476019
random_rel_5e-05,0,8,8,0.005524271633476019
random_rel_5e-05,0,9,9,0.005524271633476019
random_rel_5e-05,0,10,10,0.005524271633476019
random_rel_5e-05,0,11,11,0.0078125
random_rel_5e-05,0,12,12,0.0
random_rel_5e-05,0,13,13,0.005524271633476019
random_rel_5e-05,0,14,14,0.005524271633476019
random_rel_5e-05,0,15,15,0.0078125
random_rel_5e-05,0,16,16,0.005524271633476019
random_rel_5e-05,0,17,17,0.005524271633476019
random_rel_5e-05,0,18,18,0.0
random_rel_5e-05,0,19,19,0.0
random_rel_5e-05,0,20,20,0.0
random_rel_5e-05,0,21,21,0.0
random_rel_5e-05,0,22,22,0.005524271633476019
random_rel_5e-05,0,23,23,0.0
random_rel_5e-05,0,24,24,0.0
random_rel_5e-05,0,25,25,0.0078125
random_rel_5e-05,0,26,26,0.0
random_rel_5e-05,0,27,27,0.0
random_rel_5e-05,0,28,28,0.005524271633476019
random_rel_5e-05,0,29,29,0.005524271633476019
random_rel_5e-05,0,30,30,0.0078125
random_rel_5e-05,0,31,31,0.0
random_rel_5e-05,1,0,0,0.00390625
random_rel_5e-05,1,1,1,0.0
random_rel_5e-05,1,2,2,0.00390625
random_rel_5e-05,1,3,3,0.0
random_rel_5e-05,1,4,4,0.006765823345631361
random_rel_5e-05,1,5,5,0.005524271633476019
random_rel_5e-05,1,6,6,0.005524271633476019
random_rel_5e-05,1,7,7,0.0
random_rel_5e-05,1,8,8,0.0
random_rel_5e-05,1,9,9,0.005524271633476019
random_rel_5e-05,1,10,10,0.006765823345631361
random_rel_5e-05,1,11,11,0.0
random_rel_5e-05,1,12,12,0.00390625
random_rel_5e-05,1,13,13,0.0
random_rel_5e-05,1,14,14,0.0
random_rel_5e-05,1,15,15,0.0078125
random_rel_5e-05,1,16,16,0.0
random_rel_5e-05,1,17,17,0.006765823345631361
random_rel_5e-05,1,18,18,0.0
random_rel_5e-05,1,19,19,0.0
random_rel_5e-05,1,20,20,0.0
random_rel_5e-05,1,21,21,0.00390625
random_rel_5e-05,1,22,22,0.0078125
random_rel_5e-05,1,23,23,0.005524271633476019
random_rel_5e-05,1,24,24,0.005524271633476019
random_rel_5e-05,1,25,25,0.0
random_rel_5e-05,1,26,26,0.005524271633476019
random_rel_5e-05,1,27,27,0.0
random_rel_5e-05,1,28,28,0.005524271633476019
random_rel_5e-05,1,29,29,0.005524271633476019
random_rel_5e-05,1,30,30,0.006765823345631361
random_rel_5e-05,1,31,31,0.0078125
random_rel_5e-05,2,0,0,0.0
random_rel_5e-05,2,1,1,0.00390625
random_rel_5e-05,2,2,2,0.006765823345631361
random_rel_5e-05,2,3,3,0.005524271633476019
random_rel_5e-05,2,4,4,0.00390625
random_rel_5e-05,2,5,5,0.0
random_rel_5e-05,2,6,6,0.00390625
random_rel_5e-05,2,7,7,0.0
random_rel_5e-05,2,8,8,0.00390625
random_rel_5e-05,2,9,9,0.005524271633476019
random_rel_5e-05,2,10,10,0.0
random_rel_5e-05,2,11,11,0.0
random_rel_5e-05,2,12,12,0.005524271633476019
random_rel_5e-05,2,13,13,0.0
random_rel_5e-05,2,14,14,0.005524271633476019
random_rel_5e-05,2,15,15,0.0
random_rel_5e-05,2,16,16,0.0
random_rel_5e-05,2,17,17,0.005524271633476019
random_rel_5e-05,2,18,18,0.0
random_rel_5e-05,2,19,19,0.0027621358167380095
random_rel_5e-05,2,20,20,0.00390625
random_rel_5e-05,2,21,21,0.0
random_rel_5e-05,2,22,22,0.0
random_rel_5e-05,2,23,23,0.005524271633476019
random_rel_5e-05,2,24,24,0.0
random_rel_5e-05,2,25,25,0.0
random_rel_5e-05,2,26,26,0.00390625
random_rel_5e-05,2,27,27,0.0
random_rel_5e-05,2,28,28,0.0
random_rel_5e-05,2,29,29,0.0
random_rel_5e-05,2,30,30,0.00390625
random_rel_5e-05,2,31,31,0.0
random_rel_5e-05,3,0,0,0.0
random_rel_5e-05,3,1,1,0.0
random_rel_5e-05,3,2,2,0.0
random_rel_5e-05,3,3,3,0.0
random_rel_5e-05,3,4,4,0.0
random_rel_5e-05,3,5,5,0.004784159827977419
random_rel_5e-05,3,6,6,0.00390625
random_rel_5e-05,3,7,7,0.0027621358167380095
random_rel_5e-05,3,8,8,0.0
random_rel_5e-05,3,9,9,0.0027621358167380095
random_rel_5e-05,3,10,10,0.005524271633476019
random_rel_5e-05,3,11,11,0.00390625
random_rel_5e-05,3,12,12,0.0
random_rel_5e-05,3,13,13,0.0
random_rel_5e-05,3,14,14,0.0
random_rel_5e-05,3,15,15,0.0
random_rel_5e-05,3,16,16,0.004784159827977419
random_rel_5e-05,3,17,17,0.0
random_rel_5e-05,3,18,18,0.0027621358167380095
random_rel_5e-05,3,19,19,0.0
random_rel_5e-05,3,20,20,0.0
random_rel_5e-05,3,21,21,0.0027621358167380095
random_rel_5e-05,3,22,22,0.0
random_rel_5e-05,3,23,23,0.0027621358167380095
random_rel_5e-05,3,24,24,0.0027621358167380095
random_rel_5e-05,3,25,25,0.0
random_rel_5e-05,3,26,26,0.00390625
random_rel_5e-05,3,27,27,0.0
random_rel_5e-05,3,28,28,0.0
random_rel_5e-05,3,29,29,0.004784159827977419
random_rel_5e-05,3,30,30,0.0
random_rel_5e-05,3,31,31,0.00390625
random_rel_5e-05,4,0,0,0.00390625
random_rel_5e-05,4,1,1,0.0
random_rel_5e-05,4,2,2,0.0
random_rel_5e-05,4,3,3,0.005524271633476019
random_rel_5e-05,4,4,4,0.00390625
random_rel_5e-05,4,5,5,0.0
random_rel_5e-05,4,6,6,0.0
